Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
39,24.435000000000002,0.45960799999999996,82.1343,11.23052148
40,24.45487,0.46754999999999997,84.1371,11.433874468499999
41,24.5565,0.479937,86.0967,11.7855729405
42,24.754099999999998,0.489915,84.4131,12.127404901499999
43,24.77225,0.479877,88.7127,11.88763301325
44,24.83371,0.484606,90.4198,12.03456486826
45,24.720200000000002,0.538404,77.8015,13.3094545608
46,24.83425,0.495093,90.7734,12.29526333525
47,24.92266,0.571074,72.8137,14.23268313684
48,24.89458,0.56883,83.11,14.1607839414
49,25.275830000000003,0.557821,88.4618,14.099388766430001
50,24.922,0.573889,77.7854,14.302461658
51,25.04337,0.566443,78.1,14.18564163291
52,25.033,0.6073879999999999,80.133,15.204743804
53,25.465,0.574209,81.1355,14.622232185
54,24.7,0.614883,83.1037,15.187610099999999
55,25.191,0.624104,83.1431,15.721803864
56,25.465830000000004,0.636496,86.4251,16.20889893168
57,24.737180000000002,0.654253,88.4247,16.18437422654
58,25.20408,0.6468729999999999,81.9679,16.303838841839998
59,24.73336,0.630243,90.7706,15.58802700648
60,25.40715,0.683572,83.8033,17.3676163398
61,25.360830000000004,0.6779529999999999,93.7193,17.193450780990002
62,24.61685,0.7081189999999999,65.1656,17.431659205149998
63,25.282349999999997,0.7037319999999999,76.4705,17.791998730199996
64,24.9835,0.673771,72.388,16.8331577785
65,24.66537,0.7198749999999999,66.8227,17.755983228749997
66,25.33353,0.7335689999999999,91.3319,18.583892268569997
67,24.808,0.730941,83.0837,18.133184328
68,25.342900000000004,0.7656839999999999,71.1428,19.4046530436
69,25.13175,0.769041,71.7888,19.32734615175
70,24.92061,0.7768079999999999,72.1504,19.358529212879997
71,25.34244,0.7873589999999999,78.4703,19.95359821596
72,25.21178,0.843163,73.8151,21.25764006014
73,25.24116,0.775918,74.8048,19.58507038488
74,25.52012,0.8110799999999999,75.1255,20.698858929599997
75,25.367810000000002,0.82934,76.1164,21.038539545400003
76,25.283720000000002,0.7905749999999999,75.8092,19.988676939
77,25.30095,0.8690479999999999,77.809,21.9877399956
78,25.09255,0.8370839999999999,78.7993,21.0045721242
79,24.908,0.828226,71.7996,20.629453208
80,25.2569,0.847027,71.8288,21.3932762363
81,24.8611,0.86391,72.8175,21.477752901
82,25.10562,0.858587,73.4599,21.555358958939998
83,25.0646,0.8731439999999999,72.7909,21.885005102399997
84,25.48027,0.9333579999999999,85.8032,23.78221384666
85,25.26808,0.877888,74.7974,22.18254421504
86,25.261080000000003,0.9027879999999999,75.4405,22.80539989104
87,25.1308,0.908651,76.4609,22.835126550800002
88,25.0501,0.929514,76.4712,23.2844186514
89,25.387439999999998,0.9396009999999999,89.7469,23.854064011439995
90,25.17436,0.956553,89.8305,24.08060958108
91,25.479419999999998,0.9564729999999999,86.0271,24.370377285659995
92,24.99436,0.9654499999999999,78.114,24.130804861999998
93,25.57916,0.958217,93.7416,24.51038595772
94,25.430380000000003,1.0017209999999999,93.4212,25.474145683979998
95,25.10576,1.0263149999999999,80.4617,25.766418074399997
96,25.33646,1.0070379999999999,79.7906,25.514778005479997
97,25.73786,0.977726,98.4095,25.164574906360002
98,25.54778,1.0262799999999999,97.7605,26.219175658399998
99,25.3311,1.03481,82.426,26.212875591
100,25.41135,1.0642859999999998,82.1368,27.044944046099996
101,25.19966,1.087083,84.6387,27.39412199178
102,25.63009,1.06617,83.1337,27.3260330553
103,25.21515,1.08889,84.1081,27.4565246835
104,25.435540000000003,1.087078,85.105,27.650415952120003
105,25.43273,1.116387,83.4356,28.39276914651
106,25.32669,1.121054,86.4117,28.392587131259997
107,25.27591,1.129653,86.0763,28.55300755923
108,25.5403,1.144708,87.1024,29.2361857324
109,25.5604,1.152026,87.4297,29.4462453704
110,25.12722,1.152337,87.0896,28.95502531314
111,25.25707,1.196269,86.2714,30.21424987183
112,25.432000000000002,1.1764329999999998,87.8948,29.919044055999997
113,25.41426,1.213506,88.3734,30.840356995559997
114,25.564580000000003,1.1968239999999999,89.0542,30.59630289392
115,25.21312,1.228388,89.3768,30.97149405056
116,25.52312,1.230326,89.863,31.401758137119998
117,25.4188,1.2102519999999999,90.4217,30.763153537599997
118,25.5126,1.25389,91.0344,31.989994013999997
119,25.25443,1.2556509999999999,91.3811,31.710750283929997
120,25.5106,1.272214,93.0874,32.4549424684
121,25.50381,1.268176,92.4238,32.34331975056
122,25.447,1.2823369999999998,94.0964,32.631629638999996
123,25.277330000000003,1.320798,94.7278,33.38624690934
124,25.408,1.284695,93.7388,32.64153056
125,25.2802,1.283496,94.7397,32.4470355792
126,25.25505,1.3333009999999998,95.4154,33.672583420049996
127,25.312459999999998,1.350269,96.3862,34.178630051739994
128,25.472939999999998,1.349716,95.4117,34.38123468503999
