Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,5.64039,0.267158,3.64178,1.50687531162
2,5.79708,0.524525,3.73696,3.0407133870000003
3,6.4037500000000005,0.635393,4.66486,4.06889792375
4,6.57628,0.7725259999999999,5.13112,5.080347283279999
5,6.67869,0.892791,5.60484,5.96267432379
6,6.54485,1.010622,5.92333,6.6143693967
7,6.899850000000001,1.1377629999999999,6.03571,7.85039403555
8,7.01342,1.207675,6.49679,8.4699319985
9,5.78908,1.301373,6.63672,7.53375240684
10,7.68404,1.4146729999999998,7.04196,10.87040391892
11,7.28187,1.509013,7.07773,10.98843649431
12,5.79873,1.6214009999999999,7.26892,9.402066620729999
13,7.376390000000001,1.705203,7.42474,12.578242357170001
14,7.87657,1.865432,7.38795,14.69320572824
15,5.97145,1.87527,7.62712,11.1980810415
16,8.03369,2.012299,7.54117,16.16618635331
17,5.930689999999999,2.074145,7.63204,12.301111010049999
18,5.895600000000001,2.1927339999999997,7.94844,12.9274825704
19,7.69643,2.3130539999999997,8.13836,17.80225819722
20,7.72199,2.3011109999999997,8.56696,17.769156130889996
21,7.79746,2.4426989999999997,8.58648,19.04684774454
22,6.041930000000001,2.5997459999999997,8.4306,15.70748334978
23,8.11499,2.8010319999999997,8.39539,22.73034666968
24,5.97283,2.855057,8.49578,17.05277010131
25,7.63573,2.9374499999999997,8.38396,22.4295750885
26,8.03538,3.005271,8.66122,24.14849448798
27,6.1275699999999995,3.095496,8.24283,18.96786842472
28,6.0941,3.222353,8.39552,19.6373414173
29,8.04531,3.288773,8.28112,26.45919830463
30,8.05307,3.356033,8.7093,27.02636867131
31,8.09698,3.444489,8.85217,27.88995854322
32,8.072330000000001,3.527843,9.13776,28.47791288419
33,6.08056,3.5968799999999996,9.17679,21.8710446528
34,8.07808,3.7369649999999996,8.8647,30.187502227199996
35,8.33,3.799788,8.95432,31.65223404
36,8.08449,4.016927,8.64958,32.47480616223
37,7.95884,4.0590399999999995,9.24532,32.3052499136
38,8.10323,4.0179789999999995,9.19533,32.558607972169995
39,6.13111,4.394324,8.84755,26.94208381964
40,8.078479999999999,4.4577919999999995,8.71061,36.01218351615999
41,8.14785,4.6206949999999996,8.62062,37.64872975575
42,8.137170000000001,4.599311999999999,9.13832,37.42538362704
43,8.09874,4.709976999999999,9.09939,38.144879128979994
44,8.14631,4.833679,8.9185,39.37664757449
45,6.19054,4.839722,9.16158,29.96049262988
46,8.13981,4.944787,9.19572,40.24962667047
47,8.28031,5.019655,9.51503,41.56429949305
48,6.1550400000000005,5.075304,9.22591,31.238699132160004
49,8.450899999999999,5.16785,9.41844,43.67298356499999
50,6.202520000000001,5.123222,8.78834,31.776886919440006
51,6.13361,5.296368,8.82198,32.485855728480004
52,6.152550000000001,5.420165,9.01236,33.34783617075
53,8.65307,5.733448,8.73119,49.61192688536
54,8.25307,5.5049019999999995,9.05046,45.43234154913999
55,8.51477,5.903847,9.27108,50.26989932019
56,8.56199,5.984706999999999,9.43814,51.241001486929996
57,8.48202,5.979718999999999,9.20208,50.720096152379995
58,8.33674,6.04448,9.66013,50.3912581952
59,6.19466,6.124067999999999,9.16075,37.936519076879996
60,8.60584,6.360003,9.57247,54.73316821752
61,8.415870000000002,6.341442,9.62545,53.368751484540006
62,6.19463,6.525185,9.39399,40.421106756549996
63,6.24347,6.428648,9.29698,40.13707092856
64,8.6359,6.6550899999999995,9.59406,57.47269173099999
65,8.39106,6.6202119999999995,9.51795,55.55059610471999
66,6.20778,6.593585999999999,9.4786,40.93153129907999
67,6.2559,6.625916,9.47225,41.4510679044
68,6.23739,6.654719,9.50614,41.508077743410006
69,6.235399999999999,6.732218,9.61117,41.97807211719999
70,6.21506,7.030212,9.75529,43.69318939272
71,6.19772,7.106132,9.85089,44.04181641904
72,6.23026,7.235923,9.85076,45.081681629980004
73,6.26319,7.3315019999999995,9.9458,45.91859001138
74,6.22883,7.419032,9.99366,46.21188909256
75,6.154170000000001,7.549325,9.76691,46.45982943525
76,6.179180000000001,7.641813999999999,9.81212,47.22014423252
