Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,21.96918,0.027193,29.631,0.59740791174
2,26.7909,0.045878999999999996,37.7878,1.2291397010999998
3,26.442,0.058117999999999996,45.6143,1.5367561559999998
4,26.0404,0.070253,50.2283,1.8294162212
5,26.439400000000003,0.078723,53.1828,2.0813888862
6,26.7728,0.090491,56.8208,2.4226974448000003
7,26.8855,0.10070699999999999,59.7129,2.7075580484999997
8,27.557660000000002,0.113983,61.1652,3.14110475978
9,27.48971,0.12437699999999999,65.1817,3.4190876606699994
10,27.4355,0.132986,65.1861,3.648537403
11,27.62516,0.144321,66.6151,3.9868907163600005
12,28.36646,0.150561,68.7998,4.27088258406
13,28.70557,0.159569,72.4862,4.58051909933
14,27.985,0.17493799999999998,71.1657,4.89563993
15,28.1095,0.181496,69.3405,5.1017618119999995
16,28.39725,0.19422899999999998,73.8177,5.515569470249999
17,28.79627,0.19578299999999998,75.4826,5.63782012941
18,28.6365,0.21493099999999998,77.1423,6.1548715815
19,28.64487,0.223911,77.8045,6.41390148657
20,28.7945,0.23313499999999998,79.4901,6.7130057574999995
21,28.97145,0.243424,78.79,7.0523462448
22,28.87537,0.253291,80.1259,7.31387134267
23,29.20366,0.251918,86.1103,7.356927619879999
24,29.20766,0.271769,79.799,7.9377365505399995
25,29.26638,0.275117,82.1151,8.05167866646
26,28.90512,0.28598999999999997,83.4386,8.266575268799999
27,29.72,0.29489499999999996,87.109,8.764279399999998
28,29.4385,0.301654,87.7619,8.880241279
29,29.8431,0.32159899999999997,84.7666,9.5975111169
30,30.2175,0.321534,85.0936,9.715953645
31,29.56307,0.33779,87.0408,9.9861094153
32,29.21462,0.348609,83.1247,10.18447946358
33,29.9281,0.34702299999999997,87.1102,10.3857390463
34,29.70225,0.36428499999999997,87.4092,10.82008414125
35,30.37873,0.374424,85.1198,11.37452560152
36,29.33883,0.370734,81.5723,10.87690180122
37,30.416520000000002,0.383246,79.1254,11.65700962392
38,30.34825,0.392096,82.1294,11.899427432
39,30.45466,0.374996,88.1037,11.42037568136
40,29.8768,0.43229599999999996,82.78,12.915621132799998
41,30.32425,0.441146,87.4606,13.3774215905
42,30.44733,0.445024,88.0975,13.549792585919999
43,30.57071,0.440104,89.4341,13.45429175384
44,29.93525,0.454458,95.7624,13.6043138445
45,30.05662,0.47054399999999996,94.1031,14.142962201279998
46,30.082400000000003,0.482021,96.4129,14.5003485304
47,30.02962,0.46374499999999996,96.7541,13.9260861269
48,30.23175,0.48317499999999997,96.0978,14.60722580625
49,30.62085,0.508844,90.4198,15.5812357974
50,31.010849999999998,0.49180199999999996,98.4253,15.251198051699998
51,30.95764,0.527701,82.7845,16.33637758564
52,30.7935,0.541867,89.1076,16.6859814645
53,30.5366,0.5313129999999999,93.7727,16.224492555799998
54,30.63287,0.56199,85.4482,17.2153666113
55,31.3426,0.55673,95.4381,17.449365697999998
56,31.22755,0.590858,96.109,18.4510477379
57,31.148880000000002,0.562354,87.1191,17.51669726352
58,30.96975,0.576032,91.7543,17.839567032
59,30.84925,0.601621,91.4395,18.55955663425
60,30.86837,0.619818,95.0386,19.132771356659998
61,30.693,0.625151,93.7401,19.187759643
62,30.73544,0.640851,95.4036,19.696837459439998
63,30.91475,0.645293,95.7767,19.949071771750003
64,31.213,0.638447,87.7954,19.927846211
65,31.46137,0.661338,90.0971,20.80659951306
66,31.075779999999998,0.680473,99.0773,21.14622924394
67,31.28225,0.659168,89.1236,20.620258168
68,31.257810000000003,0.682326,94.1016,21.328016466060003
69,31.58923,0.6843739999999999,91.7758,21.618847692019997
70,31.15546,0.676283,95.1191,21.06990795518
71,30.34516,0.659261,76.1397,20.00538052676
72,31.14492,0.716507,98.7598,22.31555319444
73,31.089180000000002,0.764909,74.8193,23.78039358462
74,31.01482,0.7073999999999999,76.7747,21.939883667999997
75,31.10635,0.768311,76.4664,23.899350874849997
76,31.079900000000002,0.743695,77.802,23.1139662305
77,31.06841,0.781546,80.7878,24.281391561859998
78,30.869500000000002,0.72237,79.4484,22.299200715
79,31.31937,0.752497,82.1144,23.567731966889998
80,31.14293,0.723256,97.0718,22.52431098008
81,31.26718,0.7361249999999999,82.7988,23.016552877499997
82,30.90343,0.758473,83.7788,23.43941726239
83,30.913580000000003,0.777875,85.4398,24.046901042500004
84,31.14941,0.8080539999999999,86.0876,25.170405348139997
85,31.35721,0.753363,86.1044,23.62336179723
86,31.289,0.828531,92.5369,25.923906459
87,31.449099999999998,0.808102,89.793,25.4140806082
88,31.30128,0.86615,90.4016,27.111603671999998
89,31.03466,0.83443,92.3597,25.8962513438
90,31.489,0.8120809999999999,91.3,25.571618608999998
91,30.88213,0.872474,77.1373,26.94385548962
92,31.10827,0.886807,93.7706,27.58703159389
93,31.217180000000003,0.892436,94.0716,27.85933525048
94,31.11766,0.934346,95.7382,29.07466115036
95,31.333849999999998,0.875647,98.7338,27.437391750949995
96,31.372,0.890744,98.7408,27.944420768
97,31.57173,0.8814909999999999,99.5663,27.830195849429995
98,31.012220000000003,0.9040619999999999,97.1697,28.03696963764
99,31.4689,0.93712,100.4,29.490135568
100,30.6677,0.9645659999999999,82.109,29.581020718199998
101,31.5158,0.940689,83.4444,29.6465663862
102,31.214360000000003,0.9433889999999999,104.071,29.44728386604
103,31.25761,0.9712149999999999,105.412,30.357859696149998
104,31.301900000000003,0.987586,82.7903,30.913318213400004
105,31.187150000000003,0.992092,83.6548,30.940522017800003
106,31.56107,0.99681,84.0935,31.4603901867
107,30.75311,1.044829,86.4229,32.13174116819
108,31.16292,1.037771,85.7792,32.33997465132
109,30.92112,1.046778,85.4457,32.36754815136
110,31.1408,1.039604,86.4522,32.3741002432
111,31.29869,1.073297,87.7444,33.59279008093
112,31.39314,1.060231,86.4462,33.283980215339994
113,31.49011,1.085733,89.1178,34.18985160063
114,31.026220000000002,1.1094899999999999,87.3928,34.4232808278
115,31.7012,1.08026,90.0894,34.245538312
116,31.54813,1.081639,88.755,34.123687785070004
117,31.575470000000003,1.100122,90.7478,34.73686920734001
118,31.40868,1.152717,95.3788,36.20531938356
119,31.354400000000002,1.120625,92.0917,35.1365245
120,30.9701,1.15434,92.0496,35.750025234
121,30.976,1.17289,92.4519,36.33144064
122,31.40853,1.1476469999999999,93.7151,36.045905228909994
123,31.008,1.166879,93.7444,36.182584032
124,30.92941,1.198008,94.0472,37.05368061528
125,30.5291,1.150177,93.0899,35.1138686507
126,31.2153,1.202442,97.4245,37.5345877626
127,31.172150000000002,1.198454,95.3118,37.3583878561
128,30.968770000000003,1.208219,95.0773,37.41705632063
