Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
99,14.82556,2.0012209999999997,52.8782,29.669222008759995
100,14.840580000000001,1.988279,55.5151,29.507213561820002
101,14.741940000000001,2.0639279999999998,53.6649,30.42630274032
102,14.72955,2.06206,53.9023,30.373215872999996
103,14.73063,2.1063229999999997,56.711,31.027464773489996
104,14.77209,2.0859579999999998,57.0642,30.813959312219996
105,14.7437,2.103925,47.9275,31.019639022499998
106,14.821940000000001,2.1307009999999997,55.9014,31.58112237994
107,14.8614,2.164225,60.3839,32.163413415
108,14.89414,2.164865,60.6359,32.2438023911
109,14.869290000000001,2.165661,56.3053,32.201841450690004
110,14.903290000000002,2.1908019999999997,61.1304,32.65015753858
111,14.89922,2.216911,61.3842,33.03024470942
112,14.76981,2.245789,61.6271,33.16987683009
113,14.73681,2.244373,61.8797,33.07489847013
114,14.8542,2.243713,59.1087,33.3285616446
115,14.77656,2.287174,58.3819,33.79656384144
116,14.78446,2.360815,47.771,34.9033749349
117,14.920040000000002,2.354254,47.6035,35.125563850160006
118,14.83075,2.3650629999999997,46.5916,35.07565808725
119,14.750639999999999,2.3499689999999998,60.107,34.66354673015999
120,14.715959999999999,2.406851,60.7023,35.41912304196
121,14.890860000000002,2.416595,48.6044,35.985177821700006
