Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,6.79729,0.143503,6.66332,0.97543150687
2,7.09328,0.277654,6.99636,1.96947756512
3,6.98812,0.343668,8.43882,2.40159322416
4,7.0389100000000004,0.40951699999999996,9.43829,2.8825533064699997
5,7.10396,0.47822699999999996,10.1134,3.3973054789199995
6,6.9976,0.5335019999999999,10.5245,3.7332335951999998
7,7.117859999999999,0.597615,11.2571,4.2537399039
8,7.03574,0.6671849999999999,11.458,4.694140191899999
9,7.10637,0.713873,12.0588,5.07304567101
10,7.07145,0.7855409999999999,12.3478,5.554913904449999
11,7.12788,0.825152,12.5812,5.88158443776
12,7.06869,0.900489,12.8341,6.36527758941
13,7.13306,0.9553029999999999,13.6536,6.814233617179999
14,7.0495,1.007433,13.2374,7.1018989335
15,7.11247,1.039077,13.2292,7.39040399019
16,7.17387,1.0735299999999999,13.8149,7.701364661099999
17,7.150930000000001,1.155506,14.4863,8.26294252058
18,7.1657399999999996,1.238213,13.9882,8.87271242262
19,7.243609999999999,1.21509,14.3898,8.8016380749
20,7.20141,1.296449,14.9847,9.33626079309
21,7.32615,1.328971,16.0755,9.736240891649999
22,7.37797,1.453531,14.5899,10.72410811207
23,7.302300000000001,1.4003189999999999,16.5647,10.2255494337
24,7.4284,1.446596,15.4867,10.7458937264
25,7.38309,1.498489,16.6472,11.06347915101
26,7.6005,1.6058949999999999,14.5639,12.2056049475
27,7.729,1.66885,15.1536,12.89854165
28,7.63012,1.7671949999999998,15.9034,13.483909913399998
29,7.62492,1.772432,15.2364,13.514652205440001
30,7.71528,1.7581179999999998,15.9368,13.564372643039999
31,7.68232,1.823539,16.2157,14.00901013048
32,7.7218800000000005,1.8799629999999998,17.0662,14.51684869044
33,7.71223,1.999622,16.1512,15.42154477706
34,7.606140000000001,2.029463,17.3183,15.43637970282
35,7.5811,2.0774559999999997,15.9892,15.749401681599998
36,7.68341,2.122062,15.5175,16.304672391420002
37,7.625640000000001,2.2389989999999997,15.5854,17.073800334359998
38,7.61359,2.266063,15.8527,17.25287459617
