Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,20.855900000000002,0.027705,28.9636,0.5778127095000001
2,25.6109,0.047077,36.9543,1.2056843393
3,25.152,0.059188,44.7792,1.488696576
4,25.029220000000002,0.06887599999999999,50.0676,1.72391255672
5,25.2156,0.084164,52.883,2.1222457584
6,25.745400000000004,0.096368,54.5173,2.4810327072000002
7,26.365810000000003,0.104534,60.493,2.7561235825400003
8,25.7476,0.115437,57.7784,2.9722257011999997
9,26.366419999999998,0.123875,63.4946,3.2661402775
10,26.36783,0.135063,61.4896,3.56131822329
11,26.51625,0.147062,66.4894,3.8995327575
12,26.70714,0.153079,69.8328,4.08830228406
13,26.75475,0.166394,70.175,4.4518298715
14,26.794,0.178235,66.6638,4.77562859
15,26.8935,0.187548,69.1481,5.0438221379999995
16,26.865660000000002,0.198006,70.3583,5.31956187396
17,27.29112,0.209005,73.812,5.7039805355999995
18,27.733150000000002,0.21501099999999998,72.471,5.96293231465
19,27.2985,0.222774,72.3158,6.081396039
20,27.4775,0.24051,75.7971,6.608613525
21,27.67937,0.24201299999999998,77.4761,6.698767371809999
22,27.04916,0.250285,75.1108,6.769999010599999
23,27.65266,0.26204099999999997,75.8627,7.246130679059999
24,28.0669,0.268263,84.4297,7.5293107947
25,28.22846,0.284066,76.406,8.01874571836
26,28.01391,0.293811,81.7794,8.23079491101
27,28.44157,0.301928,85.1266,8.587306346959998
28,28.63484,0.316903,86.4504,9.07446670052
29,28.11071,0.32700799999999997,82.0947,9.19242705568
30,28.35605,0.32757,83.7772,9.288591298499998
31,28.50637,0.34115999999999996,84.4112,9.725233189199999
32,28.88252,0.349385,87.7778,10.0911192502
33,28.308500000000002,0.372359,80.7856,10.5409247515
34,28.48616,0.34726199999999996,81.0986,9.89216089392
35,28.6345,0.38525699999999996,78.8006,11.0316415665
36,29.354119999999998,0.384125,82.1275,11.275651345
37,29.32557,0.396985,79.8089,11.64181140645
38,29.146900000000002,0.414299,79.473,12.0755315231
39,28.99312,0.40843799999999997,83.4582,11.841891946559999
40,29.30618,0.42887899999999995,82.7947,12.56880517222
41,28.812,0.44209699999999996,85.1028,12.737698764
42,28.669,0.42619599999999996,85.1622,12.218613123999999
43,29.236250000000002,0.462827,90.1051,13.53132587875
44,28.92175,0.459983,91.1072,13.303513330249999
45,29.28416,0.460347,94.4349,13.48087520352
46,28.3075,0.47776599999999997,96.4178,13.524361045
47,29.082,0.475431,97.0841,13.826484342
48,29.27316,0.490849,98.7164,14.368701312839999
49,29.581500000000002,0.511201,84.4591,15.122092381500002
50,29.236310000000003,0.516143,85.1195,15.090116752330003
51,29.202900000000003,0.538372,89.4389,15.722023678800001
52,29.13742,0.550759,88.1121,16.04769630178
53,29.73042,0.568456,91.4298,16.900435631519997
54,29.41343,0.5729609999999999,84.4664,16.852748266229998
55,29.789830000000002,0.5680069999999999,85.4448,16.92083196881
56,29.66844,0.5810449999999999,89.1174,17.2386987198
57,29.231099999999998,0.596575,87.1177,17.4385434825
58,29.62715,0.573037,90.0819,16.977453154550002
59,29.2726,0.636313,93.7485,18.626535923800002
60,29.84187,0.613348,92.1078,18.30345128076
61,29.72891,0.618078,92.7653,18.37478523498
62,30.11564,0.613051,96.4275,18.46242321764
63,29.82014,0.6397579999999999,96.0719,19.077673126119997
64,30.06228,0.663088,88.7852,19.93393712064
65,29.633,0.664342,97.0687,19.686446485999998
66,29.84,0.6758069999999999,90.1255,20.16608088
67,29.86577,0.7108479999999999,92.0836,21.23002287296
68,29.98366,0.707878,95.0797,21.22477327348
69,30.016000000000002,0.7152489999999999,95.4223,21.468913984
70,29.002119999999998,0.6902229999999999,73.1387,20.017930272759997
71,29.17044,0.682518,87.4556,19.90935036792
72,30.216810000000002,0.726746,98.7495,21.95994580026
73,29.58166,0.753292,75.8003,22.28362782472
74,29.681400000000004,0.783764,76.1386,23.263212789600004
75,29.4475,0.7820119999999999,76.4726,23.028298369999998
76,29.184250000000002,0.728468,78.4571,21.259792229000002
77,29.18637,0.7371099999999999,77.8031,21.5135651907
78,29.20987,0.7547159999999999,79.8029,22.045156246919998
79,29.96787,0.793659,93.3829,23.78426973633
80,29.619200000000003,0.7814019999999999,80.7697,23.144502118400002
81,29.55044,0.7714209999999999,94.7202,22.795829975239997
82,29.28084,0.781635,96.7373,22.8869293734
83,29.861439999999998,0.799944,85.4485,23.887479759359998
84,29.56229,0.79277,85.4324,23.4360966433
85,29.8168,0.794864,89.4287,23.7003009152
86,30.07281,0.8703719999999999,88.1016,26.17453178532
87,30.13437,0.8517929999999999,89.9908,25.66824542541
88,29.641099999999998,0.85214,91.7439,25.258366954
89,29.48345,0.8996339999999999,91.7384,26.5243140573
90,29.59571,0.8795029999999999,76.7751,26.029515732129997
91,29.624330000000004,0.8800669999999999,93.0253,26.071395230110003
92,29.69254,0.8642829999999999,94.7786,25.662757548819997
93,29.531200000000002,0.902354,77.1267,26.6475964448
94,29.41887,0.909574,79.7695,26.758639261379997
95,29.300880000000003,0.9211499999999999,97.0995,26.990505612
96,29.99544,0.9419719999999999,99.0657,28.254864607679995
97,29.29355,0.947442,81.7422,27.7539395991
98,29.90763,0.9349489999999999,98.045,27.96210876087
99,29.084770000000002,0.968202,82.102,28.159932483540004
100,29.44109,0.977551,81.4236,28.78016697059
101,29.73318,0.968896,103.571,28.80835916928
102,30.21626,0.964236,104.077,29.135605677359997
103,30.07507,0.980576,103.073,29.49089184032
104,29.84469,0.986771,83.1338,29.44987459599
105,30.13406,1.0096129999999999,105.073,30.423738718779997
106,29.65607,1.027901,85.7785,30.48350400907
107,30.00523,1.047962,86.4333,31.444340841260004
108,29.97054,1.036492,87.0928,31.06422494568
109,29.987810000000003,1.054708,87.4513,31.62838310948
110,29.74287,1.0876789999999998,85.4573,32.35069509872999
111,29.48011,1.057048,86.7832,31.16189131528
112,29.8502,1.082943,87.1124,32.3260651386
113,30.17986,1.093878,89.7844,33.01308489708
114,30.2282,1.100752,89.1077,33.2737516064
115,29.463,1.0904749999999999,89.414,32.128664924999995
116,29.478,1.130089,88.4361,33.312763542
117,29.99109,1.122843,90.4447,33.67528546887
118,30.0598,1.139473,92.0625,34.252330485399995
119,29.79336,1.151761,91.0682,34.31483010696
120,29.908759999999997,1.158733,92.349,34.65626720108
121,30.03673,1.1653229999999999,91.7747,35.00249231378999
122,29.66,1.201144,94.0523,35.62593104
123,29.66911,1.2007539999999999,94.7443,35.625302508939996
124,29.7733,1.205868,94.0861,35.9026697244
125,30.03921,1.212079,95.4061,36.409895617589996
126,29.833540000000003,1.197463,96.7243,35.72456030902
127,29.4385,1.229546,95.7477,36.195989921
128,29.80986,1.265903,97.0664,37.73639120358
