Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,7.8549,0.098962,9.49362,0.7773366138
2,8.02553,0.190462,10.0597,1.52855849486
3,8.09938,0.23543799999999998,12.2769,1.90690182844
4,8.11022,0.276648,13.8193,2.24367614256
5,8.243,0.326034,14.7352,2.687498262
6,8.147689999999999,0.370797,15.4874,3.0211390089299996
7,8.19938,0.399246,16.4321,3.27356966748
8,8.331700000000001,0.458928,17.2022,3.8236504176000006
9,8.36088,0.48862099999999997,17.5139,4.085301546479999
10,8.535110000000001,0.524058,17.5244,4.472892676380001
11,8.53758,0.565692,17.9361,4.82964070536
12,8.54041,0.605772,18.5295,5.173541246519999
13,8.712520000000001,0.64186,18.5231,5.592218087200001
14,8.78869,0.6869259999999999,20.5326,6.03717966694
15,8.691,0.743091,19.7547,6.458203881
16,8.65247,0.7716139999999999,20.5335,6.676366986579999
17,8.83373,0.807018,21.0882,7.128979117139999
18,8.83723,0.798978,20.0811,7.06075235094
19,9.00211,0.839819,21.1813,7.56014301809
20,9.01829,0.891272,21.5356,8.03774936488
21,9.01365,0.937002,22.7538,8.4458080773
22,9.094149999999999,0.959437,22.3084,8.72526399355
23,9.35802,1.0189249999999999,24.0949,9.535120528499998
24,9.03296,1.04531,21.9768,9.442243417599999
25,9.190700000000001,1.0927019999999998,23.2211,10.0426962714
26,9.27309,1.08338,23.5965,10.0462802442
27,9.52435,1.171082,21.3097,11.1537948467
28,9.39538,1.128739,23.5312,10.60493182582
29,9.68316,1.212712,21.6467,11.74288432992
30,9.52018,1.284895,21.4204,12.2324316811
31,9.68844,1.2350999999999999,22.3278,11.966192243999998
32,9.766219999999999,1.2778,23.0015,12.479275915999999
33,9.607899999999999,1.360833,23.3072,13.074747380699998
34,9.62883,1.400026,23.6416,13.480612349580001
35,9.72292,1.403948,24.9726,13.65047408816
36,9.65617,1.419314,24.3519,13.70513726738
37,9.846219999999999,1.4656369999999999,24.846,14.430984342139997
38,9.962100000000001,1.4953699999999999,25.3465,14.897025477000001
39,9.999889999999999,1.516797,26.0931,15.167803152329999
40,10.10843,1.535942,26.7218,15.52596219106
41,9.83207,1.644919,23.7992,16.17295875233
42,9.75956,1.702194,22.0288,16.61266447464
43,9.909370000000001,1.70579,22.8292,16.9033042523
44,9.74277,1.766985,23.3965,17.215328448450002
45,9.82564,1.790841,23.5249,17.59615896324
46,10.00112,1.812972,23.1976,18.13175052864
47,10.09792,1.8106069999999999,23.2016,18.28336463744
48,9.86245,1.884097,25.0928,18.58181245765
49,9.72972,1.905476,25.2523,18.53974794672
