Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,10.17266,0.061632,14.739,0.62696138112
2,11.3405,0.11556699999999999,16.3488,1.3105875635
3,11.27931,0.143147,19.7581,1.61459938857
4,11.734129999999999,0.173427,21.6464,2.0350149635099997
5,11.83018,0.197903,23.9751,2.34122811254
6,11.88137,0.225791,25.1955,2.68270641367
7,11.9374,0.252077,25.9476,3.0091439798
8,11.980200000000002,0.274746,26.463,3.2915120292
9,12.11763,0.288834,28.2628,3.49998354342
10,12.06706,0.32647299999999996,29.7926,3.9395692793799992
11,12.3163,0.350311,30.1221,4.3145353693
12,12.24036,0.363701,29.9587,4.45183117236
13,12.441540000000002,0.379194,29.7946,4.71775731876
14,12.57454,0.39980099999999996,30.9409,5.02731366654
15,12.795910000000001,0.418825,32.9401,5.35924700575
16,12.70481,0.431507,31.9341,5.48221444867
17,12.56826,0.493863,32.9596,6.20699858838
18,12.692680000000001,0.5142639999999999,34.4526,6.527388387519999
19,12.75,0.518567,32.5061,6.61172925
20,12.90618,0.548688,33.9563,7.08146609184
21,12.8375,0.5637559999999999,33.5478,7.237217649999999
22,12.81814,0.593244,36.6156,7.60428464616
23,12.82943,0.6268619999999999,35.7854,8.04228214866
24,12.8794,0.6409429999999999,37.9415,8.2549612742
25,12.91965,0.656439,37.6185,8.48096212635
26,12.80175,0.664825,33.9097,8.51092344375
27,13.077129999999999,0.685727,35.7855,8.967341123509998
28,12.85293,0.736475,37.615,9.465861621750001
29,13.09281,0.735462,37.9452,9.629264228219999
30,12.996120000000001,0.780345,39.2788,10.141457261400001
31,13.00153,0.817483,37.7791,10.62852974899
32,13.195,0.8217059999999999,34.7868,10.84241067
33,13.0939,0.797968,34.5816,10.4485131952
34,13.0715,0.85963,36.2857,11.236653545000001
35,13.219809999999999,0.8923989999999999,36.9552,11.797345224189998
36,13.1875,0.884308,36.4533,11.66181175
37,13.03725,0.9303579999999999,39.281,12.129309835499999
38,13.245040000000001,0.9803,38.2847,12.984112712
39,13.14376,0.9998039999999999,40.277,13.141183823039999
40,13.36122,0.9938429999999999,41.1132,13.278954968459999
41,13.39525,0.997296,40.9468,13.359029244
42,13.51397,1.037153,42.1123,14.01605452741
43,13.45242,1.049774,42.9423,14.12200075308
44,13.1983,1.084705,38.1211,14.3162620015
45,13.217170000000001,1.059691,43.7748,14.00611609447
46,13.13647,1.1327509999999998,39.7774,14.880349528969997
47,13.31559,1.114701,37.5189,14.84290148859
48,13.58708,1.131842,40.4353,15.37842780136
49,13.58,1.164532,37.7872,15.814344559999999
50,13.476600000000001,1.232723,51.2062,16.6129147818
51,13.581700000000001,1.2042899999999999,39.2816,16.356305493
52,13.248840000000001,1.1309479999999998,38.9854,14.983749100319999
53,13.21373,1.230286,40.1164,16.25666702678
54,13.63271,1.265123,40.453,17.24705497333
55,13.564309999999999,1.2758509999999998,41.7883,17.306038477809995
56,13.533280000000001,1.284109,42.2858,17.378206647520003
57,13.558250000000001,1.284654,42.9487,17.4176600955
58,13.4391,1.3240999999999998,42.9432,17.794712309999998
59,13.599440000000001,1.349133,44.4432,18.34745328552
60,13.571,1.3537949999999999,44.613,18.372351945
61,13.328940000000001,1.3971529999999999,45.4415,18.62256850782
62,13.18923,1.3643239999999999,35.5695,17.994383030519998
