Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,13.45752,0.040725,21.5356,0.548057502
2,14.80076,0.074645,24.8315,1.1048027302
3,14.720540000000002,0.09020399999999999,30.1314,1.32785159016
4,15.01009,0.109374,33.6223,1.64171358366
5,15.1229,0.125217,36.4365,1.8936441693
6,15.40027,0.14338399999999998,38.1137,2.20815231368
7,15.51172,0.159819,39.4285,2.47906757868
8,15.55409,0.17593999999999999,41.0546,2.7365865946
9,15.631540000000001,0.191268,42.0807,2.98981339272
10,15.82436,0.202975,43.2212,3.211949471
11,15.83881,0.21679199999999998,44.7338,3.43372729752
12,15.90664,0.23992999999999998,46.0981,3.8164801351999995
13,15.820540000000001,0.251152,45.0676,3.97336026208
14,16.02132,0.26706199999999997,47.2695,4.278685761839999
15,15.97941,0.29123699999999997,50.1405,4.65379543017
16,16.09406,0.298735,50.1095,4.807859014099999
17,15.8818,0.31001999999999996,48.8842,4.923675636
18,16.080180000000002,0.325382,50.2667,5.232201128760001
19,16.0325,0.348664,52.1595,5.589955579999999
20,16.21771,0.354589,53.2003,5.75062157119
21,16.09441,0.37415299999999996,54.1444,6.021771784729999
22,16.235110000000002,0.39205599999999996,53.8846,6.36507228616
23,16.2528,0.40237799999999996,53.3993,6.5397691583999995
24,16.32258,0.417842,54.5231,6.820259472359999
25,16.17287,0.423718,54.5318,6.852736130659999
26,16.2802,0.443783,55.1957,7.2248759966
27,16.2767,0.451773,56.5131,7.3533735891
28,16.65352,0.46418899999999996,59.1657,7.730380795279999
29,16.45558,0.486805,55.7067,8.010658621900001
30,16.75704,0.488299,61.847,8.182445874959999
31,16.6086,0.519508,53.8895,8.628300568799999
32,16.56925,0.51744,53.4329,8.57359272
33,16.56791,0.5449809999999999,54.1923,9.029196159709999
34,16.77628,0.576338,55.307,9.66880766264
35,16.83433,0.574141,61.8323,9.66527906053
36,16.686400000000003,0.595644,55.6456,9.9391540416
37,16.759700000000002,0.6024039999999999,56.5228,10.096110318800001
38,17.044529999999998,0.634721,58.5289,10.818521126129998
39,16.74958,0.652328,59.1257,10.92622002224
40,16.760900000000003,0.6638799999999999,61.8405,11.127226292000001
41,17.0349,0.664181,60.1221,11.3142569169
42,16.68633,0.684958,58.6065,11.42943522414
43,16.9473,0.699113,57.7132,11.8480777449
44,17.02585,0.7122269999999999,56.8947,12.126270067949998
45,16.86514,0.700375,61.3901,11.811922427499999
46,17.067610000000002,0.7548889999999999,59.422,12.88415104529
47,16.97755,0.7265189999999999,64.8798,12.33451264845
48,16.8687,0.772712,51.211,13.0346469144
49,16.8185,0.777608,52.2049,13.078200147999999
50,17.00412,0.792831,52.1963,13.48139346372
51,16.972,0.790997,52.1907,13.424801084
52,16.99221,0.801607,55.8648,13.62107448147
53,16.81566,0.8490249999999999,54.8622,14.276915731499999
54,17.07385,0.8536349999999999,56.191,14.57483594475
55,17.27742,0.8174089999999999,56.527,14.12271860478
56,17.001,0.815116,57.9782,13.857787116
57,17.072770000000002,0.8905839999999999,57.1974,15.20473579768
58,17.248060000000002,0.916172,60.5092,15.802189626320002
59,17.10344,0.904747,60.5283,15.474286029679998
60,17.035400000000003,0.945322,61.8387,16.103938398800004
61,17.1056,0.966459,62.1714,16.531861070399998
62,17.247799999999998,0.9431489999999999,63.8392,16.267245322199997
63,17.24421,0.986795,64.5042,17.01650020695
64,17.0329,0.9923989999999999,66.4885,16.9034329271
65,16.965799999999998,0.983779,66.4857,16.690597758199996
66,17.02581,1.006124,68.151,17.13007606044
67,17.302950000000003,1.004672,68.8238,17.383789382400003
68,17.23642,1.057321,67.8235,18.22442883082
69,17.241380000000003,0.989463,69.4929,17.059707578940003
70,17.427470000000003,1.065829,69.8198,18.574702922630003
71,17.071150000000003,1.025069,68.825,17.49910665935
72,17.38066,1.057736,72.8045,18.38414978576
73,17.468400000000003,1.066686,72.8121,18.633297722400002
74,17.07038,1.072048,68.159,18.300266738239998
75,17.37159,1.0928799999999999,69.1638,18.9850632792
76,17.4015,1.077491,69.8186,18.749959636499998
77,17.260180000000002,1.1321109999999999,69.8158,19.54043963998
78,17.46221,1.124252,69.8129,19.631924516919998
79,17.3789,1.136907,71.1493,19.7581930623
80,17.24527,1.15078,71.8082,19.8455118106
81,17.330270000000002,1.164294,72.1349,20.17752937938
82,17.47772,1.16459,72.4725,20.354377934800002
83,17.34818,1.201065,73.1273,20.8362918117
84,17.37763,1.228025,73.4722,21.34016408075
85,18.73818,1.247954,73.8092,23.38438668372
86,17.508860000000002,1.264459,64.4013,22.13923560674
87,17.29425,1.245376,76.1315,21.537843888
88,17.304080000000003,1.272893,76.4546,22.026242303440004
89,17.397330000000004,1.2835349999999999,76.1456,22.330081961550004
90,17.425910000000002,1.298856,76.796,22.633747758960002
91,17.29225,1.313775,76.129,22.718125743749997
92,17.42417,1.324594,78.463,23.079951036980002
93,17.43504,1.3217759999999998,78.1323,23.045217431039998
94,17.38222,1.3729639999999999,78.1443,23.865162300079998
95,17.34138,1.3633979999999999,79.1228,23.643202809239998
96,17.45558,1.385533,79.4487,24.18528212414
97,17.5759,1.38957,79.7865,24.422943363
98,17.38493,1.4238549999999999,62.3776,24.75361950515
99,17.36493,1.409984,66.3754,24.48427346112
100,17.399070000000002,1.4464089999999998,65.5995,25.16617143963
101,17.47493,1.4392909999999999,68.3729,25.15150947463
102,17.42775,1.469206,67.1146,25.604954866499998
103,17.38107,1.476214,67.8483,25.65817886898
104,17.42762,1.5154219999999998,64.5399,26.41019875564
105,17.33325,1.512697,64.4273,26.219955275249998
106,17.5635,1.512796,69.3629,26.569992546
107,17.442,1.555753,55.479,27.135443826
108,17.400330000000004,1.592101,58.8806,27.703082793330005
109,17.50507,1.551285,66.8075,27.15535251495
110,17.50548,1.594158,56.7155,27.906500985839997
111,17.56529,1.618507,71.116,28.42954482203
112,17.30489,1.667756,57.4996,28.86033412684
113,17.28506,1.655895,60.1434,28.6222444287
114,17.423180000000002,1.66201,60.8871,28.957499391800003
115,17.540419999999997,1.625661,67.1628,28.514776717619995
116,17.53388,1.689571,60.8823,29.624735165479997
117,17.51837,1.7062819999999999,61.3728,29.89127940034
118,17.41818,1.720416,59.9049,29.966515562879998
119,17.49322,1.7286869999999999,61.6325,30.240302002139998
120,17.46543,1.754732,61.8638,30.647148914760002
121,17.38612,1.740937,62.0915,30.268139594439997
122,17.51418,1.801372,62.3726,31.549553454959998
123,17.42387,1.808228,62.6122,31.50632960236
124,17.413400000000003,1.786708,62.8946,31.112661087200003
