Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,8.689639999999999,0.076184,12.1244,0.6620115337599999
2,9.241,0.144838,13.1557,1.338447958
3,9.612860000000001,0.176504,15.9866,1.69670824144
4,9.820620000000002,0.215033,17.6502,2.1117573804600003
5,9.98635,0.246443,19.4153,2.4610660530499997
6,9.991,0.27513,20.4157,2.7488238299999996
7,10.1105,0.311749,21.0908,3.1519382645
8,10.163870000000001,0.341707,21.6301,3.47306552609
9,10.502360000000001,0.370317,23.308,3.8892024481200007
10,10.385,0.401423,23.3063,4.168777855
11,10.71143,0.428819,23.6549,4.59326470117
12,10.83417,0.45238799999999996,26.2949,4.901248497959999
13,11.00447,0.483294,26.1265,5.31839432418
14,10.97623,0.519566,25.5305,5.702875916179999
15,10.966450000000002,0.54058,25.1071,5.9282435410000005
16,10.870450000000002,0.561485,25.7521,6.103594618250001
17,11.115920000000001,0.591417,26.6566,6.57414405864
18,11.02723,0.6058209999999999,27.8251,6.680527505829999
19,11.128350000000001,0.643497,27.7324,7.161059839950001
20,11.13887,0.6951959999999999,27.6289,7.74369786852
21,11.184690000000002,0.704931,27.8155,7.88443470639
22,11.370379999999999,0.735628,29.0948,8.364369898639998
23,11.26065,0.758429,25.9673,8.54040351885
24,11.61069,0.789577,26.7965,9.16753377813
25,11.521270000000001,0.802612,27.4609,9.247109557240002
26,11.63916,0.8174009999999999,28.3912,9.513861023159999
27,11.50631,0.8629209999999999,29.9584,9.929036531509999
28,11.51693,0.9019499999999999,29.4589,10.3876950135
29,11.22353,0.9487209999999999,30.287,10.647998605129999
30,11.45227,0.9424269999999999,31.621,10.79292845929
31,11.71657,1.004861,32.7878,11.77352424677
32,11.79744,1.018859,33.9513,12.019927920959999
33,11.9427,0.9869939999999999,35.122,11.7873732438
34,11.704,1.036999,28.1512,12.137036296000002
35,11.928930000000001,1.04134,35.7891,12.4220719662
36,11.581290000000001,1.12158,28.9651,12.989343238200002
