Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,16.026229999999998,0.033812,24.5339,0.54187888876
2,18.29636,0.059222,29.9633,1.08354703192
3,18.202540000000003,0.07134499999999999,36.4482,1.2986602163
4,18.16381,0.086545,40.777,1.57198693645
5,18.25863,0.10364699999999999,43.5972,1.8924522236099999
6,18.59518,0.11687199999999999,45.2454,2.17325587696
7,18.88609,0.13125499999999998,47.2579,2.4788937429499995
8,18.72628,0.139646,49.1517,2.6150500968799997
9,18.809,0.156308,50.8008,2.939997172
10,18.8564,0.168369,51.836,3.1748332115999998
11,19.32045,0.182384,52.8434,3.5237409528
12,18.94366,0.187474,55.0866,3.5514437148400004
13,19.2208,0.209005,59.1708,4.017243304
14,19.27937,0.224545,58.8161,4.32908613665
15,19.402849999999997,0.232707,58.1886,4.515179014949999
16,19.483,0.24309399999999998,56.5287,4.736200402
17,19.809450000000002,0.25906399999999996,58.8357,5.131915354799999
18,19.76781,0.27208099999999996,58.8312,5.378445512609999
19,19.774150000000002,0.291189,60.8251,5.75801496435
20,19.772000000000002,0.293575,64.4983,5.8045649
21,19.78788,0.309784,64.4593,6.12996861792
22,20.04891,0.320384,63.8301,6.4233499814399995
23,19.67733,0.314451,61.0238,6.18755609583
24,20.08066,0.34349599999999997,63.8445,6.89762638736
25,19.8425,0.36188699999999996,62.4969,7.1807427975
26,20.15073,0.355329,67.4951,7.16013874017
27,20.0755,0.37504499999999996,60.1317,7.529215897499999
28,20.380599999999998,0.395572,68.1121,8.061994703199998
29,20.44276,0.388198,62.1897,7.935838546479999
30,20.58116,0.396428,65.7115,8.15894809648
31,20.16312,0.431291,65.8227,8.696172187919998
32,20.052,0.44704,67.4315,8.96404608
33,20.221,0.44758,68.1742,9.05051518
34,20.568,0.46503999999999995,70.1618,9.56494272
35,20.324099999999998,0.484525,73.4672,9.847534552499999
36,20.528,0.498764,72.4672,10.238627392
37,20.26491,0.5047039999999999,64.8317,10.227781136639999
38,20.68237,0.513664,76.139,10.62378890368
39,20.212,0.5414249999999999,64.5042,10.9432821
