Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,4.16632,1653,9938,252,428,226020,138,5,238213,241346,242061,242857
2,4.24965,1979,9101,219940,1523,228255,135,8,460917,463184,463834,465047
3,5.09949,2310,11787,262075,2712,306982,178,9,583948,586721,588323,812851
4,5.29947,2634,3593,342695,3876,359072,185,9,706228,720245,723372,1071052
5,5.39892,2341,21948,394620,5148,447308,216,9,845601,1081788,1211139,1213444
6,5.77649,2703,10346,456937,6130,524130,264,7,986857,1339067,1342598,1479255
7,5.62359,2391,29828,561788,6767,554298,315,8,1125330,1480161,1481845,1595007
8,5.99925,2412,19456,613196,7983,624265,299,8,1268372,1273248,1274182,1280049
9,5.61938,2381,18035,661292,7561,696247,277,11,1386211,1392350,1393029,1393949
10,6.42765,2212,22276,731127,8045,744417,393,6,1508145,1513588,1514036,1515867
11,5.71347,2264,14944,888326,7511,744501,359,7,1510952,2250001,2260010,2266966
12,5.71265,2231,15382,1038338,7295,743791,291,6,1512387,2259852,2262750,2266123
13,5.71265,2259,18957,1190745,9130,744382,287,6,2262003,2271866,2275144,2277540
