Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,2.77732,2063,10960,264,533,339369,173,7,353175,355468,356394,357308
2,2.83286,2188,9538,332814,1848,341483,157,9,687749,690704,691515,694205
3,3.33267,2429,15078,405255,3092,459636,184,10,879488,882951,888089,1227176
4,3.57092,2869,11678,521162,4112,529638,192,14,1069231,1073532,1073904,1076416
5,3.61455,3079,11416,611340,5037,650402,240,9,1280745,1286805,1288707,1292616
8,3.69146,2752,16966,871841,7905,1013456,283,8,1912670,1918053,1918832,1922920
6,3.69174,3232,11157,734141,6118,740091,222,8,1494106,1501310,1502244,1508924
7,3.76865,2819,13514,834694,6317,855963,335,8,1713427,1717973,1719980,1721176
9,3.76865,2287,16377,1037560,7910,1066401,374,6,2130924,2138108,2140178,2143167
10,3.99855,2318,19121,1089179,8447,1170585,329,15,2290060,2295308,2295734,2300130
12,3.99867,2522,21379,1303015,9370,1311964,392,15,2648465,2655876,2661043,2664800
13,3.999,2573,19177,1523830,10050,1311614,308,6,2649920,3961778,3966375,3970644
11,4.08265,2452,18711,1217090,8728,1240450,281,6,2488464,2494247,2497933,2502812
