Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,3.24959,1794,10217,255,444,290219,147,7,302999,304850,305112,305502
2,3.33267,2284,9935,284111,1752,292947,154,9,591178,593404,593876,594620
4,3.91601,2397,13444,452253,4161,481480,206,9,912965,1222601,1379731,1384707
3,3.92217,2745,10281,341977,3337,395743,191,11,751104,754326,756852,1050147
13,4.19916,2729,22020,1283179,10600,1105727,377,7,2240278,3353138,3354345,3354869
5,4.24894,2868,14070,518864,5271,603668,239,10,1110864,1565220,1569010,1570398
7,4.45374,2708,14960,699642,6011,722752,265,7,1445393,1450459,1452244,1458309
11,4.45374,2316,19369,1021386,9513,1043930,364,6,2095741,2108081,2109238,2116732
6,4.63552,3088,12993,616965,5563,625397,229,14,1264312,1269103,1269358,1269848
8,4.79856,2663,16305,733544,7841,853459,290,7,1613773,1619293,1622346,1624041
12,4.79904,2253,19030,1097464,8087,1105184,334,5,2231593,2238041,2241308,2241911
9,4.9082,2101,17826,792911,7634,928891,326,7,1750264,1755980,1756453,1760328
10,5.10998,2210,18934,917703,7773,985760,325,6,1932288,1938092,1939320,1945921
