Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,5.39892,1500,9716,259,421,172980,122,5,185046,187345,187833,188058
2,5.44323,1989,9099,167753,1479,176287,125,7,356365,359853,360125,361276
3,6.5,2074,10325,209004,2532,228056,184,8,441650,446298,617598,621932
5,6.999,2433,15519,271494,4889,352368,233,20,636509,809824,897985,992409
4,7.14184,2463,6355,246628,3638,272133,187,8,527146,538997,539828,803621
6,7.57035,2271,13142,348997,5588,358025,256,7,723093,905305,979589,982835
7,7.66539,2283,5902,386025,5530,449128,322,7,812166,1084409,1088389,1181501
8,7.66539,2047,33205,445661,6128,438368,257,6,902859,1171762,1248980,1252545
9,7.83203,2054,7990,497070,6264,508228,341,7,1006590,1160969,1163252,1357932
13,7.99867,2226,20498,710841,9924,615736,317,6,1257674,1872747,1874606,1879711
10,8.33194,2060,17935,528401,8149,536820,283,6,1093663,1098936,1102390,1102939
11,8.33194,2327,20460,562234,7752,580264,340,6,1173117,1178783,1179747,1184727
12,8.9985,1999,21618,604425,9481,615311,333,6,1252883,1260712,1261517,1264274
