Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,4.81774,1724,10128,258,466,194134,147,6,206812,208491,209610,210368
2,4.9995,1988,9390,188403,1634,196875,137,8,398413,400153,400607,400742
3,5.77649,2379,11157,233506,2645,254927,172,9,496777,499605,692894,698694
4,6.24922,2460,11782,299140,3706,299050,184,9,599177,797161,800455,904720
6,6.42765,2577,18363,420873,5307,407493,219,31,818982,1118392,1120695,1123842
5,6.62417,2998,17871,344764,4731,375234,215,10,718849,917569,1014154,1021586
13,6.85518,2324,22147,810059,10842,700872,360,6,1430357,2131237,2133133,2140169
7,6.85616,2240,10214,419897,6843,496704,261,8,927082,1115970,1126769,1329783
9,6.999,2760,16563,549692,7818,569676,344,7,1147397,1151303,1152779,1154198
11,7.1347,2728,19752,644627,9729,662256,323,11,1339280,1343447,1346589,1351493
8,7.42751,2847,14695,505182,6613,512940,287,8,1042979,1046182,1046562,1050368
10,7.49875,2187,17755,604946,7876,614598,307,7,1248034,1255551,1256740,1259099
12,7.71318,2714,21310,690515,8067,701841,333,6,1424253,1434443,1435656,1436425
