Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,4.41593,1732,10206,251,440,211659,136,6,224471,227091,227275,227986
2,4.54504,2109,9261,205566,1542,214175,141,8,432768,433996,434615,434929
3,5.39946,2280,11783,252929,2681,280473,166,13,542181,548121,755806,759491
6,5.74928,2208,383,415586,5404,497442,225,7,901320,1347586,1351465,1352602
4,5.77649,2741,13517,316132,3723,331640,219,9,653500,666114,870439,881581
7,5.9985,2295,0,525138,5948,502491,264,7,1017707,1338809,1349826,1459185
13,5.99914,2080,21742,896146,9444,775015,401,5,1576967,2351786,2357082,2357600
5,6.12347,3057,19203,367515,5388,383927,233,10,775662,780789,783274,1104325
9,6.42674,2242,19423,599199,7309,633561,259,6,1261689,1267484,1268607,1268932
8,6.49919,2580,16465,556351,6940,565512,240,7,1147963,1151962,1153093,1153918
10,6.56955,2255,20059,637925,7952,691507,286,6,1360275,1364561,1364787,1368726
12,6.85616,2487,23626,763194,9660,775999,409,6,1574450,1582043,1584059,1587732
11,6.998,2462,21136,711087,8580,731259,386,6,1475748,1480566,1482333,1487301
