Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,20.7555,560,9073,288,324,37859,78,1,47667,50187,52380,54731
2,25.7827,705,9545,28556,286,37985,66,1,76496,78934,80447,90687
3,30.4519,641,9903,36989,476,50028,71,1,96230,101638,109895,138697
4,33.9504,681,10699,47589,526,57722,80,1,115239,119416,154899,168625
5,36.2797,745,13449,55813,750,67834,89,1,132867,187508,191036,204161
6,36.0929,1269,17834,66651,3065,74990,114,1,155542,211727,221299,244488
7,37.6063,1291,15347,77150,3341,86737,116,2,173542,234579,256656,364431
8,39.5916,662,20373,84425,2029,92219,115,1,192354,248585,256179,267623
9,41.5508,844,26724,92509,2550,96936,124,2,214948,276877,287059,320860
10,40.0874,2331,30005,87808,5596,116850,151,1,245864,319229,330831,356518
11,42.3619,2156,23300,103919,3614,122684,129,1,234423,321482,357787,388988
12,45.1067,712,24303,102395,1568,139860,125,1,236577,386722,391548,400969
13,40.8724,3340,27347,128728,4058,140308,174,1,277688,415613,428539,451455
14,43.8962,3465,29883,134516,3008,135410,130,5,307776,402937,419953,492755
15,43.0085,1297,29036,172506,6254,138046,184,1,347869,441978,458521,471739
16,42.5935,1177,30272,184992,5730,145503,184,1,376172,426948,472077,502187
17,42.9129,1367,31122,206883,8073,144703,197,26,406772,479900,486247,507404
18,44.763,1097,31829,218012,6678,143870,178,1,420888,470798,486595,500198
