Request ID,Image ID,Arrival Time,Queue Exit Time,Completion Time,Latency,Requested Latency
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_0,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_1,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_2,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_3,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_4,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_5,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_6,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_7,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_8,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_9,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_10,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_11,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_12,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_13,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_14,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
eb83298f-e620-4fbb-b045-8ce4894d3bad,eb83298f-e620-4fbb-b045-8ce4894d3bad_15,1737723066.6797283,1737723076.9395308,1737723084.6484873,17.968759059906006,79.0
