Request ID,Image ID,Device,Arrival Time,Queue Exit Time,Completion Time,Latency,Requested Latency,Timed Out
db197dd7-a70b-4a9d-ac17-a43122b49a5d,db197dd7-a70b-4a9d-ac17-a43122b49a5d_0,xavier-nx-00,1758995775.4948432,1758995782.601003,1758995783.0634048,7.56856,12.01161,False
db197dd7-a70b-4a9d-ac17-a43122b49a5d,db197dd7-a70b-4a9d-ac17-a43122b49a5d_1,xavier-nx-00,1758995775.4948432,1758995782.601003,1758995783.0634048,7.56856,12.01161,False
db197dd7-a70b-4a9d-ac17-a43122b49a5d,db197dd7-a70b-4a9d-ac17-a43122b49a5d_2,xavier-nx-00,1758995775.4948432,1758995782.601003,1758995783.0634048,7.56856,12.01161,False
32b0cb55-c6c1-4aa9-9b76-88ac4df4c98e,32b0cb55-c6c1-4aa9-9b76-88ac4df4c98e_0,agx-xavier-00,1758995776.4948487,1758995786.6261828,1758995788.5072331,12.01238,14.008502,False
32b0cb55-c6c1-4aa9-9b76-88ac4df4c98e,32b0cb55-c6c1-4aa9-9b76-88ac4df4c98e_1,agx-xavier-00,1758995776.4948487,1758995786.6261828,1758995788.5072331,12.01238,14.008502,False
32b0cb55-c6c1-4aa9-9b76-88ac4df4c98e,32b0cb55-c6c1-4aa9-9b76-88ac4df4c98e_2,agx-xavier-00,1758995776.4948487,1758995786.6261828,1758995788.5072331,12.01238,14.008502,False
32b0cb55-c6c1-4aa9-9b76-88ac4df4c98e,32b0cb55-c6c1-4aa9-9b76-88ac4df4c98e_3,agx-xavier-00,1758995776.4948487,1758995786.6261828,1758995788.5072331,12.01238,14.008502,False
6f361347-035a-4e62-b366-a4711691912c,6f361347-035a-4e62-b366-a4711691912c_0,agx-xavier-00,1758995777.5118377,1758995786.6261828,1758995788.5145166,11.00268,20.008502,False
6f361347-035a-4e62-b366-a4711691912c,6f361347-035a-4e62-b366-a4711691912c_1,agx-xavier-00,1758995777.5118377,1758995786.6261828,1758995788.5145166,11.00268,20.008502,False
6f361347-035a-4e62-b366-a4711691912c,6f361347-035a-4e62-b366-a4711691912c_2,agx-xavier-00,1758995777.5118377,1758995786.6261828,1758995788.5145166,11.00268,20.008502,False
