Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,20.8644,505,8612,261,301,38241,67,1,47943,48356,48636,51954
2,25.7923,683,8878,29297,269,38082,65,1,76769,78083,78951,86002
3,30.2826,654,9000,38053,424,51262,86,1,98124,102090,104482,138316
4,32.7867,744,9801,49095,707,59882,86,1,118563,123193,157948,176457
5,34.5865,708,11069,60730,1042,68891,87,1,137950,194008,197470,214922
6,35.7793,1031,14434,68099,2384,78610,126,2,158060,215966,218990,258120
7,38.2679,1013,16882,76756,1150,85548,107,2,174646,234825,246677,254957
8,38.2773,1147,16373,89455,1716,93696,116,1,192971,261178,272119,287564
9,40.2435,1072,20975,97870,1272,98488,122,1,210479,284967,292083,318688
10,41.4436,687,23108,101728,3075,112523,125,1,229121,297014,306516,315993
11,42.3984,1585,18287,100437,1878,132300,127,2,231500,324146,337102,395455
12,42.7562,1920,23803,103831,2473,142764,157,2,249207,395537,401078,418624
13,42.6794,1897,22899,127281,2448,141272,163,2,275008,412357,415584,437275
14,42.8443,2108,26392,144785,3469,139953,148,2,324822,416212,417981,442995
15,44.0969,926,25958,170236,3468,141847,160,3,345757,433930,442361,467876
16,43.925,891,24828,189518,4898,143458,163,2,368785,452268,460375,482492
17,43.585,3124,27077,194383,3365,145254,159,2,381323,466345,473715,519890
18,45.0926,743,19948,223920,3107,149883,142,2,406396,486006,492306,495646
