Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,7.99587,576,10227,280,351,113398,80,2,124620,125386,126802,130174
2,8.77243,698,10501,102047,283,112895,83,1,226515,229070,230511,232302
3,10.1934,650,12646,126008,400,153629,95,1,290521,295099,300889,404460
4,11.1259,923,11603,163423,995,179323,116,2,354131,365122,471489,519381
5,12.0627,589,14076,194333,560,207570,99,1,404737,573599,580739,584847
6,12.4482,954,14845,226036,2073,229188,111,1,461811,639361,644335,689281
7,12.8342,1254,17643,262173,3291,252603,150,1,514361,689986,700264,738046
8,13.3155,1402,24486,290663,2862,269671,146,1,569750,744854,780709,797518
9,13.4517,819,23559,328327,2778,318669,158,1,624553,855945,918946,1087267
10,14.2384,702,21694,363104,2917,318455,143,3,675064,881375,947889,956328
11,14.8228,793,24920,283903,2708,432312,148,1,677347,872332,1169273,1183819
12,14.5716,2447,27278,343568,3612,425064,176,1,715363,1176574,1179732,1218238
13,14.1539,3242,33527,405040,4295,423919,169,1,801567,1187840,1223742,1235313
14,14.9862,920,31082,475210,4533,419058,179,1,950279,1240783,1252922,1283050
15,14.6539,1031,29206,538181,6243,419989,194,1,1014272,1278214,1299515,1321511
16,14.9682,4054,36411,542703,5852,434333,189,1,1068084,1279115,1316814,1399300
17,15.8951,856,35351,635685,4135,426936,200,1,1124069,1324946,1335108,1365178
18,15.1551,875,28160,675899,3632,445343,175,1,1167052,1421148,1427768,1502117
