Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,5.42634,561,10634,274,446,171576,91,2,179287,181629,183698,184903
2,5.96015,676,10732,155663,293,167012,85,1,334526,337307,340251,343410
3,6.99638,634,10947,190496,386,229657,88,1,430696,432677,433603,597756
4,7.3592,920,15500,253819,1111,265149,125,1,526534,692577,712833,775964
5,7.99598,1066,19103,291447,2336,301039,166,1,601130,844761,862944,881651
6,8.43867,1211,16152,341017,2688,342260,118,1,683480,943609,947740,1024077
7,8.71707,1280,22154,388280,2783,374245,127,2,757634,1020000,1021697,1103548
8,9.21693,727,29872,414980,2149,435208,150,1,843063,1106700,1118596,1175297
9,9.32811,1083,24875,490544,3765,438229,179,2,931205,1186107,1257505,1337480
10,9.20125,1858,27924,537610,8462,477230,204,1,1012009,1285377,1388747,1430576
11,10.1051,719,38624,430066,3520,633414,181,1,1001574,1286463,1730604,1737167
12,9.8658,2656,28470,521811,3876,628371,179,1,1021127,1737412,1747376,1760836
13,10.3923,680,25208,617643,3257,635876,158,1,1077676,1761966,1806561,1827745
14,9.87284,3401,24546,685982,4257,624074,157,1,1405968,1809207,1824182,1889925
15,9.63596,4626,25572,788495,12621,633879,247,3,1517758,1858917,1969933,1996613
16,10.3659,768,25460,874492,3440,633156,151,1,1570360,1964526,1971569,1983203
17,10.1255,1035,26530,931983,5599,663691,191,2,1652702,1756783,2116660,2141612
18,10.3679,930,24841,1052547,7416,662824,224,1,1809295,1967230,2113590,2121284
