Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,12.3754,564,9174,295,382,70313,79,1,80238,80693,81305,88784
2,14.1563,701,9485,60127,307,69635,77,1,140119,141123,143749,151153
3,16.0773,727,13608,72845,564,97682,81,2,179419,181173,189308,463369
4,18.2049,643,13106,95026,485,110533,102,1,217883,228689,288556,320504
5,19.6478,642,13072,118230,574,126306,95,1,251036,326475,359773,362524
6,19.9544,1049,19440,130311,2616,142685,115,1,285258,395066,395844,424969
7,20.3056,1480,17489,150504,3228,160569,164,1,324104,437284,458088,507601
8,21.6321,1390,25228,160713,1959,175216,133,1,351707,459734,466434,506609
9,22.3132,652,21571,176722,1374,197477,125,1,380163,493049,514942,537390
10,22.5337,761,17680,225962,1600,189644,137,1,417956,536474,557307,569656
11,23.0463,1730,29116,213826,6354,216481,177,2,439637,590940,596704,744355
12,23.53,2357,24413,203301,3813,263031,194,2,430869,723657,731963,754375
13,23.414,1027,22310,252132,4234,260590,172,3,472073,747228,753483,797722
14,23.6445,758,18611,296506,2868,259602,173,1,596085,761333,789670,800779
15,23.7422,2656,26350,309493,3730,258829,174,1,626066,783704,791175,816643
16,24.0825,711,22766,351814,3119,265333,146,1,660058,763012,823148,859742
17,24.96,732,21236,380059,2400,270242,144,2,688505,760215,854183,903543
18,25.9651,677,29064,401766,1866,273005,172,2,717318,872164,875361,883219
