Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,18.8648,542,8788,288,333,42912,74,2,52759,53716,55666,60120
2,23.0912,639,9027,33628,249,42583,67,2,85978,87563,89250,90700
3,27.2929,629,11135,40808,384,57492,75,2,109570,111562,113205,152981
4,28.9664,818,11097,55968,797,67440,90,3,133116,174236,176892,206838
5,31.625,595,11980,68693,554,76269,97,2,154046,216914,220935,222937
6,31.8943,1198,12218,82470,2364,86849,140,2,176534,243028,252839,286019
7,33.0854,1231,16060,89045,2026,95837,115,2,195372,264845,280717,305709
8,35.6184,627,19429,97136,1550,105952,115,2,215944,283313,300532,320112
9,35.5913,1583,21195,115601,1362,107412,133,2,238180,304040,308879,323137
10,37.2767,760,23502,113423,5370,130561,131,2,258601,340915,365157,413891
11,39.3023,822,17725,110659,2407,153229,150,1,260809,364767,440552,448110
12,38.4465,854,20760,137343,4973,151859,175,1,280416,439945,457882,470121
13,38.9071,2218,22476,140609,1467,157287,127,1,279725,456264,460148,462616
14,38.9458,663,22171,170598,1673,156724,139,1,362431,462617,468139,477859
15,40.2808,648,22397,190903,1855,157865,140,1,384744,479868,481672,486084
16,41.2784,642,24804,208948,1733,159016,148,1,405851,483903,486532,492457
17,37.8164,2497,24555,224790,5096,167310,175,8,431032,519988,546763,576407
18,38.9463,933,26555,256146,5516,175345,199,1,464900,568100,672599,775749
