Throughput,Energy,Latency,Batch Size,Frequency,Directory,GPU Max Frequency (MHz),GPU Min Frequency (MHz),GPU Architecture,GPU Number of Cores,Memory Speed (GB/s),DRAM,Shared Memory,Memory Size (GB),Tensor Cores
29.631,0.59740791174,0.027193,1,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.7878,1.2291397010999998,0.0458789999999999,2,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
45.6143,1.5367561559999998,0.0581179999999999,3,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
50.2283,1.8294162212,0.070253,4,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
53.1828,2.0813888862,0.078723,5,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
56.8208,2.4226974448000003,0.090491,6,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
59.7129,2.7075580485,0.1007069999999999,7,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
61.1652,3.14110475978,0.113983,8,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
65.1817,3.41908766067,0.1243769999999999,9,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
65.1861,3.648537403,0.132986,10,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
66.6151,3.986890716360001,0.144321,11,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
68.7998,4.27088258406,0.150561,12,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
72.4862,4.58051909933,0.159569,13,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
71.1657,4.89563993,0.1749379999999999,14,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
69.3405,5.101761812,0.181496,15,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
73.8177,5.515569470249999,0.1942289999999999,16,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
75.4826,5.63782012941,0.1957829999999999,17,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
77.1423,6.1548715815,0.2149309999999999,18,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
77.8045,6.41390148657,0.223911,19,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
79.4901,6.7130057575,0.2331349999999999,20,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
78.79,7.0523462448,0.243424,21,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
80.1259,7.31387134267,0.253291,22,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
86.1103,7.356927619879999,0.251918,23,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
79.799,7.937736550539999,0.271769,24,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.1151,8.05167866646,0.275117,25,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
83.4386,8.266575268799999,0.2859899999999999,26,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.109,8.764279399999998,0.2948949999999999,27,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.7619,8.880241279,0.301654,28,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
84.7666,9.5975111169,0.3215989999999999,29,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.0936,9.715953645,0.321534,30,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.0408,9.9861094153,0.33779,31,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
83.1247,10.18447946358,0.348609,32,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.1102,10.3857390463,0.3470229999999999,33,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.4092,10.82008414125,0.3642849999999999,34,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.1198,11.37452560152,0.374424,35,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
81.5723,10.87690180122,0.370734,36,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
79.1254,11.65700962392,0.383246,37,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.1294,11.899427432,0.392096,38,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
88.1037,11.42037568136,0.374996,39,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.78,12.915621132799998,0.4322959999999999,40,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.4606,13.3774215905,0.441146,41,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
88.0975,13.54979258592,0.445024,42,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.4341,13.45429175384,0.440104,43,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.7624,13.6043138445,0.454458,44,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
94.1031,14.142962201279998,0.4705439999999999,45,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
96.4129,14.5003485304,0.482021,46,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
96.7541,13.9260861269,0.4637449999999999,47,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
96.0978,14.60722580625,0.4831749999999999,48,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
90.4198,15.5812357974,0.508844,49,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
98.4253,15.251198051699998,0.4918019999999999,50,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.7845,16.33637758564,0.527701,51,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.1076,16.6859814645,0.541867,52,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.7727,16.224492555799998,0.5313129999999999,53,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.4482,17.2153666113,0.56199,54,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.4381,17.449365697999998,0.55673,55,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
96.109,18.4510477379,0.590858,56,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.1191,17.51669726352,0.562354,57,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
91.7543,17.839567032,0.576032,58,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
91.4395,18.55955663425,0.601621,59,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.0386,19.13277135666,0.619818,60,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.7401,19.187759643,0.625151,61,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.4036,19.69683745944,0.640851,62,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.7767,19.949071771750003,0.645293,63,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.7954,19.927846211,0.638447,64,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
90.0971,20.80659951306,0.661338,65,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
99.0773,21.14622924394,0.680473,66,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.1236,20.620258168,0.659168,67,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
94.1016,21.328016466060003,0.682326,68,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
91.7758,21.61884769202,0.6843739999999999,69,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.1191,21.06990795518,0.676283,70,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
76.1397,20.00538052676,0.659261,71,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
98.7598,22.31555319444,0.716507,72,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
74.8193,23.78039358462,0.764909,73,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
76.7747,21.939883668,0.7073999999999999,74,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
76.4664,23.89935087485,0.768311,75,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
77.802,23.1139662305,0.743695,76,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
80.7878,24.28139156186,0.781546,77,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
79.4484,22.299200715,0.72237,78,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.1144,23.56773196689,0.752497,79,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
97.0718,22.52431098008,0.723256,80,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.7988,23.0165528775,0.7361249999999999,81,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
83.7788,23.43941726239,0.758473,82,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.4398,24.046901042500004,0.777875,83,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
86.0876,25.17040534814,0.8080539999999999,84,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
86.1044,23.62336179723,0.753363,85,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
92.5369,25.923906459,0.828531,86,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.793,25.4140806082,0.808102,87,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
90.4016,27.111603672,0.86615,88,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
92.3597,25.8962513438,0.83443,89,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
91.3,25.571618609,0.8120809999999999,90,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
77.1373,26.94385548962,0.872474,91,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.7706,27.58703159389,0.886807,92,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
94.0716,27.85933525048,0.892436,93,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.7382,29.07466115036,0.934346,94,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
98.7338,27.437391750949995,0.875647,95,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
98.7408,27.944420768,0.890744,96,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
99.5663,27.830195849429995,0.8814909999999999,97,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
97.1697,28.03696963764,0.904062,98,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
100.4,29.490135568,0.93712,99,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.109,29.5810207182,0.964566,100,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
83.4444,29.6465663862,0.940689,101,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
104.071,29.44728386604,0.943389,102,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
105.412,30.35785969615,0.971215,103,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.7903,30.913318213400004,0.987586,104,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
83.6548,30.940522017800003,0.992092,105,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
84.0935,31.4603901867,0.99681,106,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
86.4229,32.13174116819,1.044829,107,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.7792,32.33997465132,1.037771,108,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.4457,32.36754815136,1.046778,109,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
86.4522,32.3741002432,1.039604,110,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.7444,33.59279008093,1.073297,111,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
86.4462,33.283980215339994,1.060231,112,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.1178,34.18985160063,1.085733,113,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.3928,34.4232808278,1.10949,114,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
90.0894,34.245538312,1.08026,115,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
88.755,34.123687785070004,1.081639,116,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
90.7478,34.73686920734001,1.100122,117,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.3788,36.20531938356,1.152717,118,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
92.0917,35.1365245,1.120625,119,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
92.0496,35.750025234,1.15434,120,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
92.4519,36.33144064,1.17289,121,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.7151,36.04590522891,1.147647,122,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.7444,36.182584032,1.166879,123,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
94.0472,37.05368061528,1.198008,124,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.0899,35.1138686507,1.150177,125,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
97.4245,37.5345877626,1.202442,126,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.3118,37.3583878561,1.198454,127,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.0773,37.41705632063,1.208219,128,1377000000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
28.9636,0.5778127095000001,0.027705,1,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
36.9543,1.2056843393,0.047077,2,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.7792,1.488696576,0.059188,3,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
50.0676,1.72391255672,0.0688759999999999,4,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.883,2.1222457584,0.084164,5,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
54.5173,2.4810327072,0.096368,6,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
60.493,2.7561235825400003,0.104534,7,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
57.7784,2.9722257012,0.115437,8,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
63.4946,3.2661402775,0.123875,9,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
61.4896,3.56131822329,0.135063,10,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
66.4894,3.8995327575,0.147062,11,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
69.8328,4.08830228406,0.153079,12,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
70.175,4.4518298715,0.166394,13,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
66.6638,4.77562859,0.178235,14,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
69.1481,5.043822138,0.187548,15,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
70.3583,5.31956187396,0.198006,16,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
73.812,5.7039805356,0.209005,17,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
72.471,5.96293231465,0.2150109999999999,18,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
72.3158,6.081396039,0.222774,19,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
75.7971,6.608613525,0.24051,20,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
77.4761,6.698767371809999,0.2420129999999999,21,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
75.1108,6.769999010599999,0.250285,22,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
75.8627,7.246130679059999,0.2620409999999999,23,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
84.4297,7.5293107947,0.268263,24,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
76.406,8.01874571836,0.284066,25,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
81.7794,8.23079491101,0.293811,26,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.1266,8.587306346959998,0.301928,27,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
86.4504,9.07446670052,0.316903,28,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.0947,9.19242705568,0.3270079999999999,29,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
83.7772,9.288591298499998,0.32757,30,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
84.4112,9.7252331892,0.3411599999999999,31,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.7778,10.0911192502,0.349385,32,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
80.7856,10.5409247515,0.372359,33,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
81.0986,9.89216089392,0.3472619999999999,34,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
78.8006,11.0316415665,0.3852569999999999,35,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.1275,11.275651345,0.384125,36,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
79.8089,11.64181140645,0.396985,37,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
79.473,12.0755315231,0.414299,38,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
83.4582,11.84189194656,0.4084379999999999,39,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.7947,12.56880517222,0.4288789999999999,40,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.1028,12.737698764,0.4420969999999999,41,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.1622,12.218613124,0.4261959999999999,42,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
90.1051,13.53132587875,0.462827,43,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
91.1072,13.30351333025,0.459983,44,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
94.4349,13.48087520352,0.460347,45,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
96.4178,13.524361045,0.4777659999999999,46,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
97.0841,13.826484342,0.475431,47,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
98.7164,14.36870131284,0.490849,48,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
84.4591,15.122092381500002,0.511201,49,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.1195,15.090116752330005,0.516143,50,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.4389,15.7220236788,0.538372,51,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
88.1121,16.04769630178,0.550759,52,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
91.4298,16.900435631519997,0.568456,53,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
84.4664,16.852748266229998,0.5729609999999999,54,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.4448,16.92083196881,0.5680069999999999,55,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.1174,17.2386987198,0.5810449999999999,56,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.1177,17.4385434825,0.596575,57,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
90.0819,16.977453154550002,0.573037,58,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.7485,18.6265359238,0.636313,59,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
92.1078,18.30345128076,0.613348,60,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
92.7653,18.37478523498,0.618078,61,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
96.4275,18.46242321764,0.613051,62,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
96.0719,19.07767312612,0.6397579999999999,63,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
88.7852,19.93393712064,0.663088,64,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
97.0687,19.686446486,0.664342,65,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
90.1255,20.16608088,0.6758069999999999,66,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
92.0836,21.23002287296,0.7108479999999999,67,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.0797,21.22477327348,0.707878,68,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
95.4223,21.468913984,0.7152489999999999,69,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
73.1387,20.01793027276,0.6902229999999999,70,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
87.4556,19.90935036792,0.682518,71,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
98.7495,21.95994580026,0.726746,72,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
75.8003,22.28362782472,0.753292,73,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
76.1386,23.263212789600004,0.783764,74,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
76.4726,23.02829837,0.7820119999999999,75,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
78.4571,21.259792229,0.728468,76,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
77.8031,21.5135651907,0.7371099999999999,77,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
79.8029,22.04515624692,0.7547159999999999,78,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.3829,23.78426973633,0.793659,79,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
80.7697,23.1445021184,0.7814019999999999,80,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
94.7202,22.79582997524,0.7714209999999999,81,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
96.7373,22.8869293734,0.781635,82,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.4485,23.88747975936,0.799944,83,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
85.4324,23.4360966433,0.79277,84,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.4287,23.7003009152,0.794864,85,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
88.1016,26.17453178532,0.8703719999999999,86,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
89.9908,25.66824542541,0.8517929999999999,87,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
91.7439,25.258366954,0.85214,88,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
91.7384,26.5243140573,0.8996339999999999,89,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
76.7751,26.02951573213,0.8795029999999999,90,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
93.0253,26.071395230110003,0.8800669999999999,91,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
94.7786,25.66275754882,0.8642829999999999,92,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
77.1267,26.6475964448,0.902354,93,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
79.7695,26.75863926138,0.909574,94,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
97.0995,26.990505612,0.92115,95,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
99.0657,28.254864607679995,0.941972,96,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
81.7422,27.7539395991,0.947442,97,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
98.045,27.96210876087,0.934949,98,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
82.102,28.159932483540004,0.968202,99,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
81.4236,28.78016697059,0.977551,100,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
103.571,28.80835916928,0.968896,101,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
104.077,29.13560567736,0.964236,102,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
103.073,29.49089184032,0.980576,103,1338750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
