Throughput,Energy,Latency,Batch Size,Frequency,Directory,GPU Max Frequency (MHz),GPU Min Frequency (MHz),GPU Architecture,GPU Number of Cores,Memory Speed (GB/s),DRAM,Shared Memory,Memory Size (GB),Tensor Cores
48.2122,13.24720042919,0.923377,45,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.2678,13.87547739065,0.951455,46,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
48.9277,13.76630409294,0.954359,47,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
49.1239,14.46373756,0.978602,48,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
51.2038,14.64234581639,1.008031,49,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
51.2079,15.0870269336,1.039865,50,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
50.8723,14.9412995599,1.016491,51,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.8545,15.0150992236,1.01626,52,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.8731,15.30603235784,1.036921,53,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
55.2013,15.781158264559998,1.0866829999999998,54,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
54.8653,15.69693786633,1.064337,55,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
55.8657,15.939579219,1.084362,56,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
56.8528,15.9553172152,1.094896,57,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
57.8627,16.440546694000002,1.112878,58,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
59.8536,17.272464596,1.182256,59,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
59.5224,17.724509238339998,1.211774,60,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.2568,18.21666928638,1.243614,61,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.1053,18.25683376253,1.226899,62,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.5668,17.96238158,1.235377,63,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
48.4406,18.681746122,1.2686,64,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
49.4372,19.0150139416,1.282822,65,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
49.2611,18.77943811344,1.292376,66,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
50.7784,18.8311732619,1.282961,67,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
50.931,19.91183779149,1.3944029999999998,68,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
65.496,19.19387512416,1.302752,69,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.935,19.72305598176,1.343591,70,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
51.5871,20.06943172741,1.351831,71,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
53.0914,20.48673787771,1.384399,72,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
53.751,20.024707872,1.3456,73,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
49.6185,21.79862655204,1.469429,74,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
55.8971,20.77372586925,1.403559,75,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
50.7221,22.347211940820003,1.505611,76,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
50.9043,22.12622771182,1.491254,77,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
51.7158,21.66350290644,1.466484,78,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.9005,22.43251459858,1.515218,79,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
53.7202,22.58375304728,1.525987,80,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
53.7106,22.6430193025,1.538902,81,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.9161,23.11401492186,1.560894,82,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
55.1455,22.83661979375,1.543625,83,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
55.7144,22.9827376866,1.547508,84,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.3235,24.625239665,1.6633,85,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
45.5184,24.5292330544,1.651222,86,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.4369,25.47028306706,1.713946,87,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.1031,25.0250572541,1.6978099999999998,88,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.9282,25.1907440875,1.695125,89,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.4203,26.48026319376,1.773768,90,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
51.0887,26.3047307668,1.787164,91,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
48.4283,27.380969484,1.839748,92,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
51.9201,26.50104750696,1.820517,93,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
50.8969,28.1630176155,1.89165,94,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
49.6765,26.1902670927,1.7703099999999998,95,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
49.283,28.49212739478,1.921169,96,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.1233,28.77470758498,1.947826,97,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
49.4971,28.760986016,1.949633,98,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
52.8782,29.669222008759995,2.001221,99,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
55.5151,29.50721356182,1.988279,100,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
53.6649,30.42630274032,2.063928,101,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
53.9023,30.373215873,2.06206,102,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
56.711,31.02746477349,2.106323,103,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
57.0642,30.81395931222,2.085958,104,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.9275,31.0196390225,2.103925,105,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
55.9014,31.58112237994,2.130701,106,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
60.3839,32.163413415,2.164225,107,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
60.6359,32.2438023911,2.164865,108,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
56.3053,32.201841450690004,2.165661,109,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
61.1304,32.65015753858,2.190802,110,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
61.3842,33.03024470942,2.216911,111,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
61.6271,33.16987683009,2.245789,112,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
61.8797,33.07489847013,2.244373,113,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
59.1087,33.3285616446,2.243713,114,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
58.3819,33.79656384144,2.287174,115,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.771,34.9033749349,2.360815,116,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.6035,35.125563850160006,2.354254,117,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.5916,35.07565808725,2.365063,118,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
60.107,34.66354673015999,2.349969,119,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
60.7023,35.41912304196,2.406851,120,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
48.6044,35.985177821700006,2.416595,121,624750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
14.739,0.62696138112,0.061632,1,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
16.3488,1.3105875635,0.1155669999999999,2,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
19.7581,1.61459938857,0.143147,3,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
21.6464,2.03501496351,0.173427,4,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
23.9751,2.34122811254,0.197903,5,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
25.1955,2.68270641367,0.225791,6,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
25.9476,3.0091439798,0.252077,7,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
26.463,3.2915120292,0.274746,8,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
28.2628,3.49998354342,0.288834,9,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
29.7926,3.9395692793799992,0.3264729999999999,10,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
30.1221,4.3145353693,0.350311,11,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
29.9587,4.45183117236,0.363701,12,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
29.7946,4.71775731876,0.379194,13,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
30.9409,5.02731366654,0.3998009999999999,14,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
32.9401,5.35924700575,0.418825,15,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
31.9341,5.48221444867,0.431507,16,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
32.9596,6.20699858838,0.493863,17,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
34.4526,6.527388387519999,0.5142639999999999,18,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
32.5061,6.61172925,0.518567,19,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
33.9563,7.08146609184,0.548688,20,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
33.5478,7.237217649999999,0.5637559999999999,21,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
36.6156,7.60428464616,0.593244,22,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.7854,8.04228214866,0.6268619999999999,23,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.9415,8.2549612742,0.6409429999999999,24,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.6185,8.48096212635,0.656439,25,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
33.9097,8.51092344375,0.664825,26,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.7855,8.967341123509998,0.685727,27,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.615,9.46586162175,0.736475,28,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.9452,9.62926422822,0.735462,29,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
39.2788,10.1414572614,0.780345,30,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.7791,10.62852974899,0.817483,31,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
34.7868,10.84241067,0.8217059999999999,32,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
34.5816,10.4485131952,0.797968,33,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
36.2857,11.236653545,0.85963,34,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
36.9552,11.797345224189998,0.8923989999999999,35,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
36.4533,11.66181175,0.884308,36,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
39.281,12.1293098355,0.930358,37,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
38.2847,12.984112712,0.9803,38,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.277,13.14118382304,0.999804,39,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
41.1132,13.27895496846,0.993843,40,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.9468,13.359029244,0.997296,41,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.1123,14.01605452741,1.037153,42,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.9423,14.12200075308,1.049774,43,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
38.1211,14.3162620015,1.084705,44,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.7748,14.00611609447,1.059691,45,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
39.7774,14.880349528969996,1.1327509999999998,46,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.5189,14.84290148859,1.114701,47,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.4353,15.37842780136,1.131842,48,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.7872,15.81434456,1.164532,49,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
51.2062,16.6129147818,1.232723,50,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
39.2816,16.356305493,1.20429,51,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
38.9854,14.98374910032,1.1309479999999998,52,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.1164,16.25666702678,1.230286,53,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.453,17.24705497333,1.265123,54,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
41.7883,17.306038477809995,1.2758509999999998,55,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.2858,17.378206647520003,1.284109,56,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.9487,17.4176600955,1.284654,57,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.9432,17.794712309999998,1.3240999999999998,58,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.4432,18.34745328552,1.349133,59,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.613,18.372351945,1.353795,60,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
45.4415,18.62256850782,1.397153,61,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.5695,17.994383030519998,1.364324,62,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.095,18.09733047426,1.3680219999999998,63,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.7852,20.07150311424,1.483806,64,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.2767,20.40775414794,1.490211,65,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.5594,19.58006715,1.458478,66,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.7573,20.77473342,1.534323,67,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.1184,20.16590978725,1.5255649999999998,68,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.9429,20.56980190005,1.505583,69,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
36.7772,20.13187605546,1.513031,70,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.4511,22.39345839105,1.685347,71,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
35.9535,22.703486519050003,1.683065,72,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
36.4535,22.95193706,1.72922,73,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
36.9513,23.111145387,1.7430599999999998,74,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.4503,22.65150131205,1.6913129999999998,75,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
37.9514,22.8872718809,1.70977,76,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
38.4452,23.71255825708,1.764007,77,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
38.954,23.18247386385,1.706565,78,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
39.4462,24.37303317777,1.7954629999999998,79,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
39.9451,24.59155708416,1.808224,80,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.4418,24.76885533442,1.813577,81,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.9487,25.18376972881,1.848091,82,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
41.4476,26.1604606044,1.933258,83,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.4275,25.6925868837,1.890537,84,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.4206,25.74875299869,1.894833,85,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.1045,26.029153850670003,1.919397,86,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.4418,26.6887893258,1.959443,87,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.936,26.34454197024,1.950416,88,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.2866,26.80683258575,1.974757,89,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.9292,26.39609503848,1.971117,90,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
45.4373,27.7218328293,2.037037,91,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.0908,27.29075574136,2.036072,92,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.2737,27.88712857281,2.079129,93,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.1009,27.76356440069,2.086493,94,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.1169,28.67956334105,2.106677,95,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
39.7774,29.0624577439,2.146843,96,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
39.7808,29.1161480992,2.166638,97,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.281,29.37128870694,2.183989,98,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
40.7431,29.81453818125,2.233625,99,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
41.1189,30.1115101105,2.254826,100,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
41.454,30.33433696356,2.276358,101,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
41.9473,30.75461078168,2.266762,102,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
41.5895,30.19932906724,2.270348,103,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.2826,31.71656329224,2.327541,104,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.592,31.93688361952,2.337137,105,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
42.4415,32.45649399318,2.396661,106,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.6072,32.4354665648,2.396308,107,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.6005,32.86780656137,2.393047,108,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.2764,33.27195566682,2.430977,109,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.9376,33.64583429219999,2.45271,110,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.6048,33.58286208009,2.488779,111,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.2758,34.261595659319994,2.512514,112,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.4396,34.4802484173,2.537374,113,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.7682,34.82562115395,2.560811,114,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
44.1019,34.47965214675,2.544975,115,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
45.7695,34.5998012225,2.548319,116,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
43.4412,35.67345026062,2.621134,117,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
45.2746,35.67773060656,2.610928,118,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
45.7692,36.1885742928,2.651877,119,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.7712,36.92284452864,2.709504,120,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.6058,35.70164626858,2.646209,121,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.1021,36.1565268211,2.650354,122,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.4413,37.38050033988,2.751676,123,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
47.1036,37.45209309864,2.737542,124,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.9325,37.16389386076,2.716234,125,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.4382,37.2297205011,2.757369,126,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
45.3764,38.2328392314,2.813431,127,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
46.6024,39.15545546697,2.877569,128,522750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
12.1244,0.6620115337599999,0.076184,1,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
13.1557,1.338447958,0.144838,2,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
15.9866,1.69670824144,0.176504,3,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
17.6502,2.1117573804600003,0.215033,4,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
19.4153,2.46106605305,0.246443,5,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
20.4157,2.74882383,0.27513,6,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
21.0908,3.1519382645,0.311749,7,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
21.6301,3.47306552609,0.341707,8,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
23.308,3.8892024481200007,0.370317,9,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
23.3063,4.168777855,0.401423,10,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
23.6549,4.59326470117,0.428819,11,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
26.2949,4.901248497959999,0.4523879999999999,12,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
26.1265,5.31839432418,0.483294,13,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
25.5305,5.702875916179999,0.519566,14,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
25.1071,5.9282435410000005,0.54058,15,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
25.7521,6.103594618250001,0.561485,16,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
26.6566,6.57414405864,0.591417,17,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
27.8251,6.680527505829999,0.6058209999999999,18,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
27.7324,7.161059839950001,0.643497,19,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
27.6289,7.74369786852,0.6951959999999999,20,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
27.8155,7.88443470639,0.704931,21,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
29.0948,8.364369898639998,0.735628,22,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
25.9673,8.54040351885,0.758429,23,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
26.7965,9.16753377813,0.789577,24,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
27.4609,9.247109557240002,0.802612,25,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
28.3912,9.51386102316,0.8174009999999999,26,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
29.9584,9.92903653151,0.8629209999999999,27,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
29.4589,10.3876950135,0.90195,28,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
30.287,10.64799860513,0.948721,29,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
31.621,10.79292845929,0.942427,30,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
32.7878,11.77352424677,1.004861,31,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
33.9513,12.01992792096,1.018859,32,420750000,AGX,1370,76.8,Volta,512,137.0,Yes,Yes,32,64.0
