Request ID,Image ID,Arrival Time,Queue Exit Time,Completion Time,Latency,Requested Latency,Timed Out
70309a6a-52fb-4c0d-9858-18dd8bd0dd12,70309a6a-52fb-4c0d-9858-18dd8bd0dd12_0,1739550824.6164057,1739550833.7158496,1739550837.8757198,13.259314060211182,4.281418,False
70309a6a-52fb-4c0d-9858-18dd8bd0dd12,70309a6a-52fb-4c0d-9858-18dd8bd0dd12_1,1739550824.6164057,1739550833.7158496,1739550837.8757198,13.259314060211182,4.281418,False
70309a6a-52fb-4c0d-9858-18dd8bd0dd12,70309a6a-52fb-4c0d-9858-18dd8bd0dd12_2,1739550824.6164057,1739550833.7158496,1739550837.8757198,13.259314060211182,4.281418,False
5a7389cd-f4db-4cc6-802d-81ccbb72919e,5a7389cd-f4db-4cc6-802d-81ccbb72919e_0,1739550818.6254325,1739550833.7158496,1739550837.8786464,19.25321388244629,17.190029,False
5dff0a5c-c7f1-49c3-b7d1-731998667382,5dff0a5c-c7f1-49c3-b7d1-731998667382_0,1739550823.6079524,1739550833.7158496,1739550837.877117,14.269164562225342,12.098841,False
356c348f-a54f-40b2-a32e-0e5529ed0ec1,356c348f-a54f-40b2-a32e-0e5529ed0ec1_0,1739550819.6072474,1739550833.7158496,1739550837.8817728,18.27452540397644,15.098841,False
c0a75d04-8207-4dd7-9460-9f63e20b686c,c0a75d04-8207-4dd7-9460-9f63e20b686c_0,1739550821.6113927,1739550833.7158496,1739550837.8816242,16.27023148536682,12.098841,False
7a5669e3-e2fb-4288-b1bd-f2fea62e09f1,7a5669e3-e2fb-4288-b1bd-f2fea62e09f1_0,1739550820.6038828,1739550833.7158496,1739550837.8816972,17.277814388275146,16.098841,False
8e7b2c9b-d676-4e3b-9372-96e25ac8a6cd,8e7b2c9b-d676-4e3b-9372-96e25ac8a6cd_0,1739550822.6102304,1739550833.7158496,1739550837.8813133,15.271082878112793,4.098841,False
2401efc0-67e8-4322-8f45-d981634821ec,2401efc0-67e8-4322-8f45-d981634821ec_0,1739550825.6083684,1739550833.7158496,1739550837.879137,12.270768642425537,17.190029,False
5a7389cd-f4db-4cc6-802d-81ccbb72919e,5a7389cd-f4db-4cc6-802d-81ccbb72919e_1,1739550818.6254325,1739550833.7158496,1739550837.8786464,19.25321388244629,17.190029,False
2401efc0-67e8-4322-8f45-d981634821ec,2401efc0-67e8-4322-8f45-d981634821ec_1,1739550825.6083684,1739550833.7158496,1739550837.879137,12.270768642425537,17.190029,False
ea937e98-6a22-4837-b91b-e9cf65f70e40,ea937e98-6a22-4837-b91b-e9cf65f70e40_0,1739550832.6110215,1739550833.7158496,1739550837.8941324,5.283110857009888,6.098841,False
fe3c6d4e-f238-42db-8607-7dbbb3e429ed,fe3c6d4e-f238-42db-8607-7dbbb3e429ed_0,1739550831.6173065,1739550833.7158496,1739550837.8920615,6.274755001068115,15.098841,False
e01f3262-6c59-4215-b419-9e558ef112f8,e01f3262-6c59-4215-b419-9e558ef112f8_0,1739550829.6126654,1739550833.7158496,1739550837.9025922,8.289926767349243,1.098841,False
612ba0f3-1046-4b3e-bc96-bc2a82ae67d9,612ba0f3-1046-4b3e-bc96-bc2a82ae67d9_0,1739550827.6244802,1739550833.7158496,1739550837.9021513,10.277671098709106,15.281418,False
612ba0f3-1046-4b3e-bc96-bc2a82ae67d9,612ba0f3-1046-4b3e-bc96-bc2a82ae67d9_1,1739550827.6244802,1739550833.7158496,1739550837.9021513,10.277671098709106,15.281418,False
4d9c8626-f70b-46ef-884a-d836d1a1542c,4d9c8626-f70b-46ef-884a-d836d1a1542c_0,1739550830.6269104,1739550833.7158496,1739550837.910959,7.284048557281494,5.190029,False
4d9c8626-f70b-46ef-884a-d836d1a1542c,4d9c8626-f70b-46ef-884a-d836d1a1542c_1,1739550830.6269104,1739550833.7158496,1739550837.910959,7.284048557281494,5.190029,False
fb97ac01-666a-49a4-87dc-b96cd498b48d,fb97ac01-666a-49a4-87dc-b96cd498b48d_0,1739550833.6563034,1739550833.7158496,1739550837.909627,4.253323554992676,3.190029,False
4265ae9d-4826-4c9d-ac5b-8209c6c00394,4265ae9d-4826-4c9d-ac5b-8209c6c00394_0,1739550826.6337726,1739550833.7158496,1739550837.9095204,11.275747776031494,10.281418,False
fb97ac01-666a-49a4-87dc-b96cd498b48d,fb97ac01-666a-49a4-87dc-b96cd498b48d_1,1739550833.6563034,1739550833.7158496,1739550837.909627,4.253323554992676,3.190029,False
