Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,6.66332,512,5872,251,268,142908,76,1,149378,150338,153404,159188
2,6.99636,636,6087,134116,254,143210,74,1,285669,286625,286793,287234
3,8.43882,659,6390,163661,362,179561,84,1,345886,348058,488590,489386
4,9.43829,661,8387,196961,460,212002,94,1,406943,550440,551298,609564
5,10.1134,700,9059,233167,549,244407,104,1,467918,613006,670482,672125
6,10.5245,772,17300,278894,622,253878,108,1,527993,730926,732794,733939
7,11.2571,883,16137,298810,712,297972,121,1,589278,791806,847146,848781
8,11.458,544,14919,365734,709,300623,119,2,649275,852498,854486,911320
9,12.0588,1096,17662,363173,879,349689,132,1,709114,915990,970526,973869
10,12.3478,530,20180,404065,990,380351,135,1,772896,1021652,1034252,1084222
11,12.5812,1083,21556,381331,1218,442465,138,1,937788,1024202,1036130,1133702
12,12.8341,556,18183,480422,1128,418802,137,1,997207,1137385,1155089,1203835
13,13.6536,513,19641,456780,1341,497040,142,1,1067475,1202123,1231370,1352505
14,13.2374,545,18864,504547,1535,501193,158,1,1004822,1266862,1324656,1357786
15,13.2292,2387,26853,530991,1464,506455,167,1,1179948,1245392,1253812,1361802
16,13.8149,4565,23728,424434,1944,646966,186,1,1180654,1353450,1383231,1387407
17,14.4863,546,22649,586271,1866,567212,157,1,1158081,1334459,1345614,1361452
18,13.9882,530,23020,626730,1874,609430,179,1,1355339,1475580,1479597,1498394
19,14.3898,3872,33736,536826,2081,675992,191,1,1259124,1488439,1505339,1524697
20,14.9847,533,22292,616878,2407,676982,182,1,1319389,1321823,1322376,1324133
21,16.0755,518,35430,640277,2281,686214,199,1,1365273,1367951,1370144,1373232
22,14.5899,484,34326,465582,2845,984879,225,1,1581405,1669863,1695645,1697665
23,16.5647,531,29415,629291,3114,767704,210,1,1430181,1434325,1435416,1437723
24,15.4867,502,43040,658681,2958,784750,207,1,1482181,1697299,1699988,1744492
25,16.6472,512,32886,688698,2770,806804,217,1,1531987,1535144,1536154,1536713
26,14.5639,6274,39376,552084,3309,1050271,231,1,1771206,1902736,1906577,1911912
27,15.1536,533,38483,526478,3730,1138394,248,1,1810017,2021637,2026641,2033574
28,15.9034,507,31522,618393,3732,1144809,261,1,1887039,2069311,2208523,2211333
29,15.2364,6079,29218,565365,3651,1203124,292,4,1931608,2025188,2031682,2034644
30,15.9368,7723,50927,317696,4480,1435656,286,1,1913483,2015107,2017561,2019925
31,16.2157,7015,31360,374208,4461,1444581,289,1,1969821,2059216,2061128,2062195
32,17.0662,472,53351,442092,4270,1433274,327,1,2020994,2115757,2126995,2129737
33,16.1512,503,40317,786668,3782,1208883,289,1,2010287,2220578,2223768,2334626
34,17.3183,485,41290,384594,4878,1639668,323,1,2095045,2288983,2290650,2293096
35,15.9892,457,42702,519759,4631,1552735,331,1,2234647,2298685,2300771,2302693
36,15.5175,7426,50041,468735,4592,1648397,338,1,2299645,2506618,2516549,2518907
37,15.5854,7628,49242,377635,5389,1855607,368,1,2393861,2510301,2514165,2521417
38,15.8527,10253,60672,357205,5650,1902836,372,1,2441279,2489288,2490769,2494207
39,16.1876,463,36708,663781,4891,1719061,321,1,2509410,2624347,2626119,2631020
40,16.6542,453,60649,467024,5785,1930539,356,1,2593553,2693526,2697039,2700638
41,17.2813,1293,43862,867568,4748,1435079,279,1,2341200,2349039,2350226,2777884
42,16.0913,11496,71309,544900,5538,1886055,354,1,2666998,2707309,2723450,2740531
43,16.1234,10970,36201,621509,5529,1858788,324,1,2617783,2717436,2725175,2948840
44,17.4462,5330,51915,641715,5309,1977580,411,1,2797598,2820966,2824039,2825665
45,17.7547,5690,38493,664558,6168,1966787,378,1,2745907,2843876,2847430,2923865
46,17.6782,470,42509,798825,6370,1877888,347,5,2726598,2732987,2735342,2740265
47,16.8725,481,57525,547944,6454,2126655,474,1,2913897,2918490,2919516,2922238
48,16.7127,20150,56567,343648,6722,2304289,442,1,2843644,2954915,2958087,2969878
49,16.7568,20898,42396,419501,7357,2262031,459,1,2882441,3004602,3006815,3010042
50,16.6469,453,63605,1355593,5197,1443983,338,1,2868601,2874372,2875206,2877772
51,17.8693,11063,38996,577749,7078,2254011,431,1,3040587,3073914,3075477,3083546
52,17.8707,10038,43222,476071,7529,2551251,413,1,3199464,3232632,3234468,3237354
53,17.6482,509,47351,1410305,4920,1542670,314,1,3006858,3016369,3017741,3019146
54,17.9801,490,45595,1378651,5850,1738203,385,1,3170442,3176331,3179181,3181455
55,18.3152,431,47825,936645,7708,2182389,457,1,3117903,3320374,3322425,3435551
56,18.6462,525,53993,1529423,5524,1569689,319,1,3159783,3171368,3173848,3175078
57,16.8022,531,46379,803202,7678,2521331,444,0,3512077,3574306,3575939,3579472
58,19.311,481,48643,1080594,6620,2130250,460,1,3267684,3273694,3274251,3279923
59,19.6449,501,37521,1034093,6602,2208297,488,1,3286716,3297212,3298139,3301211
60,17.0825,400,48385,839494,9583,2579670,444,1,3436237,3590847,3591472,3593977
61,17.3415,14338,42280,783641,8436,2534933,470,1,3493410,3543924,3575110,3591814
62,17.5801,12887,41813,850774,8164,2601486,504,1,3522830,3531319,3531990,3534986
63,17.7793,11279,49278,909222,6953,2584482,435,1,3569434,3574652,3575775,3578770
64,17.4012,527,52873,623529,12590,2879872,499,1,3730669,3888574,3897353,3899309
65,16.9818,28193,59581,606860,11782,2823662,479,1,3703529,3785251,3806430,3822735
66,17.288,24438,60514,452710,13320,2978067,499,1,3708130,3870233,3874539,3909669
67,17.1658,508,46654,1010213,8277,2706564,526,1,3773710,3780151,3781866,3787551
68,16.9846,9400,45092,1810112,5839,1943799,390,1,3817181,3828189,3833590,3837793
69,17.4205,49116,70107,326516,18976,3209003,553,0,3647506,3750360,3826443,7007729
70,16.9798,27278,61506,457087,14774,3150304,477,1,3689199,3862502,3895322,6936816
71,17.2345,413,76871,639329,16765,3125905,531,1,3751614,3947988,4006864,7119249
72,17.3186,650,46231,751729,16881,3116418,535,1,3817689,4032488,4038199,7178746
73,17.5696,575,55037,824971,16283,3076229,578,1,3828275,4072427,7001885,7186042
74,17.6514,456,67207,883102,13947,3064485,475,1,3810605,4128355,7053119,7178590
75,19.2341,458,51864,934127,16989,3081021,463,0,3969246,4194515,6960074,7340212
76,18.2326,645,69336,1057759,13896,2994292,464,1,3868142,4246992,7119743,7233743
77,18.1478,13856,49581,1108002,18794,3005706,479,1,3926503,4395147,7129755,7307881
78,17.9833,522,56377,1139289,18230,3040514,485,1,4037982,4379183,7075965,7410709
79,18.1518,504,60797,1200262,14604,3022741,477,1,4062373,7067138,7069491,7433295
80,18.6509,17541,65677,1303092,18346,2945122,503,1,3930378,7284951,7305334,7434961
81,17.7341,1328,64625,1231554,16685,3075532,526,0,4177310,7062670,7071185,7543418
82,17.9008,2427,66708,1304739,15506,3052356,471,0,4164071,7117526,7137362,7539512
83,18.8993,400,65602,1437467,19144,2964595,517,0,4310012,4579551,7015015,7684659
84,18.3147,17717,55673,1466639,17939,3003344,481,1,4118757,7313829,7508086,7517848
85,17.9868,386,69842,1625675,20722,2937246,455,0,4545282,4770081,6965822,7905104
86,17.1871,414,57946,2289537,7615,2380503,456,1,4737568,4742021,4743025,4744544
87,17.3875,487,61689,2188832,7500,2529331,474,1,4740039,4993715,5003224,5007224
88,18.4471,495,70969,1789076,16320,2917343,471,1,4681173,6934972,6942286,8044044
89,17.27,506,83303,1840776,17759,2915202,499,1,4739317,6961156,6965704,8108050
90,17.5566,437,60468,1938843,17747,2871982,461,1,4755154,7067122,7073419,8063525
91,18.9069,21712,57920,1990404,18438,2789372,454,1,4240770,7530773,7613674,7792849
92,17.7013,438,69350,2065338,16734,2870537,493,1,4798586,7082161,7089120,8168133
93,19.2132,1485,60989,2220589,16094,2783226,515,5,4430293,7519861,7791398,7794494
94,19.3686,458,63654,2102799,15803,2898047,515,1,4956672,6951704,6955466,8305491
95,18.1294,457,59985,2275172,15402,2816289,456,1,4783304,7225931,8128112,8148161
96,19.185,485,77979,2544612,9309,2661696,482,1,5294637,5301459,5302310,5305215
97,18.0617,451,64198,2277202,14250,2917777,461,0,4739410,7394526,7399979,8105258
98,18.0594,482,83740,2334608,16544,2876637,469,3,4919564,7232617,8263522,8289876
99,18.198,713,58062,2405327,13404,2872940,463,1,4957544,7218843,8303958,8311083
100,18.2154,19183,75787,2331789,16260,2927032,454,1,4912207,7492699,7541478,8273407
101,18.368,26626,70032,2393431,15923,2914854,473,1,4909720,7598442,7665504,8286624
102,18.5213,28893,96840,2434026,15980,2897252,462,1,4905006,7687276,7715778,8272455
103,18.3673,30992,73910,2471727,18199,2943720,453,26,5089524,7551515,7583183,8451555
104,18.7517,30090,66407,2565317,19722,2884603,453,1,4950231,7702986,7756928,8333621
105,18.5215,26514,81070,2578842,16720,2963782,476,55,5302026,7461528,7495154,8665915
106,19.1358,24129,69531,2678688,14104,2849538,538,1,4917894,7816018,8266438,8284509
107,19.0596,31828,68602,2712866,16475,2873023,426,1,5030114,7784540,8372179,8382187
108,18.7147,24484,71813,2720456,16694,2996704,573,1,5749515,6938437,6956844,6974150
109,19.2688,606,65722,3006374,14241,2882321,500,1,6067049,7518278,8677650,8684758
110,19.3412,938,58352,3054546,16153,2875325,420,1,6088439,7564828,8663422,8669901
111,19.0515,607,92051,3151260,15640,2801690,496,1,6151532,7502934,8760453,8762907
112,17.3865,511,75075,3166245,16104,2818716,453,1,6155748,8011642,8257099,8260645
113,19.32,455,74037,2947918,14528,3034412,495,1,6118316,6948042,6957401,9283647
114,17.9137,511,66377,3100509,15649,2968752,471,1,6238844,7343308,7349370,9004420
115,17.9137,825,42723,3070064,14241,3065481,494,1,6283862,7134561,7138514,9257804
116,18.1995,503,50959,3266241,17998,2943185,494,1,6375392,7473618,7483128,9029932
117,18.4504,486,70234,3401319,14320,2810823,516,1,6382685,8483812,8489715,8495573
118,17.9859,29380,75710,3312473,16024,2807407,558,10,6380184,8378626,8384998,8391464
119,18.185,27261,72556,3355080,14682,2802096,467,1,6406232,8356530,8424808,8458136
120,18.4474,26456,73560,3402380,18123,2801838,435,0,6452878,8364357,8565644,8633380
121,18.6125,572,51763,3463312,14627,3067176,504,1,6688018,7307650,9490092,9496922
122,17.584,832,105295,3417095,15567,3111108,510,1,6690309,7206642,7214709,9624604
123,17.7118,446,60213,3616753,12854,2972194,616,1,6757157,7286272,7293437,9561428
124,17.0661,521,62721,3378416,16691,3212564,513,1,6741458,7021513,7024942,9834525
125,19.117,24744,53093,3882146,16394,2851421,454,1,6924665,8742117,8744760,8752662
126,18.7852,786,74360,3917659,17459,2823827,488,1,6944909,8343759,8729856,8741523
127,18.1805,1558,88749,3714565,16054,3082164,519,1,6969567,7418495,9672076,9679719
128,18.4355,8911,59895,3888731,16295,2943879,474,1,7011950,7459869,9657136,9661998
