Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,18.3148,433,5686,263,251,47624,46,1,53489,57095,57269,57486
2,20.87,461,5620,41778,183,47398,48,1,95731,96304,96568,98954
3,25.4619,571,6052,49621,280,60128,57,1,115717,117241,121112,163682
4,27.7898,518,7238,64929,346,69851,62,1,136969,184774,192218,207265
5,30.1013,556,7109,74644,409,82081,69,1,158802,213291,227408,230840
6,31.6104,487,9477,85224,447,89698,66,1,176853,244628,248669,264612
7,33.7831,417,11705,95634,549,101516,80,1,199136,268025,269855,290644
8,34.0882,768,15090,105063,557,107152,76,1,219918,286071,286724,287720
9,35.2837,833,13893,117963,625,115557,76,1,274846,306757,308991,320114
10,36.5429,1196,24555,100828,787,139163,80,1,296577,320809,321821,324070
11,37.3711,1386,18741,113063,863,153023,86,1,316527,346805,364821,369278
12,37.5683,1509,19440,147053,730,137814,84,1,339215,366107,379183,397321
13,39.7775,430,22650,150610,924,154484,92,1,361571,382648,385844,393550
14,39.2238,1548,20558,179044,850,147278,90,1,379289,411745,420726,475009
15,39.8901,1632,19851,163500,1115,174138,101,1,393171,431698,438000,457011
16,40.9443,455,22931,171494,1329,188116,101,1,415756,455490,459745,509127
17,40.7031,1434,24291,218700,1041,159817,96,1,438698,463100,485954,497994
18,41.563,1890,18587,227246,1056,169837,96,1,456283,487916,496521,510819
19,41.258,1641,27086,219435,1268,183978,109,1,475183,497915,531804,624353
20,41.4309,2148,26666,244675,1233,181491,104,1,494480,519918,528390,553121
21,45.7743,413,24795,215262,1691,226863,128,0,501544,528728,530866,552081
22,45.9328,471,31158,248013,1686,216145,115,1,529088,552370,564505,622539
23,43.608,445,29746,284680,1355,203747,111,1,556753,578656,585600,587169
24,45.2705,405,25214,257171,1879,238208,122,1,560085,580766,583769,597560
25,46.4422,442,27849,272604,1671,239165,125,1,574115,591639,594483,626580
26,42.9438,382,41976,223337,2572,308417,141,1,609978,650710,667533,672324
27,45.712,2495,38760,195605,2369,322689,148,0,605007,656555,770504,774471
28,45.1025,412,28237,278149,2978,304271,136,1,654813,669870,680693,681842
29,46.7584,404,25704,273914,2430,324146,151,0,662030,680965,683731,696658
30,46.7714,426,37858,201058,3316,403608,183,0,673787,721494,729054,730968
31,49.3259,419,24814,344312,2424,269858,133,1,675765,707173,715564,719428
32,50.3932,444,26993,277172,2980,354641,164,1,692793,726961,924184,925776
33,51.654,391,36122,265245,3066,395549,166,0,718787,739329,913249,914993
34,47.3298,446,34314,429850,1943,249442,129,1,741582,758526,770220,772006
35,48.7193,420,25941,425341,2207,271292,134,0,756957,782664,803569,813915
36,48.3312,391,25568,390523,2556,329612,162,0,779880,796220,841343,843691
37,47.7687,429,39568,400311,3020,320846,149,1,785099,822068,825384,830582
38,50.3243,422,36123,417064,2782,320263,155,1,795562,853287,863282,1105545
39,48.1321,385,30471,474718,2323,307357,146,1,837548,854647,855862,857335
40,47.7104,3554,27166,461065,2239,285670,138,0,824374,884892,890714,928679
41,43.7762,394,31711,203540,5169,602764,239,0,902362,914012,915739,918692
42,44.1065,386,28980,351813,3966,486596,207,0,869111,957323,1231033,1238556
43,44.9401,380,31499,329190,4157,501088,205,0,882598,945329,949352,951166
44,45.4375,406,56323,345714,4158,513391,228,0,933829,969336,1282015,1284338
45,46.274,439,41264,544944,2694,334873,147,0,949776,970475,1000873,1005404
46,47.2674,421,69207,413723,3594,426729,210,1,946825,962299,1019074,1026787
47,48.2609,3035,31115,471652,3505,431571,187,1,981499,1006043,1008712,1024113
48,49.3231,380,55378,213470,5295,675891,275,1,978755,998765,1000351,1005099
49,50.206,399,38249,428636,4253,503409,210,1,1003753,1038500,1042241,1043876
50,52.1861,1172,65174,435548,3823,459179,196,0,1006835,1039704,1043871,1047004
51,52.8711,420,33065,537360,4013,459328,200,1,1045407,1252689,1256215,1258312
52,53.5271,381,76834,255168,6623,666232,253,1,1048939,1069145,1071321,1072932
53,55.199,479,44442,400831,4948,586643,242,0,1078618,1089959,1092187,1093508
54,56.5356,424,33235,530328,3865,483195,219,5,1086907,1128239,1130084,1132682
55,56.4997,560,31807,512520,4677,562869,232,0,1150426,1175415,1177662,1181191
56,58.1846,373,46517,370894,6123,654653,255,1,1117626,1133390,1148256,1149155
57,56.8451,398,32795,496215,4617,520295,244,0,1053711,1059654,1061906,1068004
58,58.5194,379,37036,474817,5379,617721,254,1,1163709,1180658,1181743,1185778
59,58.8543,369,32568,510099,5210,532946,229,0,1081297,1087270,1089514,1091636
60,59.8555,391,38744,508577,4609,540443,248,1,1093317,1097522,1098420,1101860
61,60.8345,445,28689,534493,5042,549908,221,1,1118774,1152432,1154371,1160981
62,63.502,372,49967,531165,5748,620620,250,0,1240627,1275758,1276801,1278254
63,62.8398,452,36301,556922,5335,594600,240,1,1194007,1198935,1200276,1206479
64,63.838,535,71500,507644,5536,569291,313,0,1155421,1158903,1160429,1162671
65,49.9412,421,31454,595669,5984,605213,297,0,1234091,1323847,1387866,1394772
66,67.1594,343,53959,523464,5663,682249,312,1,1309997,1344416,1345686,1347381
67,51.7664,735,45072,583631,5895,628239,259,0,1256973,1378847,1384230,1385592
68,50.604,381,49685,590231,6143,620881,260,1,1268398,1274413,1276575,1281007
69,51.9334,1134,41250,619044,4850,660087,245,1,1327385,1332210,1333557,1336348
70,66.8319,449,66782,133020,13738,1056639,359,0,1219645,1230775,1312049,2339254
71,68.4941,386,78505,176504,13954,1034736,353,1,1239793,1347432,1350387,2363370
72,53.583,413,48152,643972,6049,677191,263,1,1375835,1379607,1381231,1384639
73,54.0993,380,37722,655683,6499,680434,266,0,1380911,1386536,1388325,1390242
74,55.4251,506,66568,624690,5332,694066,271,0,1408263,1415100,1727067,1731888
75,55.4285,433,68021,627013,5083,697023,294,0,1408649,1419440,1760495,1762116
76,69.1562,370,63751,273553,13821,1029817,349,0,1310274,1404613,2358107,2432590
77,68.1724,432,52198,290853,13777,1043746,387,0,1247250,2354557,2359115,2457557
78,52.3151,404,45565,650349,6730,740833,334,0,1444254,1450214,1451792,1453877
79,53.118,375,85413,622552,5937,745044,285,0,1459229,1468032,1470214,1471845
80,53.2451,434,80037,622634,6278,767582,304,0,1483760,1503281,1894113,1898273
81,69.4911,388,62633,371226,14134,1027858,361,0,1295785,2397395,2403736,2480942
82,55.3126,402,88928,634215,5676,766843,303,0,1500646,1931573,1933967,1938638
83,49.9223,411,76775,639504,8721,817707,301,0,1570524,1986864,1991009,1992150
84,54.5155,410,79953,637935,8565,809376,341,0,1553064,2013617,2014883,2016903
86,55.9089,1714,69714,662603,6642,835040,292,1,1564252,2067780,2079678,2081334
87,58.5064,1053,51471,709939,6678,801241,333,0,1570910,1577076,1582268,1583711
88,59.8808,2548,72787,560980,15880,952113,321,0,1602252,2373738,2387807,2525964
89,58.9093,2519,63356,674716,6887,859009,376,1,1607354,1617426,1620032,1623950
92,61.6242,480,77080,602477,14114,956977,333,0,1651122,1657453,1658762,1661071
99,49.5723,440,142690,695735,13450,947284,329,1,1800153,1806400,1807934,1808203
100,49.9174,423,97279,780163,8488,933358,348,0,1820949,1826500,1828393,1830048
101,50.4193,3581,78006,794276,8897,935214,357,0,1820569,1829167,1831734,1834250
102,52.0931,411,98316,790850,8804,937561,363,0,1833887,1847710,1852643,1855323
103,51.3909,753,90252,882422,9962,924610,413,0,1909336,2207607,2210001,2937631
104,54.2893,425,77885,879258,12664,909876,338,1,1891969,2494022,2501230,2789037
107,58.6288,563,80907,847234,14394,999088,378,0,1965105,2474462,2477324,2896801
108,58.8846,482,76662,861998,14240,979897,329,0,1941858,2535306,2795003,2801261
109,55.9066,445,73002,961059,12858,943475,331,0,2000202,2442189,2950655,2964995
110,56.7114,9402,64106,1004023,14941,922184,332,0,2026225,2516843,2904286,2916883
111,57.084,12384,72705,955370,11942,956896,333,1,2010607,2394634,2398026,3006586
112,57.5041,10327,62780,1037085,12532,920154,346,0,2058732,2513071,2920990,2933531
113,57.9011,13149,80133,1000283,13360,945258,324,0,2060779,2463010,2992567,2999274
114,55.5101,456,60244,1047033,12770,951728,382,0,2087037,2539852,2944625,2947509
115,58.7042,11220,47360,1103639,12804,912749,364,0,2096726,2917778,2932590,2939935
116,61.1225,423,64680,1008372,13148,1005404,389,1,2127224,2471600,2476912,3038061
117,59.4892,9816,66942,1103163,12088,922583,346,1,2125015,2524565,2981987,2997266
118,59.8955,20120,47896,1081230,13219,964125,358,1,2143448,2452140,3067122,3072619
119,60.3011,12303,75231,1128354,12264,923158,335,0,2158124,2538156,2998275,3011865
120,60.9003,13342,60558,1146724,12973,925514,323,0,2173652,2549319,3018278,3033555
121,61.102,13240,62004,1147637,14057,938035,330,0,2185934,2521021,3039337,3045598
122,61.4984,18349,51618,1151013,13426,957650,348,0,2197443,2484479,3099818,3114720
123,61.9003,575,57323,1192569,14370,946597,355,1,2227352,2532258,3084464,3091047
124,62.878,641,56672,1156149,14717,998387,437,1,2248219,2588078,3047545,3055493
125,63.1234,444,55941,1165431,15373,997414,345,0,2260420,2585419,3063783,3069130
126,63.3765,428,55557,1188588,16530,1018818,358,0,2313550,2550432,2558402,3164071
127,60.5015,16591,53530,1220633,14879,979991,343,0,2282035,2677944,2754889,3112223
128,63.8848,537,56832,1277995,13411,945921,329,1,2306213,2600248,3127015,3139663
