Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
106,85.7785,551,74498,491789,14159,521579,374,0,1107780,1499264,1553196,1555459
107,86.4333,447,62436,510531,14668,522342,421,0,1119430,1505351,1551302,1561337
108,87.0928,531,77163,501014,15848,519318,312,1,1117773,1501601,1550230,1554833
109,87.4513,508,81124,518859,14302,521206,341,0,1133537,1522364,1580665,1586939
110,85.4573,545,64638,550693,14108,522524,354,0,1166587,1589073,1592015,1593611
111,86.7832,12171,87472,523080,12789,520847,332,1,1147907,1572256,1590489,1597624
112,87.1124,532,71307,548494,14186,519923,340,0,1179078,1572624,1642927,1645872
113,89.7844,432,70677,559740,13634,520173,331,1,1172577,1562105,1569006,1570141
114,89.1077,419,70028,568999,13146,518265,342,0,1166920,1564232,1569603,1578819
115,89.414,11500,95249,556816,13558,519763,338,1,1169978,1592973,1646739,1650229
116,88.4361,10724,51778,593997,13441,522261,390,0,1207237,1594967,1604593,1608308
117,90.4447,462,80902,591247,12701,518559,336,1,1218250,1574681,1575822,1578160
118,92.0625,781,82269,603480,15648,520004,341,1,1238451,1564007,1610185,1616251
119,91.0682,517,69181,619344,12920,519145,352,0,1230498,1584427,1587086,1589729
120,92.349,503,72317,624331,13672,520391,339,0,1226416,1615909,1628597,1635146
121,91.7747,514,76969,629274,14582,521096,371,0,1250585,1607031,1614035,1617142
122,94.0523,500,66191,662958,13020,524827,339,1,1282442,1643159,1645936,1659800
123,94.7443,12475,51096,665290,12866,522275,323,0,1209696,1618192,1802875,1832393
124,94.0861,12599,57289,675310,12565,517572,421,0,1277724,1604717,1607525,1611173
125,95.4061,439,76981,673368,13503,524878,330,0,1307731,1588249,1656027,1657470
126,96.7243,577,85427,646084,13586,537450,343,0,1289156,1609056,1611064,1619885
127,95.7477,16874,65754,688658,14079,526443,366,1,1314136,1672009,1823515,1870989
128,97.0664,547,65297,723874,12489,529197,343,4,1350246,1604589,1687164,1693919
