Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
42,86.7793,412,28387,225967,3072,247805,191,0,521305,541113,545504,580857
43,87.4529,404,27618,243488,3672,243839,183,0,531386,549664,550875,552891
44,90.7533,422,54320,182460,3868,287215,233,0,547304,605218,607130,609315
45,84.1264,402,41522,304654,2326,196481,149,0,560475,580815,582744,600714
46,88.4547,412,52256,261306,3071,235087,176,1,573992,587086,589979,606534
47,88.1121,676,22958,337029,2735,202520,153,0,585925,615981,632183,636341
48,82.7517,409,35648,236763,3554,291824,212,0,586547,614371,615476,634412
49,83.4694,395,47626,312552,3183,231065,177,0,618808,648582,693409,695331
50,79.488,429,33923,295812,3712,254415,179,0,626313,645697,648474,658330
51,80.1335,424,51669,273793,3830,274432,208,0,625277,643848,644911,646289
52,80.463,393,37962,322881,3310,243837,177,1,627025,641420,663641,666698
53,83.7571,461,30212,344348,5169,245149,209,1,660142,673504,676091,700821
54,83.1232,408,33372,354788,3222,228865,247,1,652798,683887,694443,696622
55,84.11,409,54087,305154,3844,271380,194,12,672569,681259,705898,902616
56,86.4442,403,61930,300037,3845,290030,209,1,671583,716182,716980,718110
57,77.7999,394,41678,393171,3357,229242,164,0,682444,698764,700481,702602
58,90.1099,404,31101,331585,3950,303848,225,0,694277,719733,726291,815847
59,80.0848,396,37169,358299,4343,292938,227,0,708440,766872,771095,1012603
60,87.4371,391,35134,365573,4173,287338,193,1,705658,729382,741377,880469
61,84.8028,410,42216,411128,2981,250855,176,0,745971,768856,801291,804754
62,95.054,381,43761,370959,4271,287600,221,1,727287,739629,743974,752201
63,79.637,441,36128,407294,3699,289618,251,1,761436,783510,788509,791905
64,88.7761,387,33030,421955,5215,291617,215,0,757999,798742,965966,968314
65,88.7713,388,37836,462724,3875,256586,197,1,781909,804150,805727,807840
66,69.1555,427,50639,249746,7744,451346,318,1,787263,804059,835156,837620
67,69.492,428,45665,255166,6204,453681,300,0,782407,802064,820487,822632
68,92.067,392,44279,363906,6512,377402,259,1,811963,862776,869679,871825
69,80.7021,12632,58011,255256,6925,393458,253,0,821932,921717,923138,925582
70,96.4212,384,39528,413101,4563,324410,224,0,803177,852515,892902,1158148
71,73.8061,381,81105,127177,13694,576595,349,0,813936,865722,869621,872666
72,73.1622,386,49421,413422,5048,391823,256,0,854218,1042672,1043912,1047010
73,74.481,415,74597,193294,14796,573958,351,0,850747,1007972,1012752,1014743
74,75.1312,520,70930,175573,13769,571124,451,0,845038,856421,857393,860358
75,76.7991,414,42614,483082,4882,324891,222,1,874421,888175,890446,893787
76,78.1351,497,65582,458883,5131,346445,232,1,896097,929197,930720,932693
77,79.4633,434,43724,503286,5140,324321,225,0,899659,924286,926656,928540
78,77.133,964,55029,230052,12639,563429,342,0,825495,921276,1423779,1496853
79,80.1297,469,74187,239953,12937,549140,364,0,891054,901016,904000,910298
80,72.1549,425,60498,214914,15844,593583,356,0,799190,1459908,1469512,1482006
81,83.451,430,48199,407536,7755,419323,283,1,949467,987009,987705,991281
82,72.4843,472,75385,218260,13147,590743,372,0,813712,1461786,1480217,1482890
83,73.8118,1076,47446,261842,14081,582369,361,0,808731,1468925,1477648,1492223
84,85.0995,405,71896,556811,5254,340899,232,5,988925,1075246,1077658,1081206
85,73.4601,403,53840,282398,14570,586116,369,0,849209,1475116,1516985,1522680
86,87.7697,505,55039,585571,5869,333161,226,0,1003487,1029031,1037491,1040305
87,75.1482,809,57495,309404,13703,577976,343,0,845398,1501722,1511390,1514582
88,91.0918,400,81496,352281,14537,529126,315,0,996180,1055070,1059020,1537846
89,76.8075,2578,55584,339411,13821,568323,396,0,847405,1508923,1521475,1628993
90,90.7445,483,94356,380868,12682,520162,368,0,1019063,1033323,1034326,1035668
91,76.8131,417,88193,313885,13450,570720,346,1,860036,1513859,1532493,1535275
92,78.7853,493,64644,365411,14486,564910,394,0,900811,1491897,1497559,1568028
93,79.1274,506,70729,370703,13504,563109,341,0,894899,1503763,1511738,1567137
94,96.7535,471,92785,406653,12962,524157,306,0,1064449,1084167,1085722,1605333
95,97.4222,479,94641,415626,12563,523882,318,0,1061460,1109632,1112640,1609164
96,80.7944,473,88958,385111,13161,563708,415,0,921399,1518946,1588676,1591389
97,97.0996,414,105098,444010,12384,518169,356,1,1095126,1123167,1124848,1126537
98,99.4011,414,99396,443997,12188,518788,345,0,1090126,1112776,1114645,1642848
99,81.7996,418,75950,429181,13932,559542,349,0,909178,1553483,1579674,1581137
100,100.42,565,105169,453656,10765,547812,357,1,1134269,1178236,1229123,1234855
101,103.589,593,78952,458378,12598,550359,335,0,1105065,1462954,1466606,1668758
102,83.4366,472,62411,491852,13030,554726,328,0,956837,1574223,1610667,1615170
103,82.7741,676,62041,506882,14748,556875,384,1,952487,1612402,1628303,1631627
104,90.4141,7325,77291,507728,13849,531491,318,0,992059,1646409,1650597,1655938
105,84.7846,580,99860,513054,14245,553041,324,1,1158341,1587940,1608661,1613274
106,86.1141,511,67301,556303,14074,531464,345,1,1174394,1622306,1630463,1632326
107,85.4421,14181,74007,529222,12970,549973,307,1,977500,1641832,1646707,1655940
108,85.7798,453,74517,542916,15081,552964,384,0,1198746,1626066,1630233,1633991
109,86.473,429,73986,558347,15174,552314,326,0,1216018,1636097,1642866,1644230
110,88.1364,486,68014,565184,13128,550759,377,0,1205513,1664532,1666907,1670144
111,86.7653,15453,52077,579287,14795,552607,344,1,1093611,1648853,1717239,1774997
112,89.123,491,61809,593766,13386,550045,365,0,1232713,1666491,1668863,1670139
113,88.3947,513,77407,588465,15401,550417,376,0,1247245,1647079,1648178,1651197
114,90.0702,734,64174,620242,13695,549921,334,1,1254154,1625699,1690671,1694807
115,88.0639,418,65146,616713,13916,552081,401,1,1255449,1672872,1683114,1686183
116,89.8617,521,79154,608102,14577,569475,353,0,1283318,1533832,1802871,1809645
117,90.0858,14063,62232,630023,14468,548772,320,0,1226142,1662891,1787158,1860589
118,90.0988,17752,67008,631151,12526,549682,338,1,1287097,1677273,1782588,1826684
119,91.1023,20095,56365,653887,14402,551063,336,1,1281147,1672881,1872904,1905994
120,92.424,18439,55216,663370,13350,548428,331,1,1230327,1696147,1811309,1887946
121,92.4003,22442,58161,666610,14275,547793,339,0,1310712,1687132,1846604,1921365
122,92.4168,17544,53763,681257,13011,548623,343,12,1312643,1687468,1830878,1881152
123,93.7148,7430,53826,690828,14366,579618,375,1,1360536,1537393,1863089,1895720
124,94.5292,504,50609,702223,15553,573112,344,0,1347654,1580330,1859059,1866461
125,94.3981,19842,65581,693995,15219,550638,341,1,1339987,1722210,1869912,1914832
126,93.7371,27220,63350,714627,13479,554475,383,0,1379120,1776265,1890286,1914733
127,96.0824,434,62956,726716,13464,556145,333,1,1386142,1755050,1818403,1826853
128,96.75,615,69757,762661,14725,557899,348,0,1423702,1774242,1781543,1789005
