Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,26.9704,378,6459,288,261,29587,40,1,36866,38558,38981,40391
2,33.9571,419,6623,22414,161,28993,39,0,58667,59142,59668,61670
3,41.2854,424,7399,27312,240,36742,45,1,71258,71996,100054,101902
4,45.9339,450,8059,34527,299,43169,50,1,84048,113293,125574,127170
5,48.5947,460,10411,42189,355,48688,57,1,97839,138847,139930,141906
6,51.8791,736,10593,46831,429,55955,63,0,110154,152413,152964,164307
7,53.1772,733,13763,55224,453,58785,69,1,123279,165816,167279,177042
8,56.5072,408,17257,56700,562,67621,70,1,135906,179311,185374,189337
9,57.5048,420,17403,60587,678,73648,77,0,148042,192009,196565,200854
10,60.1804,419,20006,72799,693,76058,76,1,188132,211241,214104,240240
11,60.3708,415,21655,70752,850,85917,85,1,194514,222360,224941,229778
12,64.8316,417,20889,72622,829,95342,91,0,203636,236452,254619,262966
13,63.84,426,22746,85491,972,95178,88,1,222974,237863,248534,251295
14,65.5141,431,18686,103810,953,91148,88,1,236144,257682,260276,262999
15,67.5139,426,22802,92846,1158,111842,100,0,247836,260804,299309,301862
16,67.5059,444,16212,131772,1092,94689,95,1,271718,285804,287210,294260
17,69.4678,432,19630,129979,1131,102107,93,0,276673,289796,295858,297795
18,67.151,426,28317,120946,1178,113541,104,0,286832,303584,311976,334945
19,67.8066,439,26726,138302,1111,107867,98,0,296915,304447,305441,306183
20,69.1613,443,28106,138934,1301,117214,101,1,310619,325831,342051,352311
21,68.1614,453,27711,136019,1378,128616,107,1,315777,335427,347479,351767
22,71.1606,442,25205,156107,1510,126688,108,0,333292,348334,352038,356100
23,72.8026,448,26267,165084,1624,126172,110,1,346358,359118,361099,411256
24,75.7977,428,23789,164305,2020,139103,118,1,347064,361850,372241,437573
25,74.4794,480,33780,154786,2333,145305,121,1,351463,372216,396197,434619
26,73.4914,445,26820,180000,1679,143451,118,1,371388,389783,391885,482326
27,71.4812,457,25925,205577,1804,134468,109,8,392829,403225,406581,411982
28,73.7679,405,36425,131650,2573,200597,140,0,389429,407887,472163,474895
29,78.1045,460,29576,194967,2394,152847,127,1,399257,415952,442220,445104
30,78.1394,438,35374,195040,2358,160124,130,0,411528,429502,449237,451665
31,77.0803,427,22764,226567,1945,151057,121,1,430917,437193,440325,446910
32,78.8093,428,32422,217465,2009,156279,128,0,431818,446848,452246,467487
33,73.8255,407,27796,224407,2208,179406,138,1,451590,466097,468940,482914
34,77.4711,419,38883,176469,3009,216686,163,1,463940,478588,517020,520997
35,75.139,426,38148,218357,2635,191210,150,0,471631,487271,547193,590068
36,74.4044,6759,20872,190536,3061,230223,179,0,481308,499596,540765,582518
37,81.445,421,24916,164690,4127,255021,190,0,477523,488798,490774,560408
