Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
38,80.4491,419,28936,244853,2748,212307,158,1,514162,533159,543305,589583
39,82.1343,464,31980,278158,2497,178818,135,1,508089,535855,538438,546618
40,84.1371,392,29179,207740,3561,256054,195,0,521012,539774,543101,545025
41,86.0967,404,29135,252199,2848,224720,170,17,530089,540583,551446,556888
42,84.4131,403,30699,286641,2900,200225,149,0,540861,562522,571887,576255
43,88.7127,530,43267,220458,3160,256074,185,1,543835,557326,564042,600289
44,90.4198,398,49152,225751,3662,255017,176,1,558029,605086,606960,625105
45,77.8015,434,26870,334031,3750,200470,153,0,587078,600555,601849,625304
46,90.7734,397,65156,209422,3673,281789,209,0,572749,656603,660356,665177
47,72.8137,384,28014,267716,4608,298529,221,0,608842,804361,809545,812367
48,83.11,418,28681,356945,2845,208882,158,1,616827,637288,638678,641550
49,88.4618,397,39268,296816,3313,257504,188,1,614588,682745,685243,706769
50,77.7854,409,40290,316541,3751,253413,184,0,633104,647841,657464,659448
51,78.1,439,58735,327592,3367,235312,172,0,638481,652449,678310,682431
52,80.133,398,28715,341931,3182,262079,196,1,652151,662517,684447,689305
53,81.1355,424,70833,291261,3956,278785,207,1,663367,690853,691806,695117
54,83.1037,407,29286,354697,3771,256219,196,1,660358,676608,680316,697683
55,83.1431,411,35409,383811,3273,236840,180,0,683376,695719,698295,755683
56,86.4251,434,41941,367072,4084,265143,197,0,698097,714931,716042,739311
57,88.4247,427,35527,376095,4418,273534,206,0,706403,726973,729107,730296
58,81.9679,387,39359,297280,4197,345158,238,0,701803,762147,766888,1020699
59,90.7706,413,51025,361113,3537,265371,222,0,698244,716376,718333,733451
60,83.8033,411,33869,376357,3862,303145,208,0,746286,790352,984587,986304
61,93.7193,409,41833,381857,4228,291662,206,1,735482,747836,753143,763333
62,65.1656,390,37868,214752,7460,485590,317,1,782192,795056,796932,803713
63,76.4705,427,47378,357374,5464,340665,229,0,772242,781733,784745,899261
64,72.388,11438,37519,220532,6060,446868,311,0,776115,888786,915080,942719
65,66.8227,467,47406,198856,8797,511876,346,1,788242,806932,807716,813192
66,91.3319,420,48656,361567,5995,365759,248,1,809667,817109,818779,819721
67,83.0837,629,46337,437013,4530,289185,213,1,797629,832906,844659,850646
68,71.1428,377,41266,379113,5622,380628,321,1,835587,870388,916437,918672
69,71.7888,399,57905,417447,4434,346924,236,0,857556,865204,866533,867897
70,72.1504,404,64039,203134,13122,560204,348,0,852516,939851,942560,944151
71,78.4703,390,34141,425838,4582,356710,229,1,859112,875002,878243,912695
72,73.8151,425,40744,458085,5601,379226,251,0,888330,1061269,1063011,1064208
73,74.8048,424,82693,246296,8208,521026,388,0,874194,945003,945828,948099
74,75.1255,402,56383,397953,4865,407981,281,1,887605,901532,904047,1260020
75,76.1164,404,73902,229401,16872,582715,352,0,894007,1057388,1060416,1063134
76,75.8092,431,81190,192458,14323,583458,336,0,886624,907891,985538,1508282
77,77.809,666,52285,488518,5694,374571,265,0,918595,968244,976029,1173140
78,78.7993,381,52936,255829,13042,567888,325,0,905395,912295,913779,1519472
79,71.7996,690,60358,206244,13347,608275,360,1,805521,1473631,1484757,1504842
80,71.8288,496,56309,223857,13801,609031,338,0,817295,1493966,1502997,1505444
81,72.8175,352,50496,244962,13812,604761,375,0,820127,1490260,1495721,1518998
82,73.4599,1800,57932,245225,13615,599310,437,0,844840,1469013,1488013,1533619
83,72.7909,385,61821,256704,13727,602374,339,1,847634,1504963,1521562,1541007
84,85.8032,384,50333,579140,4420,349535,263,1,1013639,1022320,1025500,1027426
85,74.7974,375,73376,271301,13409,592787,391,0,843398,1507158,1509592,1540303
86,75.4405,444,65957,299727,13358,589357,346,0,861625,1519418,1528018,1554143
87,76.4609,447,63577,309400,13529,585355,367,1,866388,1502422,1509521,1556754
88,76.4712,385,57298,330290,13326,585444,454,0,861513,1529175,1537058,1554362
89,89.7469,4991,72734,380083,12944,546244,330,0,1017463,1157467,1483085,1633560
90,89.8305,4120,70028,400999,12142,543082,330,0,1034951,1258832,1512027,1600967
91,86.0271,425,78031,349416,16383,590309,365,0,974539,1502109,1509853,1659344
92,78.114,504,64066,372203,14114,578739,394,1,876750,1556708,1563196,1567665
93,93.7416,464,108153,411554,12183,534161,319,1,1081567,1111928,1114510,1184783
94,93.4212,423,68777,443665,11966,545785,305,1,1064843,1195765,1199832,1675533
95,80.4617,488,54761,434675,13175,578122,343,0,940578,1566386,1570647,1635951
96,79.7906,417,66056,417321,14281,575088,348,0,905130,1580768,1598882,1604511
97,98.4095,440,138656,425732,12458,539230,306,0,1116685,1242327,1245130,1248476
98,97.7605,424,86291,458274,12309,555373,324,0,1117750,1142897,1144251,1146993
99,82.426,414,76763,449985,13074,571378,373,0,978481,1567235,1654428,1661502
100,82.1368,377,69283,477099,14349,572496,342,0,947693,1632468,1633614,1635695
101,84.6387,9742,47519,501596,13898,571240,349,0,954080,1636857,1648828,1830434
102,83.1337,504,74349,482369,14507,568963,331,1,951731,1612536,1627627,1634522
103,84.1081,517,73632,503204,15172,570186,328,1,998748,1656991,1671457,1676736
104,85.105,409,72421,504775,15506,566456,341,1,1157003,1592563,1674422,1677178
105,83.4356,463,68151,532262,13796,569950,379,1,991339,1673191,1688374,1696089
106,86.4117,392,57861,541963,13403,565343,345,0,1183925,1578960,1704483,1711434
107,86.0763,478,72783,549081,15622,564624,326,0,1018152,1686386,1696438,1698708
108,87.1024,501,63779,566663,12670,565046,329,2,1209386,1698314,1706251,1712325
109,87.4297,414,70634,571971,14720,564969,366,0,1233096,1633926,1698886,1700031
110,87.0896,7328,76383,573173,12923,565917,324,0,1244490,1661158,1740460,1746972
111,86.2714,6249,65607,605614,13808,576494,353,1,1266464,1569846,1798577,1810447
112,87.8948,6233,68656,571030,13360,591647,396,1,1252300,1524658,1815188,1838608
113,88.3734,6947,60758,614925,13738,584502,341,0,1294030,1563706,1830334,1836444
114,89.0542,3027,62364,622678,13002,560806,338,1,1257856,1683795,1685747,1686811
115,89.3768,7690,58274,638741,12797,576484,366,0,1293484,1598141,1804496,1818640
116,89.863,4974,67343,629719,12946,587321,340,0,1310599,1563879,1835313,1846802
117,90.4217,11358,75426,632701,14273,562945,333,0,1206129,1730266,1811122,1844298
118,91.0344,419,59320,650664,13660,589200,366,0,1320163,1568362,1861763,1873871
119,91.3811,6541,67937,644108,13731,597423,389,0,1328703,1535444,1885906,1962918
120,93.0874,514,63610,694293,13056,564556,309,0,1350017,1689081,1751983,1757276
121,92.4238,438,70442,693457,13490,560865,364,1,1349833,1713366,1715001,1720190
122,94.0964,423,80648,699033,12930,570027,347,0,1383360,1690419,1774121,1777892
123,94.7278,540,55555,735569,14913,569895,421,1,1393346,1689544,1814861,1817997
124,93.7388,21320,50707,711834,13259,559238,364,1,1360919,1728564,1862879,1944123
125,94.7397,14261,66120,706427,14082,562604,383,1,1364518,1754841,1900340,1923927
126,95.4154,524,63886,750920,12627,569402,352,0,1418625,1723294,1777045,1780046
127,96.3862,485,70312,763798,14100,572023,348,1,1439898,1726604,1815342,1816865
128,95.4117,570,82412,766456,15863,567020,377,0,1449061,1801177,1807979,1812591
