Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,22.9812,384,5181,272,247,37280,48,1,43086,43778,46503,47423
2,26.7994,430,6381,30304,166,36648,43,1,73946,74890,75269,77324
3,32.1261,449,6647,38560,232,46305,48,1,90157,94351,127151,128407
4,36.4383,441,6993,46771,302,54328,48,1,106435,142499,143670,160389
5,38.4357,501,12374,54607,361,60338,57,2,123020,174177,175920,177005
6,40.7385,554,12470,64757,420,67532,60,1,138398,192135,193312,196105
7,42.2114,584,14074,72082,469,75046,66,1,153467,207612,210461,220724
8,43.9268,646,14785,82845,521,79745,73,1,169861,225502,226788,239174
9,44.7098,857,14977,92648,560,86290,75,1,188930,241570,250692,256712
10,46.8666,934,18879,80384,821,107370,85,1,232050,256024,266542,270136
11,48.7236,430,19810,104599,719,101500,80,1,250737,280698,284174,287748
12,48.1889,1344,18488,110871,822,108445,87,1,263031,295677,300084,316827
13,50.8963,438,22724,120977,875,115258,86,1,285976,300366,302013,313359
14,51.8745,444,24814,110638,1102,130490,96,1,291730,314246,331930,351303
15,50.7547,2827,22532,129424,960,127417,95,1,312087,327731,338805,375762
16,52.7616,2375,21445,112676,1305,155831,112,1,318448,353994,356998,433804
17,56.2003,425,26242,99881,1588,178768,121,1,329487,354977,364249,366264
18,53.8763,439,23933,165336,1076,139777,101,1,359275,383914,397473,410416
19,51.8606,430,22331,178890,1356,141153,103,1,373752,399736,404876,422027
20,57.836,430,21000,156539,1799,174576,120,1,382568,410175,412604,432123
21,56.1653,437,31348,175908,1538,164496,114,1,394516,429989,439878,446148
22,54.8599,422,30509,209767,1313,147759,101,1,410198,425487,437515,439344
23,57.8751,434,30966,193138,1561,174901,112,1,422704,441724,443442,507297
24,59.1788,446,24750,243767,1587,150649,111,1,442736,460238,464926,465585
25,54.5129,436,33255,220936,1465,174806,113,0,454076,470715,478124,480786
26,56.1952,456,29467,249526,1574,167158,116,1,470367,497768,499139,508206
27,56.8466,445,23877,228912,2050,207282,138,1,482990,513784,515489,517944
28,59.2027,456,28407,229563,2311,205064,138,1,486686,524967,528827,529870
29,61.5113,408,28314,225288,2468,220714,142,1,487349,533461,536139,597446
