Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
30,62.515,415,24769,222357,2949,258217,153,1,526884,552751,554903,557207
31,65.5043,457,32916,110882,3362,341692,219,0,522292,565720,569499,571675
32,56.8384,478,22803,319747,2567,189978,124,1,564613,573643,576973,596215
33,58.13,382,31862,210261,3327,287599,175,1,560577,567506,575301,641769
34,59.0157,3883,20192,276160,2756,242583,147,4,588163,616190,624661,636604
35,54.5181,447,31462,317043,2042,228490,138,0,606560,619145,619518,622593
36,60.6315,420,27286,266780,2800,283844,166,0,608674,635794,643342,658241
37,58.1788,406,31866,352225,2021,215518,136,0,623489,648558,649318,651223
38,63.6335,452,23956,310325,3404,292907,179,0,646436,708955,872227,875290
39,61.2853,3882,27715,322838,2525,242410,156,0,648211,666972,677435,682789
40,61.9199,383,38697,118465,4983,479582,255,0,665374,683183,702165,705163
41,63.8385,401,31894,317229,3142,300984,171,0,681779,719168,721126,864328
42,65.419,970,26240,298920,3168,317409,188,0,668172,680567,683001,694875
43,61.8473,399,38917,387061,2439,257288,163,0,708464,735866,738317,884985
44,68.4975,415,39348,372935,2898,284906,167,0,731352,753744,755916,759253
45,63.6394,400,30537,364019,2954,310859,176,0,737649,752425,772763,775058
46,63.6903,360,34349,281631,4543,416355,214,0,756058,779928,786888,789582
47,66.0909,411,41962,317310,4704,377105,197,1,746528,806096,808996,1075566
48,66.6911,546,26877,380888,3760,330681,189,1,766661,794773,805872,1041814
49,66.4018,423,28801,343619,4370,363899,204,1,767494,782108,783500,787154
50,53.1973,356,33116,297951,4108,429501,222,0,801265,832514,833813,837490
51,55.8397,15955,26775,196839,5782,487161,254,1,802422,826139,837047,862801
52,66.8795,797,29988,424141,3997,341443,189,1,805355,854589,858549,1131589
53,54.5199,369,37679,299732,5361,468603,243,4,847012,853169,854573,860113
54,74.7416,370,38511,310907,5391,457337,269,1,832811,871720,914492,918474
55,56.1992,376,41116,395547,3623,408366,212,1,859272,878136,883947,1248873
56,58.5326,397,51722,358965,4167,442009,240,0,888763,902564,922205,925552
57,58.1932,363,39605,330207,4483,468960,252,0,865268,895367,911992,913517
58,59.8583,403,48271,393385,4393,441855,268,0,929819,948784,956858,959315
59,59.8391,1130,37291,416460,4728,440282,237,0,933062,966718,969056,1057082
60,61.8481,391,43176,388737,4386,472934,246,1,939602,949412,973010,975325
61,62.1756,354,55703,273478,6036,569545,282,1,920011,942401,942738,944055
62,64.513,867,47367,392904,5893,480208,242,0,959991,1010112,1014145,1048451
63,64.1466,382,34543,548578,3512,368209,198,0,991226,1006930,1025902,1028296
64,64.5073,697,51687,367481,5191,513264,276,1,964339,981637,985286,987528
65,66.7814,356,53009,261599,7244,645917,435,0,996852,1005177,1008818,1018469
66,68.4881,408,41465,589500,3236,342960,185,1,1016610,1041157,1152227,1154454
67,66.5908,12419,35645,95928,14382,791216,337,1,984912,1012324,1031949,1071986
68,69.4864,419,58947,541461,4623,410678,217,1,1025167,1176238,1177825,1179084
69,70.4924,424,54398,475292,4887,481308,243,0,1040830,1088417,1089191,1090549
70,69.0578,435,85292,270892,10095,707964,377,0,1135607,1159237,1160319,1190064
71,67.1615,416,47658,126928,13822,810489,367,0,959721,973710,1019828,1829162
72,71.814,476,44582,494304,5782,527667,275,0,1073013,1081752,1085612,1094409
73,72.8132,474,66704,473404,6159,531719,307,1,1079417,1089066,1090157,1092875
74,73.8189,368,52087,498335,5080,537203,297,0,1093476,1097605,1100665,1105349
75,74.8003,468,51546,502849,5669,542390,283,0,1103153,1109054,1110186,1112532
76,71.7929,379,63715,213020,14750,789399,372,0,1001485,1112695,1868504,1871095
77,70.8208,1789,55225,237167,13980,780279,392,0,990360,1128833,1841557,1895082
78,68.0478,460,57762,238819,13359,779777,389,1,1020728,1132651,1860982,1893182
79,80.1309,376,82414,309194,12571,718056,348,0,1158228,1172259,1201029,1203758
80,72.3923,655,62035,290910,14071,768585,358,0,1035828,1856256,1883874,1927826
81,72.4845,1512,49756,321932,14558,767278,359,1,1042242,1894330,1910796,1919449
82,73.8127,399,62266,324268,14619,760794,319,1,1071460,1860438,1862112,1958258
83,72.4678,1688,61897,328652,14158,769475,342,0,1076797,1882931,1942730,1947013
84,73.625,745,63344,346057,14294,757446,344,1,1048747,1908076,1912308,1915395
85,74.1322,1311,57419,365511,14285,754862,338,0,1058872,1907127,1920067,1929579
86,75.7879,3778,66223,386798,13257,748757,360,1,1094130,1896823,1959986,2026529
87,74.1297,1214,58724,388012,14559,758799,329,0,1105006,1898065,1963193,1984910
88,75.4566,1066,63156,417548,13706,751354,351,0,1098272,1931041,1963588,1968745
89,77.469,418,47134,460287,13476,740553,362,1,1125326,1911650,1917690,2001463
90,76.4558,1136,62452,444933,13274,740587,331,0,1094406,1950081,1957072,1963700
91,77.1119,2304,57031,469924,14400,742896,347,0,1109349,1972334,1977336,1984355
92,77.4582,978,74611,457744,15358,739647,351,0,1110698,1967690,1976220,1989702
93,77.452,433,58002,511029,15022,739903,348,0,1163153,2010972,2014776,2026069
94,78.7802,978,60648,507773,13999,731608,350,0,1116085,1973198,1977335,1982473
95,78.4723,516,71846,518203,14906,734594,337,1,1168032,2017977,2032644,2046052
96,72.0696,8224,74620,615575,7701,670825,345,0,1360381,1416620,1549742,1565819
97,79.12,1624,62173,561148,13798,731173,330,0,1201049,2041922,2067069,2074931
98,79.7976,1363,80549,553113,14521,728300,350,0,1192078,2044576,2055679,2063797
99,80.114,929,57659,594846,14629,731609,333,0,1216704,2074161,2079348,2094286
100,82.1231,440,75186,601319,13268,728284,325,0,1232206,2032215,2096115,2114507
101,82.0779,466,58656,635323,14126,721994,328,0,1187304,2043067,2049232,2054122
102,66.8026,485,71417,541744,15007,816083,416,0,1380199,1945664,1947508,2239734
103,84.4578,609,55312,657364,14304,720817,327,0,1238964,2009147,2095334,2099563
104,82.7663,1229,61069,668131,14485,722145,330,1,1248134,2086651,2098572,2106393
105,66.8477,364,82354,559246,15512,815079,373,0,1425852,1928750,1931018,2294192
106,83.4556,466,69662,684959,14394,722738,329,0,1258726,2114532,2117891,2122257
107,84.1232,469,70423,699356,15156,720498,349,3,1278179,2110935,2149667,2158285
108,83.446,1936,43403,717377,14833,723403,325,0,1297242,2156168,2159490,2171612
109,66.0166,535,64412,734626,12958,718158,338,0,1539042,2016945,2161584,2170098
110,66.8271,479,90516,626921,16722,818673,373,0,1481329,1943888,1945178,2338410
111,65.7728,443,60900,779468,14337,716985,339,0,1575888,2115005,2129922,2138482
112,67.8309,713,67902,659852,17945,806717,380,1,1533521,1887057,1890120,1903469
113,65.8445,17400,33806,732793,13170,763978,348,0,1593050,2027776,2077315,2347485
114,62.8552,501,62502,772478,13645,748588,359,0,1624112,1920452,1924781,2313304
115,66.5937,489,51768,829443,14075,712417,337,0,1615083,2143511,2147651,2152429
116,67.1567,27859,64323,729079,15151,814091,365,0,1766212,1957815,1959945,1963520
117,61.6249,583,112359,714350,14167,784325,361,0,1654843,1871066,1874513,2396389
118,59.8756,1011,72703,807145,13832,751692,416,0,1641154,1885237,1888540,2415273
119,63.635,13850,55059,796493,13745,775314,442,1,1595200,2000122,2005512,2480012
120,61.8825,475,59025,833383,14113,770217,350,0,1693874,2006377,2337862,2346858
121,62.1372,489,51725,879151,16341,759019,399,0,1741077,2068391,2296704,2302755
122,62.3812,442,84150,829127,13911,768602,372,0,1710618,1982855,2356721,2367845
123,62.0983,506,71856,950739,12099,707962,365,0,1769318,2323510,2335544,2345318
124,63.1327,558,52484,897453,14272,769875,352,0,1756421,2007457,2383323,2390302
125,63.1137,490,60807,907662,14495,769334,386,1,1771794,2039157,2376892,2380622
126,63.3591,477,64166,926492,14115,759373,355,0,1789024,2095869,2329470,2331637
127,63.6073,529,59827,950285,14199,758952,350,1,1812202,2287681,2290474,2299225
128,63.8646,554,58170,962941,14203,757252,364,0,1819573,2290197,2309218,2313754
