Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
54,55.2013,457,40850,549444,4113,532922,204,0,1158760,1167953,1169091,1170606
55,54.8653,549,41004,513635,3935,546551,216,0,1106045,1110583,1113049,1115314
56,55.8657,396,35649,525303,4433,554406,220,0,1119611,1124988,1128783,1131529
57,56.8528,439,35030,530721,4223,559735,217,1,1129958,1135085,1137432,1139171
58,57.8627,415,34721,536138,4561,571920,259,0,1148169,1155637,1156698,1161377
59,59.8536,370,39956,450315,6018,725654,269,0,1248368,1252529,1252959,1254592
60,59.5224,363,57951,184324,8671,1018417,362,0,1276092,1329265,1332154,1333348
61,46.2568,385,31683,599173,4633,639564,244,1,1258838,1336230,1382764,1384827
62,47.1053,368,42878,572318,4104,650244,233,0,1269971,1273046,1274240,1275520
63,47.5668,401,47273,583776,4649,646696,256,1,1283600,1288341,1289506,1291856
64,48.4406,394,33416,603998,5207,659146,249,0,1302597,1307065,1309039,1310156
65,49.4372,460,34046,602770,4885,674915,252,0,1317299,1322134,1322654,1326395
66,49.2611,381,36725,633796,5304,653016,260,1,1328625,1338020,1342194,1344656
67,50.7784,401,59455,596175,5136,681384,266,0,1342859,1346997,1348825,1351794
68,50.931,1581,43827,687800,5112,701228,263,1,1419667,1426996,1778624,1795335
69,65.496,383,51114,130097,14886,1157423,346,0,1311611,1330141,1385222,2515940
70,52.935,376,48087,635594,5808,701891,298,1,1392186,1397989,1399063,1400563
71,51.5871,1542,47337,628550,5437,717573,271,0,1399717,1410594,1412890,1414457
72,53.0914,1462,42559,676694,5330,702113,262,0,1412664,1422774,1430368,1747932
73,53.751,382,78101,626519,4715,714081,285,0,1433550,1451525,1818844,1820321
74,49.6185,427,37713,715794,5615,747762,258,0,1506683,1515027,1517191,1523644
75,55.8971,355,56053,668194,6495,728574,296,1,1460024,1465240,1470945,1474006
76,50.7221,395,45880,640778,9095,855447,291,0,1526213,1904482,1906996,1909639
77,50.9043,503,54453,622816,5865,862268,305,0,1543682,1558063,1560950,1565793
78,51.7158,428,88666,632278,6378,827535,293,1,1554818,1564881,1566089,1567244
79,52.9005,399,50559,593464,6898,914525,331,6,1566001,1572345,1573438,1576597
80,53.7202,406,53773,695904,6109,823674,300,0,1585100,1593048,1620334,1626112
81,53.7106,2150,49747,684972,5890,847735,305,1,1590553,1596837,1601624,1608154
82,52.9161,400,47230,707325,6540,846725,304,1,1619040,1630731,1683848,1687595
83,55.1455,439,91844,606820,7248,929205,352,0,1637597,1643298,1644068,1647605
84,55.7144,396,97381,664817,6149,876208,334,0,1645663,1650952,1651267,1652613
86,44.3235,1776,57200,771131,6661,885188,320,1,1734315,1772971,1776048,1779785
88,45.5184,1967,76798,739640,6135,905109,338,1,1777744,1865352,2313246,2324947
89,44.4369,440,66563,785594,7384,920607,361,0,1780982,1789194,1790273,1791886
90,52.1031,369,67027,604185,14961,1078304,360,0,1517061,2691411,2724405,2731650
92,46.9282,571,91542,712842,12455,969509,319,0,1822055,1864612,1865077,1866881
93,46.4203,2582,66044,835493,8236,929709,330,0,1842561,1849072,1852306,1857121
96,51.0887,490,73973,800635,13198,973023,308,0,1589088,2725139,2787844,2789010
97,48.4283,3709,64241,835575,8662,995133,378,1,1907596,1918989,1922426,1925499
98,51.9201,387,87212,824367,12954,982890,306,0,1718849,2641480,2908622,2916242
101,50.8969,462,70221,869184,9773,1012370,323,0,1968498,2013398,2014210,2017345
102,49.6765,22780,67033,767357,13420,989190,343,1,1982869,2107324,2131972,2154131
103,49.283,425,74457,899340,13527,1007979,323,0,1702995,2754406,2894462,2897760
104,52.1233,489,71644,924929,13061,1009498,338,0,1806073,2696348,2993301,3010156
105,49.4971,468,71782,925901,14103,1009315,314,0,1747289,2740022,2933752,2940197
106,52.8782,367,56377,980008,12543,1008313,357,0,1846277,2685334,3033923,3035921
107,55.5151,8024,71020,1006303,12386,969273,317,0,2066107,2708540,2998671,3003665
108,53.6649,9825,69660,1022992,15384,1025222,330,0,1924675,2693767,3114322,3127779
109,53.9023,388,72195,1026018,13615,1022091,336,0,2148904,2696175,3110081,3118882
110,56.711,586,47915,1068432,13645,1023909,337,0,2163246,2610585,2615858,3219804
111,57.0642,482,75037,1093142,11931,980485,400,1,2170091,2705497,3098225,3101269
112,47.9275,590,71589,1092976,12790,997828,331,0,2196184,3013096,3022293,3030364
113,55.9014,12803,53888,1079508,12598,1038258,337,0,2203455,2648015,3195556,3207231
114,60.3839,640,49012,1068808,15166,1079908,343,0,2242478,2669843,2673527,3221896
115,60.6359,429,62051,1061641,13318,1089549,357,0,2255414,2621523,2625672,3267924
116,56.3053,382,81826,1125550,13470,1026283,358,1,2259644,2714292,3183270,3188048
117,61.1304,413,70065,1086515,14579,1089358,350,0,2279664,2648237,2652914,3282885
118,61.3842,465,62576,1111981,14210,1090368,352,4,2303079,2645829,2649775,3284458
119,61.6271,448,53119,1131610,13475,1100350,354,0,2322408,2609271,2612489,3342021
120,61.8797,465,58953,1133420,12775,1097829,349,0,2319283,2614304,2616931,3331144
121,59.1087,420,88782,1170021,13612,1059735,345,0,2350086,2658592,2661572,3315367
122,58.3819,20065,49784,1250234,12075,1024523,342,1,2383563,2681024,2689940,3343751
123,47.771,477,47337,1332037,13673,1014748,357,1,2443776,3159862,3173256,3181345
124,47.6035,529,65631,1330699,12600,1010629,326,0,2442037,3130634,3136516,3147586
125,46.5916,495,77909,1347590,14241,1002882,350,0,2489222,2989060,3150893,3155469
126,60.107,453,62491,1286175,13581,1049876,337,0,2423029,2740153,3318994,3329505
127,60.7023,856,66321,1315676,14598,1076224,353,0,2496514,2722970,3406387,3415963
128,48.6044,396,70039,1391533,12281,1012438,343,0,2510555,3160314,3180999,3193363
