Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,24.5339,377,6400,264,269,33242,37,1,40443,42027,42289,44751
2,29.9633,423,6559,26260,160,32764,38,1,66124,66859,67610,70467
3,36.4482,441,9886,29927,233,41141,44,1,80112,81660,112651,113390
4,40.777,489,9970,37988,304,48204,49,1,94674,126687,132281,143591
5,43.5972,480,10126,49192,356,54045,54,1,109786,156153,157098,158461
6,45.2454,540,12497,55269,413,61129,61,1,124354,172220,173689,183984
7,47.2579,587,14154,63341,472,67377,65,1,138878,186273,187185,188545
8,49.1517,805,19866,57969,602,81003,72,1,155059,201565,215084,226654
9,50.8008,1002,16622,77071,572,78589,76,1,166844,215152,225217,231625
10,51.836,1051,16809,77466,722,90098,83,1,204820,230318,248448,273444
11,52.8434,439,17316,85420,779,96100,85,1,192492,243710,253456,274017
12,55.0866,1491,21352,73771,1011,112599,93,1,212984,275256,284231,286545
13,59.1708,425,19886,99921,955,108042,87,1,252838,270331,281136,290642
14,58.8161,456,21051,121102,893,102459,91,1,268297,285228,290924,297308
15,58.1886,429,21874,108418,1306,122882,101,1,276901,304703,327542,347758
16,56.5287,2496,19733,133033,965,109002,94,1,292865,309041,314939,329120
17,58.8357,433,24789,139199,1184,118587,94,0,310212,323437,331902,346363
18,58.8312,408,24520,147645,1160,123180,96,0,318003,329173,329590,338568
19,60.8251,436,21163,170365,1275,119450,99,1,338755,351627,364824,379686
20,64.4983,427,25866,158623,1453,133394,105,0,336631,363709,370880,409159
21,64.4593,445,22076,159905,1525,148240,114,1,359664,373583,377032,382507
22,63.8301,412,23642,170664,1591,148018,111,1,363494,383531,404281,406209
23,61.0238,2408,26042,159604,1567,153162,118,4,375126,385523,416460,430394
24,63.8445,407,27602,191687,1587,150107,115,0,392069,415045,418065,418607
25,62.4969,431,25834,218273,1734,141770,110,0,416778,422540,423265,428795
26,67.4951,438,37166,183409,1866,169921,133,0,410221,424550,426650,430825
27,60.1317,4530,22201,133721,2969,238185,170,1,425500,469839,477718,494777
28,68.1121,404,29440,176889,2696,215850,137,0,446135,461343,478633,480867
29,62.1897,406,36360,122779,3070,262162,187,0,445953,462895,464147,464802
30,65.7115,4140,27061,133568,2760,259930,170,1,455924,473259,498634,502934
31,65.8227,404,27815,224785,2209,204156,141,1,480661,501291,504102,518160
32,67.4315,451,22466,274908,1999,170009,124,1,490723,505627,510180,512918
33,68.1742,454,33348,235725,2606,209100,149,1,499773,544186,588972,649176
34,70.1618,470,32624,200687,3294,260890,169,0,513362,556123,557878,559279
35,73.4672,458,24472,260635,2897,220847,146,1,529428,541710,632699,637375
36,72.4672,408,24511,247360,2840,248401,163,1,544069,554195,556539,558383
37,64.8317,441,27544,313308,2306,188960,130,1,552804,582119,591998,598341
38,76.139,436,31386,249768,3175,260547,174,10,561955,597794,770395,774461
39,64.5042,452,27380,318420,2605,220237,163,1,586967,610682,617565,690949
40,79.1333,396,69906,189880,4532,299739,187,0,580091,650850,659219,661469
41,72.178,395,39971,302102,2266,209776,145,0,581425,595812,631183,633574
42,66.8211,397,47571,315477,2594,222161,148,1,618544,677566,679788,680511
43,67.8503,451,40879,312747,3863,249631,168,1,635904,710706,713643,714431
44,67.5101,402,38694,334200,2975,248874,158,0,648574,676032,680642,683084
45,70.4979,1489,36833,299890,3392,288957,184,1,653218,670215,674963,677333
46,72.1646,375,50070,325713,3274,269190,164,0,673263,699176,759356,760228
47,72.8324,414,46301,277573,3637,303709,196,0,647855,672660,676311,678416
48,73.1481,372,32022,360461,3377,276903,177,1,696286,708213,721168,723996
49,77.1265,413,36030,320759,3565,308041,204,11,696590,706160,708369,710984
50,68.4969,403,37670,411105,3202,242219,156,0,715355,738078,775190,781738
51,69.4877,360,39387,359411,3199,286529,187,0,713701,759511,768918,772163
52,71.1493,477,38731,390810,3452,275879,183,1,738963,773195,789733,791928
53,81.77,406,32945,343038,4217,335062,220,0,746118,769588,778256,782784
54,76.1314,382,32019,409554,4949,321142,197,1,784363,936739,980304,982896
55,76.4601,408,30894,464581,3311,262962,170,1,790932,811958,825087,829175
56,77.1521,375,38433,424712,3570,290752,193,1,790734,823890,858404,861118
57,61.1748,399,58196,117410,8204,589026,364,0,814993,821009,821776,823522
58,61.1837,395,45139,336424,4947,396323,230,1,815813,828049,836242,837380
59,62.4919,403,36983,354891,5384,402894,268,0,851837,873903,877016,879324
60,62.4955,385,44201,279478,6424,460756,343,0,831339,842619,846974,881667
61,62.8137,379,52971,272999,6600,472085,276,0,831792,839000,840809,842195
62,63.5115,382,34740,373272,5180,411722,263,1,851915,859666,864593,867712
63,65.4843,392,55265,136612,7085,667634,420,0,878175,1055233,1060810,1061903
64,66.1709,385,42586,389132,5263,416575,279,0,879795,902171,904257,905706
65,68.1609,411,60134,235127,8436,557232,315,1,906607,919609,922630,926764
66,67.8263,402,59134,361209,4823,446957,262,0,895291,908558,910775,912530
67,68.1591,374,63461,368429,4921,439245,263,0,906367,913078,944511,946481
68,68.7289,418,53327,365777,5124,470488,301,0,908804,914125,915741,917218
69,75.3272,607,66405,174942,13838,661994,345,0,920308,1075272,1080604,1081956
70,74.6868,399,73797,181353,12949,641301,371,1,925755,990182,993500,998166
71,76.1377,367,63239,192918,17978,655986,332,0,935257,1022319,1026987,1037727
72,73.383,364,43409,422471,4972,454980,273,0,949872,962477,962955,964218
73,74.3961,449,77045,386131,4998,492735,287,0,963719,1005710,1013652,1130304
74,74.7931,369,61529,448591,4903,461660,264,1,967946,1068356,1073345,1235574
75,77.1365,389,73753,299628,14883,628692,328,0,999915,1178548,1182352,1183610
76,77.7843,423,70491,424268,5506,478085,289,0,999947,1037434,1039675,1047692
77,72.4839,373,50977,231946,13828,678891,376,0,897296,1011943,1669261,1678205
78,80.1237,662,59981,586150,5008,380355,233,1,1040568,1075779,1156808,1164340
79,80.4565,416,93452,308336,17429,635246,326,0,1055243,1182763,1188222,1191898
80,81.7894,385,69655,607167,5225,376650,226,1,1089231,1105477,1109310,1117434
81,82.4493,438,75276,321158,14764,630680,328,1,1063577,1075074,1085180,1093784
82,72.4441,386,69003,273488,14371,687004,376,0,942636,1707304,1712185,1718479
83,73.8047,468,70561,296415,13307,678262,381,1,957798,1685176,1709425,1735685
84,74.1545,397,76730,295012,12946,672541,314,0,942637,1686203,1697220,1719234
85,75.1417,404,53696,343363,13541,666762,328,0,973894,1686399,1696671,1750720
86,74.4823,380,76318,323305,13708,671143,319,0,958060,1710941,1732931,1735588
87,75.1421,400,68414,341191,13349,667512,392,0,957894,1717188,1727978,1730058
88,79.8097,502,66978,419423,11434,637725,343,0,1121301,1569496,1574570,1783021
89,80.4237,3723,57282,406712,15932,637690,335,0,995464,1729860,1755595,1781405
90,75.8,4287,64244,382995,14269,665625,315,0,996661,1712913,1717767,1778098
91,93.7534,448,85272,457397,12239,610661,321,0,1183685,1237312,1240583,1845593
92,77.0507,454,58002,441274,14459,660313,364,0,1058081,1718185,1828256,1837668
93,78.8474,3624,61432,440564,13347,657046,320,1,1085581,1671789,1845312,1860087
