Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
94,82.2254,428,93714,434613,13701,646885,357,0,1206000,1718097,1722824,1831236
95,93.7406,493,95192,474352,12323,614999,374,0,1221984,1660306,1666701,1889911
96,80.775,745,81519,462801,14507,647630,327,0,1054716,1743059,1819623,1822450
97,78.8535,4113,72214,504760,11888,614646,344,0,1140767,1673121,1679373,1909988
98,81.1208,366,64122,511053,15450,645691,411,0,1051144,1791147,1814957,1820994
99,82.4424,485,82922,507354,13513,645304,353,0,1095870,1757986,1855805,1858765
100,80.7884,2163,59787,530120,14487,647946,630,0,1080014,1838938,1852900,1855494
101,83.4629,496,71204,535849,13676,640453,350,0,1093905,1854621,1856702,1860939
102,82.11,491,77658,556891,13946,644463,337,0,1089922,1850130,1854537,1938156
103,83.436,1464,52658,599378,13386,641902,320,1,1073649,1842539,1847096,1852406
104,84.136,493,62719,598262,13113,641434,345,2,1087674,1831774,1850605,1852682
105,83.4556,613,69235,595950,13307,644002,325,0,1111020,1873215,1874592,1876705
106,85.7712,443,76021,607171,13519,637045,388,0,1346928,1814242,1885356,1890250
107,84.7756,409,89084,603432,13652,638953,334,1,1133746,1876329,1898392,1903466
108,86.0999,7728,55389,638483,13562,637231,330,0,1344805,1853654,1864161,1873428
109,85.7848,416,69809,637925,13121,640506,352,0,1401353,1901940,1917425,1919328
110,87.0972,511,78623,656433,13015,637948,340,0,1387731,1867645,1903989,1906768
111,87.0883,450,80481,663878,15014,638209,339,0,1415284,1888760,1895657,1898109
112,87.4199,490,58253,708615,14931,638083,322,1,1434733,1904898,1906140,1908735
113,87.7674,435,66827,701729,15393,639623,363,1,1438950,1910372,1913530,1916698
114,90.0966,475,65138,716437,13092,636776,376,0,1437449,1863578,1942742,1944539
115,89.0847,9906,60574,737900,12393,636017,361,0,1453080,1930176,2097110,2142119
116,88.42,448,72020,723451,14513,636102,321,1,1447000,1935897,1940804,1947578
117,90.7612,496,55391,763880,13467,635869,376,0,1476701,1922102,1925160,1933881
118,92.4039,587,56413,766905,13729,634376,319,1,1486159,1883853,1953230,1958280
119,90.7696,525,63450,772834,12760,632059,338,0,1495945,1929419,1936945,1942534
120,93.0831,5228,48168,818374,12655,635305,364,1,1523414,1970474,1989244,2066488
121,92.4132,404,110980,747424,12676,634530,340,0,1509647,1944287,2003570,2006985
122,91.7529,498,78029,782550,14267,633202,325,1,1518183,1960481,1968960,1970473
123,92.4217,459,78597,789967,13472,635176,332,0,1529167,1953064,1955526,1957179
124,94.0812,547,86782,794340,14112,633033,349,1,1535202,1944792,1949833,1952311
125,94.4223,436,66419,834421,13207,635947,399,0,1561054,1958187,1963284,1965775
126,67.1381,22236,53709,778058,14066,700134,395,0,1667943,1719890,1781466,2228171
127,63.5038,22619,58906,802496,13856,727670,384,1,1614979,1772999,1805756,2289774
128,63.8337,28337,54379,788065,14209,732356,386,0,1598723,1784774,1808941,2287007
