Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
32,23.0015,5736,33301,336494,3760,937267,279,1,1407438,1464494,1467687,1470052
33,23.3072,450,42877,582057,2817,775739,220,1,1475929,1547885,1551590,1560850
34,23.6416,469,31644,581508,3328,814953,237,1,1496331,1560127,1562559,1566059
35,24.9726,490,34400,313818,4230,1085601,299,1,1509762,1574771,1577622,1580056
36,24.3519,476,41293,680535,3418,735141,220,1,1461122,1465041,1465847,1467907
37,24.846,1364,36271,689111,3531,772753,242,1,1503554,1509913,1510446,1512600
38,25.3465,464,38900,679987,4166,810977,240,1,1534410,1540902,1543969,1545388
39,26.0931,441,37932,701835,3691,811042,229,1,1554199,1562296,1564987,1569120
40,26.7218,469,42702,702755,3828,829100,259,1,1578946,1583048,1584302,1585651
41,23.7992,410,37885,276874,5163,1362526,356,0,1764276,1831944,1833896,1837523
42,22.0288,5744,44005,490131,5151,1206567,345,1,1828292,2052759,2056598,2061595
43,22.8292,6232,37992,374040,5977,1325442,331,1,1878104,2078463,2085538,2105643
44,23.3965,431,49940,589727,4871,1172100,287,1,1939316,1964067,1986503,1990620
45,23.5249,400,44480,268810,5435,1516248,348,0,1905612,1919912,1922735,1927631
46,23.1976,463,30443,881998,4330,926387,257,1,1843620,1847195,1848928,1850083
47,23.2016,423,56499,880794,4108,925446,259,1,1867089,1872652,1874639,1877751
48,25.0928,7413,44721,564143,5249,1314368,337,1,2026492,2045967,2048592,2176554
49,25.2523,2861,37206,818297,4585,1082299,295,1,1956223,1966223,2126431,2128969
50,25.956,10088,47113,428360,7048,1491201,407,1,2038544,2122887,2126040,2132937
51,25.4603,4896,40778,933648,4558,1004087,270,1,1990373,1996575,1998350,2001794
52,26.2927,5072,32447,941408,5216,1037797,267,1,2031138,2100570,2101427,2103546
53,26.457,7644,35349,960269,3682,1042842,289,2,2054420,2060592,2064504,2068049
54,26.9579,6869,39423,991174,4851,1039461,269,1,2082420,2091629,2093858,2096791
55,27.4577,5928,32850,1018545,4782,1050503,261,1,2115186,2123015,2123757,2124483
56,27.9562,7782,43516,1017254,4535,1069618,249,1,2149334,2154094,2157166,2159796
57,28.4575,419,49498,936997,5524,1256666,301,1,2249537,2256069,2258714,2263479
58,28.9571,574,35664,930577,6376,1300086,368,1,2274001,2281078,2282291,2287641
59,29.4543,450,37873,1078243,6321,1106850,297,1,2230072,2234412,2235112,2237343
60,29.941,422,58574,1069559,4690,1125088,254,1,2258344,2266420,2272041,2272635
61,30.4566,433,38785,1106586,6047,1138816,281,1,2290098,2297720,2299208,2301992
63,26.6784,390,44173,549507,7831,1849872,488,0,2558425,2595094,2597798,2600574
64,25.5379,9688,54724,764149,7092,1689756,403,1,2479762,2696575,2714103,2731731
65,26.1076,10073,61820,643404,6787,1791227,442,0,2519560,2525501,2529475,2532510
66,26.6,447,43944,900737,7581,1625524,363,1,2561384,2705362,2738316,2744507
67,26.8444,444,80393,869969,7040,1615399,369,1,2574056,2579712,2580905,2584635
68,27.3453,424,51555,923895,7634,1603555,374,0,2602960,2609571,2647589,2651344
69,23.196,18720,66347,887363,6832,1575394,402,1,2702104,2849250,2854365,2891938
70,23.4862,17433,46742,906364,6515,1598073,369,1,2730111,2847832,2884242,2897094
71,26.3417,1121,48715,430362,15246,2140824,421,1,2530114,2690473,2755275,4833539
72,23.9746,629,67472,1011693,9446,1690793,391,1,2778574,2792913,2794354,2797232
73,24.7242,10874,56994,1027487,6547,1714251,391,1,2822496,2829241,2829658,2832234
74,24.6432,6958,46153,1280398,6071,1438371,371,1,2778870,2793979,2795260,2798381
75,24.9713,2789,65239,1243805,6180,1566013,373,1,2885896,2891163,2892109,2897309
76,25.4712,474,53507,1142467,11422,1709361,429,1,2916831,2926706,2929277,2931132
77,25.8459,466,64101,1158166,6903,1701307,432,1,2944500,3002511,3006109,3007060
78,25.9731,7085,55486,1293444,6129,1613500,402,0,2977524,2985308,2986459,2990511
79,26.3046,514,55557,1350754,6154,1512241,376,1,2925587,2933860,2935813,2939073
80,26.635,3518,67390,1226270,8264,1722888,457,1,3029267,3035598,3041197,3050870
81,26.9696,2241,58773,1032786,14490,1922150,361,1,3031808,3036690,3038784,3045791
82,26.4684,444,84136,912389,15059,2026791,424,0,2957155,3105598,4755818,5233491
83,27.6363,432,69694,1506825,7171,1655077,405,1,3239841,3245964,3249626,3251950
84,27.9688,8255,58669,1218149,8688,1858022,414,1,3156720,3162974,3164511,3167163
85,28.3019,7467,61241,1294389,7480,1798270,418,1,3169975,3180066,3186752,3193233
86,28.6358,437,80921,1323311,7506,1802985,443,1,3214954,3220907,3222751,3227897
87,28.968,436,74370,1309530,8843,1848763,439,0,3242481,3248754,3249881,3251848
88,29.3005,486,70609,1438670,7110,1756753,425,1,3282944,3305036,3308247,3311522
89,29.635,535,79191,1281979,14717,1913174,397,0,3287402,3304283,3308802,3310395
90,25.8625,1089,62551,1282864,17094,1977368,452,1,2922642,5119878,5221373,5231671
91,25.7526,2577,68077,1307186,15126,1980082,399,1,2875856,5173798,5177726,5181661
92,25.8632,2144,62674,1341205,15780,1978599,389,0,2910914,5199547,5213096,5220207
93,26.4206,546,51400,1438148,16605,1967539,383,1,3033884,5140461,5148846,5331424
94,26.3098,3191,60815,1419899,12929,1959095,388,1,2915382,5202564,5206479,5210854
95,26.7448,1171,50073,1513858,14005,1955475,423,1,3066669,5353862,5360330,5367501
96,26.7484,5825,64601,1503587,16665,1952058,364,1,3028688,5204972,5314084,5325595
97,27.4202,2822,66119,1560686,15668,1953263,378,1,3069485,5342445,5369001,5372259
98,26.4138,439,77128,1574932,16763,1971944,408,1,3196959,5138427,5490659,5493980
99,27.4172,11292,56694,1633727,13182,1939757,432,1,3141989,5205647,5424973,5431384
100,27.6376,433,62917,1699971,19455,1939575,427,1,3187154,5475875,5480817,5485332
101,27.8593,6755,62691,1722622,16265,1934911,398,1,3215090,5491347,5506697,5526980
102,27.4145,21136,51058,1735320,17079,1943640,422,1,3192894,5466903,5489424,5501159
103,27.8562,10084,55856,1852192,13915,1934539,421,4,3159897,5445303,5455810,5467675
104,27.6373,24266,71610,1779555,15778,1942046,426,3,3238257,5514285,5542602,5568264
105,27.8575,8353,72845,1895118,15753,1934638,428,1,3263959,5368482,5543459,5555558
106,28.0818,28255,67394,1865121,17393,1933795,418,0,3254991,5552748,5570324,5608095
107,28.4121,20588,60717,1960524,16058,1926459,392,0,3966335,5480159,5489232,5497437
108,29.0802,759,57942,2016105,15446,1920680,417,0,4068541,5630708,5633486,5643721
109,28.6342,19218,51405,2061404,18242,1923020,406,3,4122245,5500732,5578942,5583723
110,28.8588,673,69803,2076047,16510,1921777,422,1,4140351,5511264,5566063,5567839
111,25.0766,458,60124,2081134,15192,1987894,435,0,4229863,5160886,5168884,6028652
112,29.4171,501,60904,2161146,15114,1916871,420,0,4212806,5598427,5609830,5614007
113,28.9705,504,63307,2290772,15847,1835175,394,2,4258968,5603121,5609376,5613614
114,25.4739,936,64273,2164864,15138,1981206,441,1,4297230,5172419,5180801,6048454
115,29.5233,463,68363,2259298,14176,1917689,410,1,4314010,5544556,5687143,5689002
116,25.6757,17893,50601,2234905,13651,1984690,390,0,4361746,5171621,5182156,6124443
117,25.7963,572,74239,2263504,13412,1980158,435,1,4376840,5184413,6120718,6128338
118,26.6147,462,63942,2364031,12749,1927104,369,0,4413126,5178835,6164429,6178191
119,26.1751,522,57821,2330337,14296,1971033,392,1,4423688,5213736,6128512,6133688
120,26.5276,631,62968,2345326,13259,2012816,401,0,4479443,5151113,6256802,6266233
121,26.3396,18531,56894,2417063,16947,1979617,442,1,4524871,6172031,6178915,6188851
122,26.8718,25637,57267,2393209,16606,1956229,435,2,4582705,5530256,6110564,6121374
123,26.9787,14643,79997,2413974,15455,2023748,460,1,4583016,5188440,6328213,6331065
124,26.9728,34285,62356,2429280,15262,1972358,434,1,4631836,5501062,6230805,6238994
125,27.2713,25547,59820,2495909,20172,1955978,415,1,4682277,5637353,6186820,6194818
126,26.9727,25678,75895,2412320,15969,1998452,424,1,4619670,5335800,6371749,6374704
127,27.1741,980,65749,2608091,15189,1985377,421,1,4737983,5353173,6315962,6324761
128,27.1548,32944,47652,2554984,15575,1988555,423,2,4174095,6250217,6367133,6412506
