Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,29.631,381,5985,291,264,26599,39,1,33355,35246,36010,36652
2,37.7878,398,6359,19714,165,25961,39,1,52635,53143,53408,55411
3,45.6143,442,6690,24879,236,32957,46,1,64132,66137,90181,92307
4,50.2283,483,8354,29972,321,39912,48,1,76580,103404,105292,115794
5,53.1828,508,11757,35495,355,42818,55,1,87927,124123,126217,127121
6,56.8208,620,12775,39996,422,50011,62,1,99702,135042,138014,145992
7,59.7129,776,14639,45293,472,54874,68,1,111620,149410,151783,162748
8,61.1652,393,14345,54951,533,58429,70,1,121873,162244,170491,182531
9,65.1817,416,16539,59046,636,64619,76,0,134491,178641,182786,198437
10,65.1861,948,16754,60379,733,71798,76,1,167683,186829,191462,195066
11,66.6151,1349,16657,71560,718,71958,85,1,181121,200894,204381,217706
12,68.7998,413,21950,66899,966,82608,88,1,190843,204840,219357,234030
13,72.4862,427,23521,75041,867,83572,89,0,202294,223239,225993,237114
14,71.1657,423,20258,88386,1072,85386,94,1,211809,225800,229045,270518
15,69.3405,2315,19796,93513,892,87002,89,1,223032,241802,244833,245973
16,73.8177,437,22546,100411,1142,92580,96,0,237130,246752,258562,274182
17,75.4826,418,23146,74395,1547,119728,113,0,238655,251396,252008,256533
18,77.1423,447,22397,121554,1170,92108,99,1,254922,272070,275966,278958
19,77.8045,421,24708,118710,1301,103797,103,1,265596,287647,308227,345211
20,79.4901,443,24485,123656,1347,108021,111,1,278736,302048,310261,335448
21,78.79,460,26026,136297,1605,105418,104,1,289575,306264,321190,338748
22,80.1259,432,24407,148548,1282,103360,101,1,301024,308819,314812,324370
23,86.1103,405,28517,121043,1976,128781,118,0,298000,309279,311002,313550
24,79.799,431,25857,147811,1749,122092,117,1,313713,334114,347822,399061
25,82.1151,439,30327,141638,2105,131258,116,3,323715,378732,380735,413096
26,83.4386,434,30225,157271,1705,126886,128,1,335020,349894,373299,408258
27,87.109,447,29436,137189,2107,155459,140,1,347767,353758,355076,362644
28,87.7619,416,25297,145273,2371,153870,140,0,344332,353755,385765,484649
29,84.7666,433,27630,164384,2162,154920,133,0,371292,384421,400568,462934
30,85.0936,438,33888,181336,2000,138068,130,0,374329,383768,386394,392278
31,87.0408,448,32376,208178,2006,127489,117,1,385176,398395,402878,406110
32,83.1247,436,28975,205346,1946,141166,151,0,396299,412346,435803,510241
33,87.1102,433,41455,181987,2225,162673,138,0,402064,480775,501549,503622
34,87.4092,402,32997,195703,2518,165917,147,1,411787,425156,426099,460476
35,85.1198,447,29817,223985,2201,148103,135,0,416236,430740,431660,434752
36,81.5723,3221,25736,189571,2663,178349,151,1,431888,458341,479778,496996
37,79.1254,441,45896,203113,2270,177709,154,1,451588,456260,466070,467648
