Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
38,82.1294,426,45432,217466,2763,171715,152,0,459818,471999,496580,510773
39,88.1037,389,59826,158277,3109,213434,176,1,453579,507306,516622,518725
40,82.78,387,32433,222758,2905,206461,172,0,480438,510102,649448,653527
41,87.4606,439,27157,251831,2923,186234,158,1,489493,509827,514225,516703
42,88.0975,387,30855,225228,3717,215905,174,0,498412,510731,515796,519217
43,89.4341,410,38888,226705,3034,210195,170,0,490966,509044,534197,541817
44,95.7624,411,44079,180060,3964,270241,193,0,511105,588394,671083,675217
45,94.1031,417,29570,220399,4488,245455,202,1,516846,534410,537837,552815
46,96.4129,410,35136,212270,4418,265124,209,1,547500,564582,566433,568082
47,96.7541,434,38845,210245,3804,249488,208,1,514405,532818,537079,550827
48,96.0978,394,48972,220319,3959,258691,206,0,537132,575437,631176,633509
49,90.4198,414,31551,260006,4254,244389,195,1,550774,575141,581763,746754
50,98.4253,397,65247,211727,3897,275956,222,0,575842,593461,595121,820240
51,82.7845,412,42980,297891,3280,226352,178,0,589692,609362,665548,666340
52,89.1076,416,44547,320398,3159,218130,180,1,597291,615692,730833,735930
53,93.7727,391,43718,256852,4537,269712,212,1,587821,648343,790543,828393
54,85.4482,414,31049,303764,4301,253725,200,0,612587,641192,657092,660367
55,95.4381,415,45076,282946,3904,269678,202,0,624123,681075,683872,684787
56,96.109,428,34161,340903,4021,245733,201,0,632684,651726,658586,843994
57,87.1191,411,55207,253284,4943,303895,232,0,630384,808706,813814,820426
58,91.7543,420,41184,313371,4213,258232,216,1,642376,667453,676973,678544
59,91.4395,422,36569,319762,4644,277007,208,1,655351,671635,676339,948202
60,95.0386,418,32633,377204,4484,237941,189,1,670925,682395,683461,684663
61,93.7401,633,40847,341057,4441,279426,227,1,667379,712676,717162,980838
62,95.4036,761,28839,369875,3950,266809,217,1,675453,726837,730648,733669
63,95.7767,709,31882,377382,4269,263437,205,1,690359,701505,788324,792136
64,87.7954,381,57143,353216,3707,281308,216,0,709357,782972,784439,996426
65,90.0971,412,43430,390301,4016,266818,203,0,709904,776663,908585,909845
66,99.0773,432,32344,354113,4735,321386,239,0,730432,741761,742861,745124
67,89.1236,448,37547,328147,5806,324969,246,1,722565,764846,969630,975518
68,94.1016,440,57675,426496,4446,251178,206,0,760048,775455,845850,848600
69,91.7758,385,46254,428869,3757,251552,196,1,758457,768487,769849,772049
70,95.1191,386,65111,393619,4149,278281,234,0,757443,780385,781188,784850
71,76.1397,13988,42654,134667,13943,510325,326,0,767201,824749,832637,851647
72,98.7598,413,45730,452286,4117,259890,214,0,780479,792839,803438,806335
73,74.8193,443,42577,432174,5145,327352,238,1,807577,830264,1109630,1114558
74,76.7747,418,72852,168794,14825,523399,382,0,832053,847456,851984,861856
75,76.4664,476,57110,363545,8028,396429,309,0,829247,839386,1196414,1199039
76,77.802,425,74645,213077,13964,516319,335,0,814947,978280,979708,985036
77,80.7878,429,47887,472347,4052,304905,242,0,855081,876532,882496,883020
78,79.4484,414,89173,199913,13529,508590,338,0,825803,836774,838897,901550
79,82.1144,408,67609,324971,6711,420515,300,2,849920,882216,883340,886043
80,97.0718,407,65205,276586,9821,436540,309,0,856561,872978,876611,977018
81,82.7988,505,92732,219679,12626,503477,343,0,853336,863664,864855,1413397
82,83.7788,415,92947,249066,13046,495932,429,0,863130,900183,902352,958283
83,85.4398,473,81793,270588,13587,493365,335,1,879463,905283,910026,911091
84,86.0876,415,72475,295676,12382,499668,328,0,903463,941802,943969,947727
85,86.1044,449,126923,244403,12956,495698,306,0,883035,917048,917772,918643
86,92.5369,438,76367,320022,13592,494575,342,3,923237,1170615,1174069,1413767
87,89.793,448,82635,417443,8024,382332,303,0,953537,1012428,1013938,1015414
88,90.4016,537,69754,548893,4944,312065,248,1,955993,1004290,1006455,1008697
89,92.3597,1539,91978,323796,13305,497016,313,0,936941,990755,992490,1043329
90,91.3,404,111030,309838,12815,489102,326,0,930912,940783,944501,960903
91,77.1373,480,65442,325646,15275,531127,426,5,809773,1427066,1436396,1443842
92,93.7706,497,60984,383474,12569,490416,348,1,960062,965610,966366,968959
93,94.0716,486,69720,390529,12032,489538,337,0,967685,1007289,1010406,1012246
94,95.7382,6427,58402,550210,6892,376973,271,0,984819,1290009,1293705,1296253
95,98.7338,515,94203,383008,10850,481464,325,0,990782,1027558,1031410,1512774
96,98.7408,616,88937,394352,13813,482228,351,0,1004269,1035625,1037213,1513168
97,99.5663,424,113028,384196,13802,483117,376,0,1000473,1042744,1044554,1045953
98,97.1697,1430,99427,412826,13787,477118,331,0,1013632,1043370,1048600,1057962
99,100.4,387,75418,441277,11636,483890,317,1,1021987,1048451,1052260,1052927
100,82.109,395,61395,431778,14513,517952,323,0,853122,1470035,1471132,1474997
101,83.4444,396,77999,411060,13373,515904,352,1,877034,1434124,1493857,1498914
102,104.071,467,97546,436211,11483,495371,324,0,1044088,1109836,1111704,1551533
103,105.412,473,87825,464421,12076,494360,358,0,1079695,1179647,1182906,1579131
104,82.7903,460,71059,454524,14234,518486,342,1,893601,1513780,1516841,1519115
105,83.6548,474,76825,463577,14016,514172,327,0,899254,1499106,1512829,1515268
106,84.0935,412,82356,469290,14113,513065,342,0,897244,1504799,1512167,1517293
107,86.4229,12038,66492,521295,12818,510383,333,1,1107980,1470500,1527087,1533295
108,85.7792,607,70323,510564,15620,511246,341,6,1124294,1514563,1516361,1519952
109,85.4457,8281,64006,519085,14797,512567,329,0,1116733,1527900,1571533,1575610
110,86.4522,437,77665,515439,13458,510369,338,0,1131398,1511595,1521331,1524385
111,87.7444,500,55821,549411,13096,510369,421,1,1142423,1519875,1529415,1536083
112,86.4462,404,69592,533988,13094,512766,383,1,1152100,1560862,1593650,1596000
113,89.1178,576,66105,561196,13391,510727,419,0,1160798,1520459,1547073,1552687
114,87.3928,3213,53679,583315,13452,512347,376,0,1169500,1567898,1580621,1690412
115,90.0894,404,77797,558962,12701,508262,335,0,1167305,1511636,1548479,1557234
116,88.755,420,87789,557053,14434,509806,346,1,1179132,1548087,1562548,1565832
117,90.7478,454,82104,577524,13025,509243,330,1,1197596,1531860,1558923,1564620
118,95.3788,426,61732,621847,14685,515850,335,1,1240248,1518675,1627072,1629906
119,92.0917,511,76503,597607,13576,509094,348,1,1197718,1538512,1569080,1570100
120,92.0496,8165,58904,632043,13840,508017,440,0,1222922,1568354,1570798,1573009
121,92.4519,649,52763,647702,14245,510614,329,1,1232663,1570348,1578857,1585078
122,93.7151,452,77308,625107,13730,508452,358,0,1228473,1593162,1596231,1597242
123,93.7444,16822,53661,641101,14488,510952,338,1,1242869,1601669,1734979,1766706
124,94.0472,519,55086,673319,13638,510718,333,0,1267693,1588141,1599042,1601911
125,93.0899,16485,119125,621718,14270,513775,414,0,1282860,1627632,1636641,1661914
126,97.4245,572,67422,679334,12181,510554,373,0,1277614,1589254,1593058,1595439
127,95.3118,530,67182,675639,13701,508740,374,0,1263917,1588076,1589472,1592581
128,95.0773,12948,69956,683141,12494,512242,342,0,1306224,1629869,1751346,1766379
