Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
69,35.9429,19631,36600,682380,5477,817470,256,0,1630451,2167952,2241592,2255464
70,36.7772,10350,32711,720597,6120,786066,248,1,1638522,1658597,2146339,2158057
71,35.4511,396,49219,821950,4896,858225,276,1,1735636,1742354,1743760,1746059
72,35.9535,378,50047,714818,5733,962197,317,1,1732713,1743574,1744626,1748284
73,36.4535,590,37849,844497,5500,878920,303,0,1768192,1772231,1773593,1775441
74,36.9513,472,37757,851305,5539,885942,274,0,1782210,1788048,1789158,1790874
75,37.4503,418,36479,797054,6374,887570,315,0,1727012,1736181,1740705,1743163
76,37.9514,385,44302,808605,6242,894608,315,0,1754448,1763061,1765916,1769340
77,38.4452,2832,41352,768602,5805,989297,303,0,1807905,1816073,1817397,1821496
78,38.954,446,83229,788308,5158,912773,326,0,1790828,1796177,1797772,1801290
79,39.4462,451,55947,768824,6299,1019962,378,0,1856224,1869723,1872976,1878370
80,39.9451,395,58351,742300,6962,1058623,339,1,1866501,1873212,1875627,1880385
81,40.4418,394,70515,810296,7172,995804,305,0,1882782,1893392,1895471,1897534
82,40.9487,495,67048,761314,7121,1079318,338,0,1917546,1923419,1926122,1928313
83,41.4476,446,68405,959344,6563,967059,292,1,1943492,2452324,2506708,2513869
84,42.4275,2872,61328,752957,8209,1129020,351,0,1990715,2044149,2103059,2105774
85,42.4206,447,68904,695154,12975,1186274,430,1,1964714,1969401,1970725,1973143
86,40.1045,4795,56977,702340,12693,1204013,351,0,1833434,3040946,3048699,3254720
87,43.4418,1809,65302,831088,8025,1119858,472,1,2011459,2084423,2090907,2104236
88,43.936,1265,67755,832896,7392,1109809,319,0,2019184,2026701,2028419,2029328
89,40.2866,419,77348,771840,12909,1189682,326,0,1868994,3081500,3088287,3286027
90,44.9292,460,80765,754600,7914,1208185,418,0,2051322,2057748,2058829,2064448
91,45.4373,398,104632,902145,8004,1126564,324,0,2137167,2282842,2380691,2385174
92,44.0908,7471,81102,823543,13894,1198311,324,1,2016957,3013633,3016069,3431468
93,40.2737,632,54373,853120,15349,1210324,336,1,1813277,3219034,3232577,3243281
94,47.1009,3777,61580,924982,8373,1152794,344,0,2188987,2227816,2246767,2257914
95,40.1169,392,75709,887674,14454,1204213,336,0,1888297,3193685,3307985,3313022
96,39.7774,381,62299,928759,13883,1203858,343,0,1879723,3292262,3297593,3305841
97,39.7808,462,69723,944305,13796,1208154,383,0,1926518,3336407,3342262,3346233
98,40.281,476,67037,972141,13805,1197706,337,0,1900002,3320449,3324252,3328350
99,40.7431,7705,53928,1020442,15833,1197024,326,0,1908761,3321165,3325197,3331318
100,41.1189,401,61722,1043949,14100,1196455,322,0,1942897,3294989,3367202,3379344
101,41.454,744,59784,1068094,14438,1193487,339,0,1961242,3371530,3373192,3376089
102,41.9473,465,67955,1063477,13127,1189837,321,0,1986133,3262701,3398804,3401597
103,41.5895,21992,66198,1065141,12937,1191949,321,0,1992526,3354504,3397668,3424060
104,42.2826,374,71829,1126138,14021,1187029,353,1,1989911,3400928,3404994,3408770
105,42.592,492,83811,1136398,13293,1187063,383,0,2024960,3434190,3438775,3447033
106,42.4415,3868,48298,1195699,13421,1187218,323,0,1993117,3391571,3401339,3403881
107,43.6072,8824,51607,1197745,13538,1184700,325,0,2101859,3502519,3513886,3516301
108,43.6005,375,76363,1196833,12876,1183008,330,0,2488471,3468231,3480224,3486468
109,43.2764,2648,70611,1233727,13644,1183205,401,0,2530858,3406313,3421999,3428134
110,43.9376,582,72064,1258747,13938,1179694,331,1,2554663,3487587,3489065,3491452
111,43.6048,1941,63805,1293336,13866,1181196,381,0,2588837,3443929,3457009,3467619
112,43.2758,3593,46810,1313780,13915,1184496,323,0,2581511,3512147,3513837,3520387
113,44.4396,7712,41821,1346531,12796,1177723,324,0,2604460,3438517,3473592,3479716
114,44.7682,6021,48395,1367621,13781,1179057,352,0,2646318,3438241,3504294,3508048
115,44.1019,7165,64400,1349526,12249,1182868,332,0,2640194,3529173,3534835,3541737
116,45.7695,12703,50253,1353425,14158,1180337,399,0,2313295,3575376,3685486,3708007
117,43.4412,1334,54854,1368695,15431,1236635,373,2,2701163,3500275,3504782,3508680
118,45.2746,2135,69257,1421912,13620,1175032,364,1,2697717,3511936,3524347,3532543
119,45.7692,3148,62295,1461700,12282,1177557,338,1,2738175,3524939,3535306,3555470
120,46.7712,653,67206,1499918,12776,1196476,334,0,2815866,3674363,3678697,3681133
121,46.6058,2487,93789,1455891,13465,1176505,348,0,2765829,3570039,3571722,3574220
122,46.1021,17758,73048,1460154,12622,1177258,320,0,2770269,3565632,3735748,3765015
123,47.4413,486,90184,1540933,13254,1197129,360,0,2883724,3693747,3695595,3697925
124,47.1036,3617,63746,1545654,13722,1177813,353,0,2819566,3568528,3571153,3574482
125,46.9325,18668,53322,1523850,13040,1179013,331,0,2840909,3598919,3693754,3730442
126,46.4382,16727,56696,1551780,14322,1190953,314,1,2919442,3622651,3753619,3758853
127,45.3764,15669,44523,1648877,12122,1152111,321,0,2962434,3686180,3747437,3761315
128,46.6024,10399,47372,1665586,14791,1196853,339,0,2971498,3461485,3798420,3808699
