Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,12.1244,488,5481,259,266,75586,73,1,81899,82480,83164,86477
2,13.1557,570,5763,69333,232,75206,67,2,151385,152367,153314,154231
3,15.9866,547,7775,81894,345,94195,70,1,182461,184781,256456,259119
4,17.6502,608,7509,102319,391,112245,78,1,214833,290309,296120,322238
5,19.4153,604,7998,119108,457,126804,74,1,246043,331711,352552,384709
6,20.4157,627,11323,137508,521,137011,90,1,277817,383495,385765,414452
7,21.0908,751,11268,155980,571,155102,96,1,309792,417247,445148,447678
8,21.6301,848,14952,167084,703,173816,104,1,343286,446184,448481,477203
9,23.308,441,19729,178580,774,190857,106,1,436196,477516,480634,500116
10,23.3063,1031,17684,191780,915,208614,114,1,466618,511392,536676,558578
11,23.6549,1064,14700,182647,1115,244940,117,1,489753,539930,549229,703422
12,26.2949,448,24235,182556,1390,268324,118,1,522431,558608,560520,564265
13,26.1265,475,23652,246979,993,235202,120,1,557855,592661,594464,626731
14,25.5305,491,20743,209810,1452,308157,147,1,580647,630533,636795,783612
15,25.1071,3712,14307,265770,1451,273228,131,1,620065,679049,703108,710036
16,25.7521,3205,24184,275617,1373,284346,149,1,649578,676607,683050,711464
17,26.6566,2375,20384,257350,1672,332243,152,1,669098,685368,711617,713243
18,27.8251,1833,21848,214762,1906,389001,152,1,680117,708930,727749,728304
19,27.7324,2422,33403,190018,2400,450896,183,1,737517,765783,821965,826162
20,27.6289,462,25733,398354,1599,295113,130,1,769384,796912,799662,814368
21,27.8155,3803,23124,350510,1871,352395,155,2,792908,821923,884830,902801
22,29.0948,435,24670,349732,1743,383996,157,1,801767,853303,860353,864994
23,25.9673,473,31923,295997,2192,460068,172,1,852004,985218,986745,991022
24,26.7965,474,37292,238380,2930,548056,211,1,899391,926148,927141,930481
25,27.4609,4808,30332,232176,3020,567195,221,1,903072,957359,960977,965441
26,28.3912,4186,29895,209744,3234,604198,225,1,896769,983730,986377,992727
27,29.9584,497,35116,273439,3105,586160,217,1,962024,1019460,1020775,1023558
28,29.4589,638,33272,432211,2434,467128,177,1,1004434,1046802,1049562,1083692
29,30.287,445,26915,477839,2524,468165,193,1,1019645,1058143,1059735,1060395
30,31.621,491,35992,529659,2580,410008,180,6,1017152,1077558,1079085,1091886
31,32.7878,448,37888,367162,3930,633547,222,6,1096763,1156599,1164458,1175510
