scheduler_type;throughput_level;scenario_id;timestamp;device;num_requests;num_frames;mean_excess_latency_s;mean_percent_excess;total_energy_j;requests_per_joule;frames_per_joule;max_temperature_c;mean_temperature_c;min_temperature_c;max_gpu_freq_mhz;avg_gpu_freq_mhz;min_gpu_freq_mhz;num_time_out;percent_time_out;percent_requests_within_constraint;percent_frames_within_constraint;percent_completed_frames_within_constraint
loud_pred;50;t50_s1;2025-09-27_17:22:51;nano1;2454;2454;1,074920328443358;20,07465804963617;640,262;3,832805945066239;3,832805945066239;29,5;26,29950495049505;25,0;921;187,03850385038504;76;0;0,0;72,08638956805216;72,08638956805216;72,08638956805216
loud_pred;50;t50_s1;2025-09-27_17:22:51;nx0;2454;2454;1,074920328443358;20,07465804963617;1909,3358;1,2852637026970322;1,2852637026970322;47,0;44,55633017289459;39,0;1007;591,7886224205242;114;0;0,0;72,08638956805216;72,08638956805216;72,08638956805216
loud_pred;50;t50_s1;2025-09-27_17:22:51;nx1;2454;2454;1,074920328443358;20,07465804963617;1382,1962;1,7754353542572319;1,7754353542572319;43,0;41,180911680911684;40,0;1007;294,77150997151;114;0;0,0;72,08638956805216;72,08638956805216;72,08638956805216
loud_pred;50;t50_s2;2025-09-27_17:41:12;agx;3130;3130;2,1850459987220447;18,366214504189188;2276,4032;1,3749761026517622;1,3749761026517622;45,0;43,20857699805068;42,5;1032;580,3385315139701;114;0;0,0;75,23961661341852;75,23961661341852;75,23961661341852
loud_pred;50;t50_s2;2025-09-27_17:41:12;nano0;3130;3130;2,1850459987220447;18,366214504189188;545,4556;5,73832223924367;5,73832223924367;25,5;22,88164721141375;22,0;921;214,6147859922179;76;0;0,0;75,23961661341852;75,23961661341852;75,23961661341852
loud_pred;50;t50_s2;2025-09-27_17:41:12;nano1;3130;3130;2,1850459987220447;18,366214504189188;549,1298;5,699927412425987;5,699927412425987;29,5;26,842598577892694;25,5;921;202,05171299288946;76;0;0,0;75,23961661341852;75,23961661341852;75,23961661341852
loud_pred;50;t50_s2;2025-09-27_17:41:12;nx0;3130;3130;2,1850459987220447;18,366214504189188;1588,342;1,9706083450541507;1,9706083450541507;47,0;43,49470899470899;41,5;1007;486,9325396825397;114;0;0,0;75,23961661341852;75,23961661341852;75,23961661341852
loud_pred;50;t50_s2;2025-09-27_17:41:12;nx1;3130;3130;2,1850459987220447;18,366214504189188;1271,5072000000002;2,461645518012009;2,461645518012009;44,0;41,87358616101131;40,5;1007;310,07784431137725;114;0;0,0;75,23961661341852;75,23961661341852;75,23961661341852
loud_pred;50;t50_s3;2025-09-27_17:58:06;agx;2843;2843;0,28344031621526566;2,1827313610834236;2363,3;1,2029788854567764;1,2029788854567764;46,5;44,542367399741266;43,5;1032;638,7755498059508;114;0;0,0;89,55328877945831;89,55328877945831;89,55328877945831
loud_pred;50;t50_s3;2025-09-27_17:58:06;nano0;2843;2843;0,28344031621526566;2,1827313610834236;490,674;5,794071012525628;5,794071012525628;25,5;23,210078534031414;22,0;921;146,06806282722513;76;0;0,0;89,55328877945831;89,55328877945831;89,55328877945831
loud_pred;50;t50_s3;2025-09-27_17:58:06;nano1;2843;2843;0,28344031621526566;2,1827313610834236;494,77380000000005;5,746060118785594;5,746060118785594;30,0;27,091823491239456;26,5;921;151,1953277092797;76;0;0,0;89,55328877945831;89,55328877945831;89,55328877945831
loud_pred;50;t50_s3;2025-09-27_17:58:06;nx0;2843;2843;0,28344031621526566;2,1827313610834236;1571,3872000000001;1,8092294502589812;1,8092294502589812;47,0;44,58986175115207;38,0;1007;547,3752468729427;114;0;0,0;89,55328877945831;89,55328877945831;89,55328877945831
loud_pred;50;t50_s3;2025-09-27_17:58:06;nx1;2843;2843;0,28344031621526566;2,1827313610834236;1128,9642;2,518237513643037;2,518237513643037;44,5;42,83152542372881;41,5;1007;240,73898305084745;114;0;0,0;89,55328877945831;89,55328877945831;89,55328877945831
loud_pred;50;t50_s4;2025-09-27_18:14:15;agx;2696;2696;0,0;0,0;1999,0146000000002;1,348664486992741;1,348664486992741;46,0;44,52232854864434;43,5;1032;632,6299840510367;114;0;0,0;100,0;100,0;100,0
loud_pred;50;t50_s4;2025-09-27_18:14:15;nano0;2696;2696;0,0;0,0;305,6716;8,819923080848858;8,819923080848858;24,0;22,265587044534414;21,5;691;87,64048582995952;76;0;0,0;100,0;100,0;100,0
loud_pred;50;t50_s4;2025-09-27_18:14:15;nano1;2696;2696;0,0;0,0;303,34560000000005;8,887552679188357;8,887552679188357;27,5;26,12;25,5;76;76,0;76;0;0,0;100,0;100,0;100,0
loud_pred;50;t50_s4;2025-09-27_18:14:15;nx0;2696;2696;0,0;0,0;944,1898;2,855358107024668;2,855358107024668;43,5;41,02408637873754;39,0;1007;301,1702657807309;114;0;0,0;100,0;100,0;100,0
loud_pred;50;t50_s4;2025-09-27_18:14:15;nx1;2696;2696;0,0;0,0;821,6158;3,2813390394877993;3,2813390394877993;43,0;41,47541666666667;41,0;1007;169,06833333333333;114;0;0,0;100,0;100,0;100,0
loud_prof;50;t50_s0;2025-09-27_17:15:05;agx;1518;1518;0,0018774993412384714;0,17236057951496345;1850,7064;0,8202273467039396;0,8202273467039396;44,0;42,50985915492958;42,0;1032;325,66338028169014;114;0;0,0;99,80237154150198;99,80237154150198;99,80237154150198
loud_prof;50;t50_s0;2025-09-27_17:15:05;nano0;1518;1518;0,0018774993412384714;0,17236057951496345;333,934;4,545808453167392;4,545808453167392;24,5;22,24148936170213;21,0;76;76,0;76;0;0,0;99,80237154150198;99,80237154150198;99,80237154150198
loud_prof;50;t50_s0;2025-09-27_17:15:05;nano1;1518;1518;0,0018774993412384714;0,17236057951496345;339,1134;4,47637869809922;4,47637869809922;27,0;25,83722576079264;25,0;76;76,0;76;0;0,0;99,80237154150198;99,80237154150198;99,80237154150198
loud_prof;50;t50_s0;2025-09-27_17:15:05;nx0;1518;1518;0,0018774993412384714;0,17236057951496345;1653,6738;0,9179561289536062;0,9179561289536062;47,0;43,960323033707866;41,0;1007;758,3658707865169;114;0;0,0;99,80237154150198;99,80237154150198;99,80237154150198
loud_prof;50;t50_s0;2025-09-27_17:15:05;nx1;1518;1518;0,0018774993412384714;0,17236057951496345;907,8008000000001;1,6721730141678657;1,6721730141678657;42,0;40,98119469026549;40,5;1007;199,4646017699115;114;0;0,0;99,80237154150198;99,80237154150198;99,80237154150198
loud_prof;50;t50_s1;2025-09-27_17:32:02;agx;2454;2454;1,3777715415647926;20,02685585633169;2519,2694000000006;0,9740919331612568;0,9740919331612568;45,0;42,687740516767455;42,0;1032;366,44145134689387;114;0;0,0;75,2241238793806;75,2241238793806;75,2241238793806
loud_prof;50;t50_s1;2025-09-27_17:32:02;nano0;2454;2454;1,3777715415647926;20,02685585633169;597,1344;4,109627581328424;4,109627581328424;25,0;22,800714678394723;21,0;921;163,89224848818031;76;0;0,0;75,2241238793806;75,2241238793806;75,2241238793806
loud_prof;50;t50_s1;2025-09-27_17:32:02;nano1;2454;2454;1,3777715415647926;20,02685585633169;609,1984;4,028244328941113;4,028244328941113;29,5;26,53366174055829;25,0;921;171,03174603174602;76;0;0,0;75,2241238793806;75,2241238793806;75,2241238793806
loud_prof;50;t50_s1;2025-09-27_17:32:02;nx0;2454;2454;1,3777715415647926;20,02685585633169;2012,626;1,2193025430457523;1,2193025430457523;47,0;42,741846323935874;38,0;1109;647,2802653399668;114;0;0,0;75,2241238793806;75,2241238793806;75,2241238793806
loud_prof;50;t50_s1;2025-09-27_17:32:02;nx1;2454;2454;1,3777715415647926;20,02685585633169;1295,519;1,8942215436438987;1,8942215436438987;42,5;41,215720022948936;40,0;1109;244,2960413080895;114;0;0,0;75,2241238793806;75,2241238793806;75,2241238793806
loud_prof;50;t50_s2;2025-09-27_17:49:26;agx;3130;3130;1,9714035226837063;17,244372392937233;2616,1964000000003;1,1963933594587928;1,1963933594587928;48,5;44,23955178679588;43,0;1377;554,9030890369473;114;0;0,0;71,4696485623003;71,4696485623003;71,4696485623003
loud_prof;50;t50_s2;2025-09-27_17:49:26;nano0;3130;3130;1,9714035226837063;17,244372392937233;597,2922000000001;5,240316213739272;5,240316213739272;26,0;23,48033877797943;22,5;921;185,7858439201452;76;0;0,0;71,4696485623003;71,4696485623003;71,4696485623003
loud_prof;50;t50_s2;2025-09-27_17:49:26;nano1;3130;3130;1,9714035226837063;17,244372392937233;572,771;5,464662142461822;5,464662142461822;30,0;27,287869643934823;26,0;921;166,7495473747737;76;0;0,0;71,4696485623003;71,4696485623003;71,4696485623003
