Request ID,Image ID,Arrival Time,Queue Exit Time,Completion Time,Latency,Requested Latency,Timed Out
4f324ae1-9b67-477f-bc1e-5439ecd1027c,4f324ae1-9b67-477f-bc1e-5439ecd1027c_0,1739598189.1729195,1739598189.3309262,1739598189.8258638,0.6529443264007568,4.190029,False
4f324ae1-9b67-477f-bc1e-5439ecd1027c,4f324ae1-9b67-477f-bc1e-5439ecd1027c_1,1739598189.1729195,1739598189.3309262,1739598189.8258638,0.6529443264007568,4.190029,False
5f624e2d-5b2c-4e8f-9402-5076c71a4505,5f624e2d-5b2c-4e8f-9402-5076c71a4505_0,1739598192.1436858,1739598192.3426204,1739598192.5453017,0.40161585807800293,18.098841,False
cb602056-c432-46c3-97e3-ea5f0f4165a5,cb602056-c432-46c3-97e3-ea5f0f4165a5_0,1739598195.1847985,1739598195.3616478,1739598196.7332048,1.5484063625335693,15.465794,False
cb602056-c432-46c3-97e3-ea5f0f4165a5,cb602056-c432-46c3-97e3-ea5f0f4165a5_1,1739598195.1847985,1739598195.3616478,1739598196.7332048,1.5484063625335693,15.465794,False
cb602056-c432-46c3-97e3-ea5f0f4165a5,cb602056-c432-46c3-97e3-ea5f0f4165a5_2,1739598195.1847985,1739598195.3616478,1739598196.7332048,1.5484063625335693,15.465794,False
cb602056-c432-46c3-97e3-ea5f0f4165a5,cb602056-c432-46c3-97e3-ea5f0f4165a5_3,1739598195.1847985,1739598196.3687088,1739598196.7332048,1.5484063625335693,15.465794,False
cb602056-c432-46c3-97e3-ea5f0f4165a5,cb602056-c432-46c3-97e3-ea5f0f4165a5_4,1739598195.1847985,1739598196.3687088,1739598196.7332048,1.5484063625335693,15.465794,False
a8275e62-b881-4d11-b75a-444f8c77aabe,a8275e62-b881-4d11-b75a-444f8c77aabe_0,1739598198.1600902,1739598198.377526,1739598200.726306,2.566215753555298,17.465794,False
a8275e62-b881-4d11-b75a-444f8c77aabe,a8275e62-b881-4d11-b75a-444f8c77aabe_1,1739598198.1600902,1739598198.377526,1739598200.726306,2.566215753555298,17.465794,False
a8275e62-b881-4d11-b75a-444f8c77aabe,a8275e62-b881-4d11-b75a-444f8c77aabe_2,1739598198.1600902,1739598199.3826854,1739598200.726306,2.566215753555298,17.465794,False
a8275e62-b881-4d11-b75a-444f8c77aabe,a8275e62-b881-4d11-b75a-444f8c77aabe_3,1739598198.1600902,1739598200.388772,1739598200.726306,2.566215753555298,17.465794,False
a8275e62-b881-4d11-b75a-444f8c77aabe,a8275e62-b881-4d11-b75a-444f8c77aabe_4,1739598198.1600902,1739598200.388772,1739598200.726306,2.566215753555298,17.465794,False
962bc984-4633-4158-ae14-33f88f8c0556,962bc984-4633-4158-ae14-33f88f8c0556_0,1739598201.1648705,1739598201.3949566,1739598203.10151,1.9366395473480225,14.741029,False
962bc984-4633-4158-ae14-33f88f8c0556,962bc984-4633-4158-ae14-33f88f8c0556_1,1739598201.1648705,1739598201.3949566,1739598203.10151,1.9366395473480225,14.741029,False
962bc984-4633-4158-ae14-33f88f8c0556,962bc984-4633-4158-ae14-33f88f8c0556_2,1739598201.1648705,1739598201.3949566,1739598203.10151,1.9366395473480225,14.741029,False
962bc984-4633-4158-ae14-33f88f8c0556,962bc984-4633-4158-ae14-33f88f8c0556_3,1739598201.1648705,1739598202.4044309,1739598203.10151,1.9366395473480225,14.741029,False
962bc984-4633-4158-ae14-33f88f8c0556,962bc984-4633-4158-ae14-33f88f8c0556_4,1739598201.1648705,1739598202.4044309,1739598203.10151,1.9366395473480225,14.741029,False
962bc984-4633-4158-ae14-33f88f8c0556,962bc984-4633-4158-ae14-33f88f8c0556_5,1739598201.1648705,1739598202.4044309,1739598203.10151,1.9366395473480225,14.741029,False
962bc984-4633-4158-ae14-33f88f8c0556,962bc984-4633-4158-ae14-33f88f8c0556_6,1739598201.1648705,1739598202.4044309,1739598203.10151,1.9366395473480225,14.741029,False
962bc984-4633-4158-ae14-33f88f8c0556,962bc984-4633-4158-ae14-33f88f8c0556_7,1739598201.1648705,1739598202.4044309,1739598203.10151,1.9366395473480225,14.741029,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_0,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_1,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_2,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_3,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_4,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_5,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_6,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_7,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_8,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_9,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_10,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_11,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
95b400b4-3790-423a-a03f-bce7e14ce448,95b400b4-3790-423a-a03f-bce7e14ce448_12,1739598204.1719027,1739598204.4173255,1739598206.12819,1.9562873840332031,20.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_0,1739598207.2310605,1739598207.4238174,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_1,1739598207.2310605,1739598208.4310203,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_2,1739598207.2310605,1739598208.4310203,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_3,1739598207.2310605,1739598208.4310203,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_4,1739598207.2310605,1739598208.4310203,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_5,1739598207.2310605,1739598209.4419513,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_6,1739598207.2310605,1739598209.4419513,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_7,1739598207.2310605,1739598209.4419513,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_8,1739598207.2310605,1739598209.4419513,1739598211.4369977,4.205937147140503,19.200563,False
cc422553-9b64-49b1-837a-f9e33b1f716d,cc422553-9b64-49b1-837a-f9e33b1f716d_9,1739598207.2310605,1739598209.4419513,1739598211.4369977,4.205937147140503,19.200563,False
