Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,4.445399999999999,0.22683799999999998,4.16632,1.0083856451999997
2,4.52591,0.449853,4.24965,2.03599419123
3,4.52795,0.571947,5.09949,2.5897474186499996
4,4.482100000000001,0.705828,5.29947,3.1635916788000005
5,4.488510000000001,0.8472919999999999,5.39892,3.8030786149200004
6,4.47316,0.9874609999999999,5.77649,4.417071046759999
7,4.4758000000000004,1.123168,5.62359,5.0270753344
8,4.40556,1.245743,5.99925,5.488195531080001
9,4.4373000000000005,1.3653769999999998,5.61938,6.0585873621
10,4.48157,1.483982,6.42765,6.650569211739999
11,4.46143,1.6406969999999998,5.71347,7.3198548167099995
12,4.4545200000000005,1.789715,5.71265,7.9723212618
13,4.474060000000001,1.9445439999999998,5.71265,8.700006528640001
