Mean: 13457.52
Mean: 14800.76
Mean: 14720.54
Mean: 15010.09
Mean: 15122.90
Mean: 15400.27
Mean: 15511.72
Mean: 15554.09
Mean: 15631.54
Mean: 15824.36
Mean: 15838.81
Mean: 15906.64
Mean: 15820.54
Mean: 16021.32
Mean: 15979.41
Mean: 16094.06
Mean: 15881.80
Mean: 16080.18
Mean: 16032.50
Mean: 16217.71
Mean: 16094.41
Mean: 16235.11
Mean: 16252.80
Mean: 16322.58
Mean: 16172.87
Mean: 16280.20
Mean: 16276.70
Mean: 16653.52
Mean: 16455.58
Mean: 16757.04
Mean: 16608.60
Mean: 16569.25
Mean: 16567.91
Mean: 16776.28
Mean: 16834.33
Mean: 16686.40
Mean: 16759.70
Mean: 17044.53
Mean: 16749.58
Mean: 16760.90
Mean: 17034.90
Mean: 16686.33
Mean: 16947.30
Mean: 17025.85
Mean: 16865.14
Mean: 17067.61
Mean: 16977.55
Mean: 16868.70
Mean: 16818.50
Mean: 17004.12
Mean: 16972.00
Mean: 16992.21
Mean: 16815.66
Mean: 17073.85
Mean: 17277.42
Mean: 17001.00
Mean: 17072.77
Mean: 17248.06
Mean: 17103.44
Mean: 17035.40
Mean: 17105.60
Mean: 17247.80
Mean: 17244.21
Mean: 17032.90
Mean: 16965.80
Mean: 17025.81
Mean: 17302.95
Mean: 17236.42
Mean: 17241.38
Mean: 17427.47
Mean: 17071.15
Mean: 17380.66
Mean: 17468.40
Mean: 17070.38
Mean: 17371.59
Mean: 17401.50
Mean: 17260.18
Mean: 17462.21
Mean: 17378.90
Mean: 17245.27
Mean: 17330.27
Mean: 17477.72
Mean: 17348.18
Mean: 17377.63
Mean: 18738.18
Mean: 17508.86
Mean: 17294.25
Mean: 17304.08
Mean: 17397.33
Mean: 17425.91
Mean: 17292.25
Mean: 17424.17
Mean: 17435.04
Mean: 17382.22
Mean: 17341.38
Mean: 17455.58
Mean: 17575.90
Mean: 17384.93
Mean: 17364.93
Mean: 17399.07
Mean: 17474.93
Mean: 17427.75
Mean: 17381.07
Mean: 17427.62
Mean: 17333.25
Mean: 17563.50
Mean: 17442.00
Mean: 17400.33
Mean: 17505.07
Mean: 17505.48
Mean: 17565.29
Mean: 17304.89
Mean: 17285.06
Mean: 17423.18
Mean: 17540.42
Mean: 17533.88
Mean: 17518.37
Mean: 17418.18
Mean: 17493.22
Mean: 17465.43
Mean: 17386.12
Mean: 17514.18
Mean: 17423.87
Mean: 17413.40
Mean: 17423.31
Mean: 17535.41
Mean: 17380.47
Mean: 17469.85
