Mean: 5640.39
Mean: 5797.08
Mean: 6403.75
Mean: 6576.28
Mean: 6678.69
Mean: 6544.85
Mean: 6899.85
Mean: 7013.42
Mean: 5789.08
Mean: 7684.04
Mean: 7281.87
Mean: 5798.73
Mean: 7376.39
Mean: 7876.57
Mean: 5971.45
Mean: 8033.69
Mean: 5930.69
Mean: 5895.60
Mean: 7696.43
Mean: 7721.99
Mean: 7797.46
Mean: 6041.93
Mean: 8114.99
Mean: 5972.83
Mean: 7635.73
Mean: 8035.38
Mean: 6127.57
Mean: 6094.10
Mean: 8045.31
Mean: 8053.07
Mean: 8096.98
Mean: 8072.33
Mean: 6080.56
Mean: 8078.08
Mean: 8330.00
Mean: 8084.49
Mean: 7958.84
Mean: 8103.23
Mean: 6131.11
Mean: 8078.48
Mean: 8147.85
Mean: 8137.17
Mean: 8098.74
Mean: 8146.31
Mean: 6190.54
Mean: 8139.81
Mean: 8280.31
Mean: 6155.04
Mean: 8450.90
Mean: 6202.52
Mean: 6133.61
Mean: 6152.55
Mean: 8653.07
Mean: 8253.07
Mean: 8514.77
Mean: 8561.99
Mean: 8482.02
Mean: 8336.74
Mean: 6194.66
Mean: 8605.84
Mean: 8415.87
Mean: 6194.63
Mean: 6243.47
Mean: 8635.90
Mean: 8391.06
Mean: 6207.78
Mean: 6255.90
Mean: 6237.39
Mean: 6235.40
Mean: 6215.06
Mean: 6197.72
Mean: 6230.26
Mean: 6263.19
Mean: 6228.83
Mean: 6154.17
Mean: 6179.18
Mean: 6150.06
Mean: 6203.17
Mean: 6160.46
Mean: 6163.42
Mean: 6149.87
Mean: 6160.60
Mean: 6179.84
Mean: 6155.54
Mean: 6150.94
Mean: 6139.35
Mean: 6159.25
Mean: 6164.88
Mean: 6161.93
Mean: 6167.47
Mean: 6172.00
Mean: 6199.19
Mean: 6221.27
Mean: 6196.25
Mean: 6178.91
Mean: 6143.92
Mean: 6209.39
Mean: 6157.80
Mean: 6149.52
Mean: 6131.87
Mean: 6151.45
Mean: 6185.43
Mean: 6177.62
Mean: 6131.74
Mean: 6170.34
Mean: 6171.22
Mean: 6139.80
Mean: 6129.62
Mean: 6168.54
Mean: 6132.87
Mean: 6154.70
Mean: 6169.76
Mean: 6148.57
Mean: 6171.36
Mean: 6184.29
Mean: 6158.17
Mean: 6159.69
Mean: 6150.67
Mean: 6169.64
Mean: 6141.53
Mean: 6215.81
Mean: 6155.33
Mean: 6137.66
Mean: 6147.20
Mean: 6158.96
Mean: 6150.22
Mean: 6167.54
Mean: 6138.80
