Mean: 10172.66
Mean: 11340.50
Mean: 11279.31
Mean: 11734.13
Mean: 11830.18
Mean: 11881.37
Mean: 11937.40
Mean: 11980.20
Mean: 12117.63
Mean: 12067.06
Mean: 12316.30
Mean: 12240.36
Mean: 12441.54
Mean: 12574.54
Mean: 12795.91
Mean: 12704.81
Mean: 12568.26
Mean: 12692.68
Mean: 12750.00
Mean: 12906.18
Mean: 12837.50
Mean: 12818.14
Mean: 12829.43
Mean: 12879.40
Mean: 12919.65
Mean: 12801.75
Mean: 13077.13
Mean: 12852.93
Mean: 13092.81
Mean: 12996.12
Mean: 13001.53
Mean: 13195.00
Mean: 13093.90
Mean: 13071.50
Mean: 13219.81
Mean: 13187.50
Mean: 13037.25
Mean: 13245.04
Mean: 13143.76
Mean: 13361.22
Mean: 13395.25
Mean: 13513.97
Mean: 13452.42
Mean: 13198.30
Mean: 13217.17
Mean: 13136.47
Mean: 13315.59
Mean: 13587.08
Mean: 13580.00
Mean: 13476.60
Mean: 13581.70
Mean: 13248.84
Mean: 13213.73
Mean: 13632.71
Mean: 13564.31
Mean: 13533.28
Mean: 13558.25
Mean: 13439.10
Mean: 13599.44
Mean: 13571.00
Mean: 13328.94
Mean: 13189.23
Mean: 13228.83
Mean: 13527.04
Mean: 13694.54
Mean: 13425.00
Mean: 13540.00
Mean: 13218.65
Mean: 13662.35
Mean: 13305.66
Mean: 13287.15
Mean: 13489.37
Mean: 13273.00
Mean: 13258.95
Mean: 13392.85
Mean: 13386.17
Mean: 13442.44
Mean: 13584.29
Mean: 13574.79
Mean: 13599.84
Mean: 13657.46
Mean: 13626.91
Mean: 13531.80
Mean: 13590.10
Mean: 13588.93
Mean: 13561.11
Mean: 13620.60
Mean: 13507.14
Mean: 13574.75
Mean: 13391.44
Mean: 13608.90
Mean: 13403.63
Mean: 13412.89
Mean: 13306.33
Mean: 13613.65
Mean: 13537.30
Mean: 13438.40
Mean: 13448.46
Mean: 13348.05
Mean: 13354.25
Mean: 13325.82
Mean: 13567.64
Mean: 13301.63
Mean: 13626.64
Mean: 13664.96
Mean: 13542.38
Mean: 13535.60
Mean: 13734.71
Mean: 13686.66
Mean: 13717.82
Mean: 13493.71
Mean: 13636.38
Mean: 13588.95
Mean: 13599.45
Mean: 13548.13
Mean: 13577.50
Mean: 13609.93
Mean: 13664.77
Mean: 13646.40
Mean: 13627.16
Mean: 13491.62
Mean: 13642.15
Mean: 13584.63
Mean: 13680.92
Mean: 13682.14
Mean: 13501.90
Mean: 13589.40
Mean: 13607.13
