Mean: 12491.62
Mean: 13521.68
Mean: 13403.40
Mean: 13297.81
Mean: 13304.72
Mean: 13506.00
Mean: 13593.26
Mean: 13812.00
Mean: 13910.72
Mean: 14037.90
Mean: 14199.90
Mean: 14174.90
Mean: 14274.80
Mean: 14195.00
Mean: 14319.81
Mean: 14359.10
Mean: 14276.08
Mean: 14284.16
Mean: 14328.83
Mean: 14435.16
Mean: 14420.25
Mean: 14533.93
Mean: 14476.50
Mean: 14615.11
Mean: 14656.13
Mean: 15018.23
Mean: 14868.00
Mean: 14709.69
Mean: 14699.68
Mean: 14889.03
Mean: 14416.50
Mean: 14773.00
Mean: 14891.29
Mean: 14918.84
Mean: 14454.07
Mean: 14844.31
Mean: 14838.91
Mean: 14975.93
Mean: 15075.18
Mean: 14908.00
Mean: 14991.73
Mean: 14974.19
Mean: 14967.16
Mean: 15148.19
Mean: 15022.59
Mean: 15158.50
Mean: 15120.13
Mean: 15093.92
Mean: 14924.80
Mean: 15110.54
Mean: 14914.83
Mean: 15110.92
Mean: 14968.00
Mean: 15239.13
Mean: 14892.36
Mean: 15026.00
Mean: 15054.90
Mean: 15092.73
Mean: 15060.66
Mean: 15333.42
Mean: 15172.14
Mean: 15150.29
Mean: 15175.25
Mean: 15092.45
Mean: 15350.85
Mean: 15401.80
Mean: 15224.00
Mean: 15260.95
Mean: 15105.29
Mean: 15325.22
Mean: 15316.80
Mean: 15145.40
Mean: 15338.87
Mean: 15474.44
Mean: 15238.27
Mean: 15465.65
Mean: 15455.70
Mean: 15504.90
Mean: 15440.80
Mean: 15436.23
Mean: 15330.38
Mean: 15469.81
Mean: 15281.65
Mean: 15363.00
Mean: 15379.93
Mean: 15443.25
Mean: 15352.92
Mean: 15661.18
Mean: 15411.90
Mean: 15502.82
Mean: 15477.82
Mean: 15755.29
Mean: 15460.02
Mean: 15472.37
Mean: 15519.15
Mean: 15266.11
Mean: 15523.88
Mean: 15452.55
Mean: 15372.75
Mean: 15641.56
Mean: 15320.94
Mean: 15559.93
Mean: 15493.72
Mean: 15319.05
Mean: 15422.42
Mean: 15389.23
Mean: 15514.52
Mean: 15448.88
Mean: 15400.88
Mean: 15537.17
Mean: 15563.94
Mean: 15550.66
Mean: 15426.15
Mean: 15507.06
Mean: 15338.81
Mean: 15423.41
Mean: 15365.41
