Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,8.22541,0.051323,16.4027,0.42215271743
2,9.24822,0.091761,19.5342,0.84862591542
3,9.19316,0.120974,22.2897,1.11213333784
4,9.35556,0.150326,24.3418,1.40638391256
5,9.47175,0.16933499999999999,26.4528,1.6038987862499998
6,9.84381,0.199737,28.6152,1.96617307797
7,9.88175,0.216782,29.1025,2.1421855285
8,9.93258,0.241282,30.2934,2.39655276756
9,9.89955,0.261363,32.12,2.58737608665
10,10.2474,0.28756699999999996,32.6133,2.9468140758
11,9.96991,0.295139,34.7892,2.94250926749
12,9.924,0.339003,31.5895,3.364265772
13,10.40135,0.351213,34.7888,3.6530893375500004
14,10.262290000000002,0.38689999999999997,33.4568,3.9704800010000003
15,9.17855,0.407829,34.4505,3.74327886795
16,10.13593,0.43531,34.7566,4.4122716883
17,10.400770000000001,0.458993,34.7806,4.77388062461
18,10.27494,0.48234299999999997,35.9359,4.95604538442
