Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,9.295,0.045516999999999995,18.202,0.42308051499999993
2,10.2901,0.08087799999999999,21.9782,0.8322427078
3,10.228760000000001,0.104337,25.9671,1.0672381321200002
4,10.57708,0.128032,27.9601,1.35420470656
5,10.89125,0.15531499999999998,29.2771,1.6915744937499997
6,10.80383,0.177447,30.6179,1.9171072220099998
7,10.993620000000002,0.19763,33.1232,2.1726691206
8,11.18668,0.222636,33.9514,2.49055768848
9,10.925559999999999,0.23910399999999998,34.1147,2.6123450982399996
10,11.222370000000002,0.260818,35.4395,2.9269960986600005
11,11.131680000000001,0.278833,36.9788,3.1038797294400005
12,11.238,0.286597,36.1084,3.2207770859999996
13,11.11206,0.31998499999999996,38.4354,3.5556925190999995
14,11.17447,0.346114,38.6038,3.8676405095799997
15,11.301879999999999,0.379691,36.9342,4.2912221190799995
16,11.146930000000001,0.38789399999999996,39.4524,4.32382726542
17,11.026610000000002,0.402145,38.0633,4.43429607845
18,11.354940000000001,0.43746999999999997,38.9272,4.9674456018
