Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,11.02565,0.038869999999999995,20.8644,0.4285670155
2,12.6793,0.067713,25.7923,0.8585534409
3,12.90916,0.089825,30.2826,1.159565297
4,13.13383,0.10976999999999999,32.7867,1.4417005190999999
5,13.280330000000001,0.13075,34.5865,1.7364031475000001
6,13.879,0.149219,35.7793,2.071010501
7,13.51158,0.16356099999999998,38.2679,2.2099675363799998
8,13.83141,0.18498299999999998,38.2773,2.5585757160299996
9,13.8245,0.19775199999999998,40.2435,2.733822524
10,13.47143,0.21745099999999998,41.4436,2.9293759249299995
11,13.7395,0.23474199999999998,42.3984,3.2252377089999995
12,13.90633,0.249225,42.7562,3.4658050942500003
13,13.458459999999999,0.27116399999999996,42.6794,3.6494498474399992
14,13.99133,0.288355,42.8443,4.034469962149999
15,14.1325,0.31571099999999996,44.0969,4.4617857075
16,13.31564,0.338037,43.925,4.5011789986799995
17,13.967410000000001,0.343161,43.585,4.79307038301
18,14.05058,0.377052,45.0926,5.29779929016
