Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,11.805040000000002,0.03777,21.3092,0.44587636080000004
2,13.57838,0.06559,26.6284,0.8906059441999999
3,13.746410000000001,0.08201499999999999,30.9544,1.12741181615
4,13.88493,0.10352199999999999,34.4573,1.4373957234599999
5,14.076410000000001,0.12350799999999999,35.9399,1.73854924628
6,14.324910000000001,0.144573,37.774,2.0709952134300003
7,14.341750000000001,0.161376,39.0955,2.314414248
8,13.84162,0.17818,41.1012,2.4662998516
9,14.889660000000001,0.19943999999999998,40.1067,2.9695937904
10,14.281110000000002,0.212144,41.5984,3.0296517998400003
11,14.61391,0.215217,44.6499,3.1451618684700002
12,14.72456,0.242668,45.771,3.57317952608
13,14.63,0.26631,44.0382,3.8961153
14,14.836870000000001,0.28911899999999996,46.0894,4.28962101753
15,14.49492,0.29892599999999997,44.7548,4.332908455919999
16,14.701620000000002,0.328326,46.6052,4.826924088120001
17,14.35452,0.336686,47.0885,4.83296592072
18,14.44446,0.350124,45.1762,5.057352113039999
