Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,10.72032,0.040376999999999996,20.1983,0.43285436063999994
2,12.392,0.070438,24.9754,0.8728676959999999
3,11.84066,0.09121399999999999,29.1246,1.0800339612399998
4,12.36475,0.114413,31.2967,1.4146881417500001
5,12.555250000000001,0.135843,33.2874,1.70554282575
6,12.902330000000001,0.156666,34.7697,2.02135643178
7,12.71183,0.17159,36.0178,2.1812229097
8,10.60054,0.18828799999999998,37.6076,1.9959544755199998
9,12.47982,0.212025,38.7809,2.6460338355
10,13.03006,0.231957,40.106,3.02241362742
11,12.95276,0.23275099999999999,40.0576,3.0147678427599995
12,12.91591,0.25843099999999997,41.7298,3.3378715372099994
13,13.32093,0.279091,42.7729,3.7177516746299997
14,13.4536,0.31229999999999997,42.1062,4.20155928
15,13.00607,0.328874,40.7242,4.27735826518
16,13.280120000000002,0.34437999999999996,43.6104,4.5734077256
17,12.61176,0.36299899999999996,43.4142,4.578056268239999
18,12.94558,0.38287699999999997,44.6079,4.956564833659999
