Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,10.05665,0.041628,19.7586,0.41863822619999996
2,11.79282,0.073026,24.3105,0.86118247332
3,11.9819,0.094624,27.9654,1.1337753056
4,11.85441,0.117463,30.9645,1.39245456183
5,12.43426,0.138707,33.2768,1.72471890182
6,12.36808,0.16133799999999998,33.7154,1.99544129104
7,11.957,0.17593999999999999,35.6066,2.10371458
8,11.041,0.20796199999999998,35.7771,2.296108442
9,12.1165,0.217305,37.6172,2.6329760325000002
10,12.29308,0.230408,37.2743,2.83242397664
11,12.42184,0.248472,39.3988,3.0864794284799997
12,12.54858,0.26195799999999997,40.116,3.2872009196399996
13,12.683700000000002,0.295775,41.7672,3.7515213675000005
14,12.55375,0.31579599999999997,40.7825,3.964424035
15,12.40882,0.35265599999999997,40.4314,4.376044825919999
16,12.38824,0.366334,41.7474,4.53823351216
17,12.2944,0.37921,43.0896,4.6621594239999995
18,12.33084,0.38683,41.2574,4.7699388372
