Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,7.27696,0.071069,12.3754,0.51716627024
2,7.90116,0.13014599999999998,14.1563,1.0283043693599998
3,7.6833100000000005,0.171172,16.0773,1.31516753932
4,7.8375,0.206146,18.2049,1.6156692750000001
5,7.90852,0.24520499999999998,19.6478,1.9392086465999998
6,7.9413800000000005,0.275727,19.9544,2.18965288326
7,8.215770000000001,0.314465,20.3056,2.5835721130500002
8,8.19311,0.33802099999999996,21.6321,2.76944323531
9,8.042,0.375698,22.3132,3.0213633159999995
10,8.09007,0.41734299999999996,22.5337,3.3763340840100002
11,8.21105,0.436838,23.0463,3.5868986599
12,8.08142,0.47033899999999995,23.53,3.8010070013799995
13,8.17957,0.517128,23.414,4.22988467496
14,8.05975,0.559149,23.6445,4.50660115275
15,8.14183,0.572226,23.7422,4.65896681358
16,8.15886,0.620412,24.0825,5.06185465032
17,8.15244,0.652845,24.96,5.3222796918
18,8.35086,0.676809,25.9651,5.65193720574
