Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,3.3759099999999997,0.296055,3.24836,0.99945503505
2,4.895810000000001,0.5774819999999999,3.39829,2.82724215042
3,4.73556,0.748397,3.89615,3.5440788973200004
4,4.834689999999999,0.914779,4.3041,4.42267288351
5,4.93173,1.0588819999999999,4.69548,5.222120125859999
6,4.95364,1.169414,5.09788,5.7928559669599995
7,4.89278,1.3176919999999999,5.2313,6.44717706376
8,4.80675,1.432613,5.37715,6.88621253775
9,4.88893,1.5771039999999998,5.67614,7.71035105872
10,4.99908,1.7014989999999999,5.49588,8.50592962092
11,5.04476,1.866801,5.85027,9.41756301276
12,4.96677,2.0623579999999997,5.54047,10.243257843659999
13,4.92093,2.197313,5.67324,10.81282346109
14,4.84252,2.323715,5.68454,11.2526363618
15,4.90862,2.484771,5.74427,12.19679662602
16,4.925479999999999,2.697705,6.02767,13.287492023399999
17,4.8950000000000005,2.772607,5.66368,13.571911265
18,4.89391,2.896166,5.86961,14.17357574906
