Concurrency, Mean Power (W), Avg Latency (s), Throughput (Inference/sec), Energy (J)
1,5.4918000000000005,0.17238699999999998,5.42634,0.9467149266
2,5.715770000000001,0.323053,5.96015,1.8464966458100003
3,5.69763,0.420627,6.99638,2.39657701401
4,5.62504,0.520204,7.3592,2.9261683081600003
5,5.7333300000000005,0.594988,7.99598,3.41126255004
6,5.67912,0.686083,8.43867,3.89634768696
7,5.65916,0.765435,8.71707,4.3317191346
8,5.5976099999999995,0.852487,9.21693,4.771889756069999
9,5.71315,0.9327169999999999,9.32811,5.328752128549999
10,5.71062,1.023506,9.20125,5.844853833719999
11,5.70037,1.067181,10.1051,6.08332655697
12,5.84466,1.154237,9.8658,6.7461228244199996
13,5.7748800000000005,1.256934,10.3923,7.258643017920001
14,5.74165,1.31447,9.87284,7.5472266755
15,5.70929,1.435242,9.63596,8.19421279818
16,5.70721,1.511239,10.3659,8.62495833319
17,5.72918,1.601464,10.1255,9.17507551952
18,5.822520000000001,1.7230109999999998,10.3679,10.03226600772
